RK,Unnamed: 1,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Unnamed: 20,Unnamed: 21,2010,Drafted?,Draft Pick,Draft Year
571,Justin Dobbins,F,25,28.2,12.1,4.8,7.8,61.5,0.0,0.0,0.0,2.5,4.1,60.2,5.9,1.0,0.9,1.0,2.2,,,,,,
572,Lehmon Colbert,F,28,28.5,12.1,4.4,10.0,44.4,0.5,1.9,28.3,2.7,4.1,64.7,6.8,1.5,0.6,0.5,2.5,,,,,,
573,Chris Martin,G,29,28.0,12.1,4.0,10.9,37.0,2.3,6.7,34.4,1.7,2.2,77.8,2.2,1.5,1.2,0.1,2.3,,,,,,
574,Rihards Kuksiks,G-F,33,29.8,12.1,4.1,9.3,43.6,2.5,6.4,38.4,1.5,1.7,87.5,3.6,1.8,1.1,0.3,1.2,,,,,,
575,Derick Nelson,F,35,28.8,12.1,4.4,10.0,44.0,1.1,2.9,39.2,2.1,3.6,58.3,6.2,1.0,0.7,0.1,1.7,,,,,,
575,Mario Edwards,G,35,29.9,12.1,4.3,9.1,47.0,1.6,4.1,39.2,1.9,2.7,72.3,4.2,2.6,0.6,0.2,1.9,,,,,,
577,Lamonte Ulmer,F,36,30.6,12.1,4.6,8.8,52.7,0.3,0.9,27.3,2.5,3.5,72.2,7.4,1.2,1.1,0.9,1.2,,,,,,
578,De'Jon Jackson,G,22,32.0,12.0,4.0,9.5,42.3,1.6,4.4,36.1,2.5,2.8,87.1,3.2,2.6,1.4,0.2,2.4,,,,,,
579,Chris Singletary,G,30,25.4,12.0,4.0,9.0,44.6,0.4,1.3,34.2,3.5,6.0,59.2,4.8,4.2,1.8,0.2,2.3,,,,,,
579,Nikola Dragovic,F,30,32.2,12.0,3.8,10.3,37.2,1.6,5.6,28.1,2.8,3.6,77.8,4.4,1.3,0.8,0.6,1.9,,,,,,
581,Ty Abbott,G,32,28.7,12.0,4.1,9.6,42.7,2.4,6.0,40.4,1.4,1.8,77.6,4.4,1.6,0.9,0.3,1.6,,,,,,
581,Clevin Hannah,G,32,30.0,12.0,3.7,8.3,45.1,1.9,4.6,42.5,2.7,2.9,90.4,2.8,4.7,1.3,0.1,2.1,,,,,,
583,Jeff Allen,F,34,26.3,12.0,4.6,9.8,47.0,0.3,1.1,25.6,2.6,3.9,66.4,7.4,1.2,1.7,1.2,2.2,,,,,,
584,Gerard Anderson,F,31,29.8,12.0,4.0,8.1,49.6,0.2,1.0,21.9,3.7,5.2,71.9,6.1,2.6,0.9,0.4,3.2,,,,,,
584,Michael Vogler,G,33,34.9,12.0,4.5,8.9,49.8,1.1,2.4,44.3,2.0,2.7,74.4,3.5,5.5,1.8,0.2,2.3,,,,,,
584,Devin Ebanks,F,34,34.1,12.0,4.2,9.3,45.7,0.1,0.9,10.0,3.4,4.5,77.0,8.1,2.4,1.1,0.7,2.2,,,,,,
584,Jamel Guyton,G,35,31.2,12.0,4.1,9.6,43.0,2.0,5.2,38.7,1.8,2.2,81.6,3.8,2.1,1.6,0.4,1.5,,,,,,
584,Calvin Thompson,G,31,30.5,12.0,3.8,10.3,37.0,0.8,2.8,27.9,3.6,5.0,72.3,5.1,2.0,0.7,0.0,2.5,,,,,,
584,Casey Cantey,G-F,27,24.4,12.0,3.7,9.4,39.6,0.4,1.2,30.3,4.1,6.6,62.6,4.1,1.1,1.9,0.7,2.5,,,,,,
584,Evan Gordon,G,31,30.4,12.0,4.2,9.0,46.2,1.4,3.8,35.6,2.3,3.2,72.0,4.2,1.8,1.1,0.2,2.8,,,,,,
591,Ben Hansbrough,G,35,35.5,12.0,3.7,8.1,45.4,1.9,4.6,41.4,2.7,3.7,72.9,3.9,4.4,1.1,0.1,1.8,,,,,,
592,Kevin Ford,F,33,27.3,12.0,4.6,8.2,56.1,0.0,0.1,0.0,2.8,4.7,59.1,7.5,1.2,0.8,1.5,1.7,,,,,,
593,Christian Watford,F,31,28.5,12.0,3.9,10.3,37.5,0.5,1.5,31.9,3.7,4.7,80.0,6.0,0.6,0.5,0.6,2.3,,,,,,
594,Carlton Fay,F,30,27.3,12.0,4.3,8.8,49.0,1.4,3.8,38.1,1.9,2.3,85.3,3.4,1.0,0.4,0.1,1.3,,,,,,
595,Dwayne Collins,F,29,24.7,12.0,4.4,7.3,60.4,0.0,0.0,0.0,3.1,5.5,56.9,7.8,1.2,0.6,1.1,2.4,,,,,,
595,C.J. Hailey,G,29,25.2,12.0,4.3,9.7,44.3,0.9,2.3,39.4,2.5,3.1,81.1,2.6,1.2,0.5,0.1,2.4,,,,,,
595,Ridge Graham,F,29,27.7,12.0,5.0,10.7,46.9,0.1,0.6,16.7,1.8,3.9,46.0,6.0,0.8,1.3,0.5,2.8,,,,,,
598,Mike Scott,F,28,27.4,12.0,5.1,10.1,50.5,0.1,0.3,42.9,1.6,2.3,71.9,7.2,1.3,0.6,0.3,1.6,,,,,,
599,Dennis Horner,F,36,27.9,11.9,4.2,8.8,47.5,0.9,2.6,33.0,2.7,3.4,78.2,4.9,1.4,1.0,1.0,1.6,,,,,,
600,Toure' Murry,G,35,31.6,11.9,4.1,9.6,42.4,1.2,3.6,33.1,2.6,3.7,70.8,5.0,3.1,1.4,0.3,2.1,,,,,,
601,Corey Claitt,G,16,25.8,11.9,4.5,9.6,46.8,0.4,1.7,25.9,2.5,4.0,62.5,3.4,3.2,1.5,0.1,2.4,,,,,,
601,Elijah Muhammad,G,32,32.1,11.9,3.9,9.3,42.1,1.4,3.3,41.1,2.8,3.3,83.8,4.0,4.5,1.4,0.0,3.1,,,,,,
603,Jeremy Simmons,F,29,31.1,11.9,5.1,8.6,59.7,0.0,0.0,0.0,1.7,2.6,65.8,8.0,1.2,0.5,1.9,1.3,,,,,,
604,Mike Tisdale,C,36,27.9,11.9,4.6,7.8,58.5,0.1,0.2,83.3,2.6,3.1,83.9,6.0,0.8,0.3,1.6,1.4,,,,,,
605,Jamal Boykin,F,35,28.4,11.9,5.1,8.7,58.4,0.0,0.1,0.0,1.8,2.1,86.3,6.7,1.2,0.8,0.4,1.1,,,,,,
606,Richard Delk,G,33,33.0,11.9,4.6,10.1,45.2,1.6,4.8,33.3,1.2,1.9,59.4,4.7,1.6,1.1,0.5,1.7,,,,,,
606,Anthony Tucker,G,11,31.9,11.9,4.1,11.3,36.3,2.7,8.7,31.3,1.0,1.8,55.0,3.5,2.9,0.5,0.0,2.9,,,,,,
608,Garrett Callahan,G,30,25.8,11.9,3.7,8.8,41.7,1.9,5.2,36.8,2.7,3.1,87.0,2.0,1.3,0.7,0.2,1.2,,,,,,
608,Ryan Pearson,F,30,28.4,11.9,4.3,9.3,45.7,0.5,1.6,28.6,2.9,4.4,65.4,6.4,1.2,1.1,0.5,2.0,,,,,,
610,Chris Johnson,F,36,24.1,11.9,3.9,9.1,42.4,1.8,5.2,35.1,2.3,2.8,84.8,6.9,0.8,0.9,0.3,1.2,,,,,,
611,Casper Ware,G,33,33.2,11.9,3.8,10.3,37.2,0.9,2.8,30.9,3.3,4.2,78.4,3.2,4.8,2.1,0.2,3.1,,,,,,
612,Jordan Eglseder,C,32,21.6,11.9,4.9,9.2,52.9,0.1,0.4,25.0,2.0,2.8,73.0,7.2,0.6,0.4,0.9,1.2,,,,,,
613,Brandon Giles,G,34,25.5,11.9,4.4,10.6,41.0,1.4,3.9,35.1,1.8,2.4,74.1,3.9,1.1,1.0,0.6,1.7,,,,,,
613,Demonte Harper,G,34,29.9,11.9,4.1,9.7,41.9,1.3,3.6,36.3,2.4,3.4,71.9,2.9,3.2,1.4,0.2,3.3,,,,,,
615,Shawn Lewis,G,31,27.6,11.8,3.8,9.4,40.3,1.0,2.8,36.4,3.3,4.5,72.7,4.8,2.4,0.8,0.5,2.5,,,,,,
616,Larry Anderson,G,33,30.9,11.8,3.8,8.7,44.3,0.4,1.9,22.6,3.7,5.2,70.5,4.3,2.9,1.9,0.4,2.8,,,,,,
617,Melvin Jones,G,32,31.5,11.8,4.1,9.8,41.9,2.5,6.1,41.8,1.1,1.4,77.8,2.4,1.8,0.6,0.0,1.8,,,,,,
618,Dylan Talley,G,26,29.3,11.8,4.2,10.5,39.8,1.1,3.6,30.1,2.3,3.4,69.3,3.7,2.1,0.6,0.3,2.7,,,,,,
619,Eli Holman,F-C,31,28.0,11.8,4.7,7.6,61.4,0.0,0.0,0.0,2.5,3.9,63.3,8.9,0.7,0.5,2.5,2.2,,,,,,
619,Storm Warren,F,31,26.7,11.8,4.5,8.5,53.6,0.0,0.0,0.0,2.7,4.0,68.3,7.2,0.4,1.1,1.4,1.5,,,,,,
619,Jacques Streeter,G,31,34.9,11.8,3.7,10.0,37.2,1.6,5.3,29.7,2.8,4.1,69.0,3.0,4.7,0.8,0.1,2.3,,,,,,
619,Desmar Jackson,G,31,20.7,11.8,4.3,8.5,50.8,0.3,1.4,20.9,2.9,4.2,69.0,2.3,1.9,1.4,0.3,2.8,,,,,,
619,Lasan Kromah,G,31,24.5,11.8,4.5,9.7,45.7,1.5,4.4,35.6,1.4,2.6,51.2,3.4,1.9,2.0,0.3,1.9,,,,,,
624,Marshall Henderson,G,30,27.4,11.8,3.8,10.2,37.4,2.2,6.5,33.5,2.0,2.5,82.4,2.5,0.9,0.7,0.1,1.2,,,,,,
624,Will Donahue,C,10,30.1,11.8,4.6,6.9,66.7,0.0,0.0,0.0,2.6,4.3,60.5,8.8,1.0,0.5,0.7,1.7,,,,,,
626,Howard Crawford,F,34,26.1,11.8,4.2,8.9,47.0,0.3,0.9,31.3,3.1,4.3,71.9,4.4,0.6,0.4,0.4,2.0,,,,,,
626,Alex Tyus,F,34,28.4,11.8,4.8,9.6,50.3,0.1,0.3,40.0,2.0,3.0,68.3,6.9,0.4,0.5,1.0,1.6,,,,,,
628,Tony Freeman,G,29,30.1,11.8,4.1,9.7,42.9,2.7,6.4,41.2,0.9,1.2,73.5,3.0,2.0,0.9,0.1,1.7,,,,,,
629,Melquan Bolding,G,19,27.7,11.8,4.2,10.3,40.3,0.9,3.9,22.7,2.6,3.5,73.1,3.9,2.1,1.4,0.0,2.2,,,,,,
630,James Washington,G,33,33.8,11.8,3.2,8.5,37.9,2.0,5.2,38.0,3.3,4.3,77.5,2.8,3.8,1.3,0.0,2.6,,,,,,
631,Kris Richard,G,28,28.3,11.8,4.3,10.4,41.2,1.6,4.9,32.1,1.6,2.3,70.8,3.7,1.9,1.7,0.4,2.4,,,,,,
632,Jonathan Mitchell,F,32,33.0,11.8,4.4,10.9,40.2,1.7,5.0,34.6,1.3,1.5,89.4,6.1,1.4,0.9,0.3,1.4,,,,,,
633,Barry Stewart,G,36,34.2,11.8,3.8,10.3,37.4,2.2,6.2,35.1,1.9,2.7,71.4,3.6,2.7,1.1,0.2,1.2,,,,,,
634,Mychel Thompson,F,31,31.5,11.8,4.1,11.5,35.4,1.5,4.7,32.7,2.1,2.8,74.7,5.0,1.9,0.9,0.6,1.5,,,,,,
634,Robert Arnold,F,31,28.5,11.8,4.3,9.6,44.8,1.1,3.7,30.4,2.1,3.1,67.4,4.3,2.2,0.9,0.7,2.0,,,,,,
636,Jason Love,F-C,35,27.8,11.8,4.4,8.0,55.2,0.0,0.0,0.0,2.9,4.1,70.8,8.7,0.8,0.4,1.4,1.7,,,,,,
637,Dorian Green,G,32,35.0,11.8,3.3,9.1,35.7,1.8,4.8,38.8,3.4,4.1,83.2,2.4,2.5,0.9,0.3,2.3,,,,,,
638,Lenny Daniel,F,29,26.3,11.7,4.2,8.8,48.0,0.0,0.0,0.0,3.2,5.5,59.1,7.8,0.5,0.6,1.5,1.8,,,,,,
639,Brandon McPherson,G,32,27.8,11.7,3.9,8.5,45.6,1.7,4.1,40.5,2.3,2.8,83.1,2.1,3.2,0.8,0.1,1.9,,,,,,
639,Andy Ogide,F,32,25.1,11.7,4.7,8.6,54.5,0.0,0.2,20.0,2.3,3.2,72.5,6.5,1.0,0.8,0.4,2.1,,,,,,
641,Jake Robinson,F,34,22.1,11.7,3.5,8.1,43.5,2.5,6.1,40.4,2.2,2.9,75.5,2.9,0.9,0.4,0.1,1.4,,,,,,
642,Reuben Clayton,G,27,30.2,11.7,4.3,12.8,33.3,1.3,4.9,27.5,1.9,3.0,61.7,3.5,2.0,1.2,0.5,2.9,,,,,,
643,Morgan Sabia,F,30,35.5,11.7,4.1,10.7,38.3,2.3,6.1,37.9,1.2,1.7,70.6,6.1,1.0,1.0,1.0,1.4,,,,,,
643,Chris De La Rosa,G,30,33.6,11.7,4.1,9.9,41.6,0.4,1.5,28.3,3.0,3.9,77.6,2.6,5.1,1.1,0.0,2.3,,,,,,
645,Tyrone Conley,G,29,30.3,11.7,3.7,10.4,35.2,1.9,5.8,32.1,2.5,3.8,67.0,3.8,1.1,1.1,0.6,1.9,,,,,,
646,Solomon Alabi,C,32,25.6,11.7,4.2,7.8,53.4,0.0,0.0,0.0,3.4,4.3,79.4,6.2,0.5,0.6,2.3,1.9,,,,,,
647,Deonta Vaughn,G,35,30.5,11.7,3.5,9.3,37.8,2.1,6.1,33.8,2.6,3.1,82.7,3.5,3.5,1.2,0.1,2.2,,,,,,
647,Sam Willard,F,35,30.8,11.7,4.5,9.3,48.5,0.4,1.1,35.0,2.3,2.9,78.6,8.4,1.5,1.1,0.6,1.5,,,,,,
649,Kellen Brand,G,37,29.3,11.7,3.9,8.5,46.0,1.1,2.8,38.5,2.8,3.5,77.9,3.3,2.1,0.7,0.0,2.2,,,,,,
650,Tyler Smith,G-F,12,26.8,11.7,3.9,6.8,57.3,0.0,0.3,0.0,3.8,5.5,69.7,4.7,3.7,1.4,0.3,1.3,,,,,,
651,Adam Koch,F,35,24.9,11.7,3.5,7.4,47.3,0.7,2.0,36.2,3.9,4.7,83.5,4.9,1.4,0.6,0.3,1.9,,,,,,
652,Martino Brock,G,32,29.4,11.7,4.2,9.2,45.2,0.4,1.4,27.3,3.0,4.4,66.9,6.3,1.9,1.4,0.4,2.4,,,,,,
653,Daman Starring,G,29,33.1,11.7,3.8,9.5,40.4,1.5,4.1,37.3,2.5,3.2,78.3,3.6,2.3,1.6,0.2,2.4,,,,,,
654,Avery Bradley,G,34,29.5,11.6,4.7,10.8,43.2,1.2,3.3,37.5,1.1,1.9,54.5,2.9,2.1,1.3,0.5,1.5,,,,,,
655,Mick Hedgepeth,F-C,31,24.5,11.6,3.9,6.8,56.6,0.0,0.1,25.0,3.9,5.8,67.0,6.5,0.6,0.4,0.9,2.1,,,,,,
656,Jason Bohannon,G,33,36.8,11.6,3.8,8.4,45.8,2.1,5.3,38.9,1.9,2.2,87.3,3.6,2.2,0.9,0.4,1.2,,,,,,
656,Eric Platt,G,11,23.5,11.6,3.2,7.5,42.2,2.3,5.3,43.1,3.0,3.6,82.5,3.5,1.6,1.0,0.5,1.5,,,,,,
658,Tadre Sheppard,F,30,29.3,11.6,4.0,7.1,56.1,0.2,0.4,46.2,3.5,5.8,60.7,7.2,0.5,1.3,1.7,1.4,,,,,,
659,Michael Freeman,F,31,30.2,11.6,4.1,7.5,53.8,0.0,0.1,0.0,3.5,5.1,68.4,7.5,0.7,1.5,1.2,2.5,,,,,,
660,Jeff Smith,G,33,33.3,11.6,3.8,9.1,42.0,1.5,4.1,37.3,2.5,3.7,66.9,2.5,3.6,0.8,0.1,3.2,,,,,,
661,Martavius Adams,F,31,25.5,11.6,4.8,8.5,56.9,0.0,0.0,0.0,2.0,3.2,61.0,7.5,0.6,0.4,0.6,2.2,,,,,,
662,Matt Howard,F,38,25.2,11.6,3.4,7.1,48.1,0.1,0.3,27.3,4.7,6.0,78.4,5.2,0.8,0.6,0.6,1.6,,,,,,
663,Matt Dickey,G,31,30.0,11.5,3.7,9.2,40.1,0.8,3.3,23.3,3.4,4.2,80.9,3.6,3.7,1.2,0.1,2.6,,,,,,
664,James Dews,G,33,29.2,11.5,4.5,9.9,44.8,1.6,4.3,36.4,1.1,1.4,74.5,2.9,1.6,1.0,0.2,1.3,,,,,,
664,Greg Smith,C,33,27.7,11.5,4.5,7.8,57.6,0.0,0.0,0.0,2.6,4.4,58.6,5.8,1.2,0.8,1.2,2.1,,,,,,
666,Randell Daigle,G,30,30.2,11.5,3.9,9.3,42.1,2.3,5.9,38.6,1.5,1.8,80.0,2.9,2.3,1.3,0.1,1.8,,,,,,
666,John Williams,F,30,29.1,11.5,4.8,8.2,58.1,0.1,0.3,30.0,1.9,3.5,53.8,6.7,1.0,0.7,2.7,1.5,,,,,,
668,Dan Mavraides,G,31,30.9,11.5,3.6,9.1,39.9,1.8,5.2,35.6,2.4,3.0,78.7,4.3,1.4,1.2,0.1,1.6,,,,,,
669,Curtis Kelly,F,37,25.4,11.5,4.1,7.3,56.5,0.0,0.0,0.0,3.3,4.9,66.7,6.2,1.6,0.8,2.0,2.6,,,,,,
670,Kyle O'Quinn,C,30,28.3,11.5,4.8,8.8,54.9,0.5,2.2,23.9,1.3,2.5,52.7,8.7,0.9,0.5,1.7,2.1,,,,,,
670,Robert Covington,F,32,27.3,11.5,4.2,9.8,42.8,1.2,3.0,38.5,2.0,2.5,79.7,6.5,1.2,1.1,1.1,2.2,,,,,,
672,Lavoy Allen,F,35,34.5,11.5,4.9,9.1,53.6,0.1,0.7,21.7,1.6,2.5,62.5,10.7,2.4,0.5,1.4,1.5,,,,,,
673,George Odufuwa,F,33,31.5,11.5,4.2,6.9,60.4,0.0,0.0,0.0,3.2,5.4,59.3,10.7,1.7,0.6,0.9,2.4,,,,,,
674,Darrion Pellum,G,31,29.5,11.5,4.3,10.9,39.2,1.4,4.7,29.7,1.5,2.3,65.3,3.6,1.5,1.2,0.1,2.0,,,,,,
675,Herb Pope,F,32,30.0,11.5,4.7,10.2,45.9,0.3,0.7,42.9,1.8,3.7,49.6,10.7,2.0,0.8,1.8,2.3,,,,,,
675,Jared Stohl,G,32,28.3,11.5,3.7,8.0,46.3,3.1,6.4,47.8,1.0,1.1,91.7,2.2,1.7,0.9,0.0,1.2,,,,,,
677,Aamir McCleary,G,24,30.9,11.5,3.9,11.4,34.3,1.2,4.2,29.0,2.4,3.1,78.4,4.3,4.8,1.3,0.0,3.5,,,,,,
678,Kyle Johnson,G,31,30.3,11.5,3.8,10.4,37.1,2.1,6.1,34.7,1.6,2.2,75.0,6.6,1.1,1.0,0.3,1.3,,,,,,
679,Reed Baker,G,29,25.2,11.4,3.6,10.1,35.6,1.7,5.0,33.6,2.6,3.0,85.2,1.7,1.9,0.9,0.0,2.0,,,,,,
679,Corey Raji,F,29,26.7,11.4,4.8,8.8,54.3,0.0,0.1,0.0,1.9,3.0,63.6,5.8,1.0,0.8,0.1,1.0,,,,,,
681,Shannon Behling,G-F,32,32.3,11.4,4.4,11.1,39.5,1.1,3.7,29.1,1.6,2.3,70.3,6.5,1.2,1.7,0.6,1.9,,,,,,
681,Tyrone Hanson,G-F,32,28.0,11.4,3.8,10.0,38.0,1.5,3.8,40.0,2.3,3.3,70.5,4.8,1.2,0.7,0.5,1.8,,,,,,
683,Tony Crocker,G,30,32.3,11.4,3.9,9.6,41.0,1.3,4.1,32.8,2.2,3.0,73.6,6.2,1.7,1.1,0.5,1.3,,,,,,
683,Demontez Stitt,G,30,28.8,11.4,4.0,8.7,45.4,1.1,2.8,39.3,2.4,3.1,78.3,2.7,3.1,1.5,0.3,2.7,,,,,,
685,Cervante Burrell,G,31,28.6,11.4,4.3,8.7,49.3,0.2,0.4,45.5,2.7,4.4,61.0,3.9,3.5,1.4,0.0,3.1,,,,,,
686,Josh Thornton,G,30,25.8,11.4,3.9,10.9,36.0,2.6,6.6,39.1,0.9,1.4,68.3,2.0,1.2,0.6,0.1,1.4,,,,,,
686,Terrance Hill,G,30,30.8,11.4,4.0,10.8,37.3,1.5,4.0,37.5,1.8,2.4,75.0,4.5,1.9,0.9,0.5,2.6,,,,,,
688,Martelle McLemore,G-F,33,27.2,11.4,4.0,9.1,43.5,1.8,5.1,36.1,1.6,2.2,71.2,5.0,1.2,1.1,0.3,1.5,,,,,,
688,Ricky Taylor,G,33,24.3,11.4,3.9,9.8,39.7,1.8,5.4,33.3,1.8,2.4,73.4,3.4,1.5,0.6,0.0,1.5,,,,,,
690,DeVaughn Washington,F,32,25.7,11.3,3.8,7.5,50.4,0.0,0.1,0.0,3.8,5.5,68.8,5.4,0.6,1.0,0.4,1.8,,,,,,
691,Tyler Haws,G,35,26.4,11.3,3.7,7.5,49.8,0.7,1.9,36.8,3.1,3.4,91.7,4.2,1.5,0.7,0.1,1.2,,,,,,
692,Vytas Sulskis,G,30,27.4,11.3,3.3,8.1,40.9,1.4,3.6,38.0,3.4,4.4,76.5,4.4,1.8,0.6,0.7,1.3,,,,,,
692,Walt Gibler,F,30,22.3,11.3,3.5,7.4,46.6,0.4,1.3,28.2,4.0,5.2,77.6,5.3,0.4,0.5,0.4,1.7,,,,,,
692,Latreze Mushatt,F,30,30.1,11.3,4.5,9.5,47.5,0.4,1.3,30.0,1.9,3.5,55.2,5.6,1.6,1.2,0.4,1.8,,,,,,
695,Eric Bledsoe,G,37,30.3,11.3,3.9,8.4,46.2,1.3,3.5,38.3,2.2,3.3,66.7,3.1,2.9,1.4,0.3,3.0,,,,,,
696,Ryan Anderson,G,31,27.9,11.3,3.8,8.3,45.3,1.7,4.1,42.9,2.0,2.7,75.0,5.3,2.2,1.7,0.2,1.9,,,,,,
697,Tony Hooper,G,28,28.8,11.3,3.8,10.1,37.1,2.1,5.8,36.0,1.8,2.6,67.1,3.9,2.6,1.7,0.2,3.1,,,,,,
698,Tim Burns,G,32,33.1,11.3,4.2,9.3,44.9,1.0,2.9,33.7,2.0,2.7,75.6,2.6,1.8,0.9,0.0,2.1,,,,,,
699,Julian Simmons,G,29,20.0,11.3,3.8,9.3,40.2,2.1,5.0,42.1,1.7,2.2,77.8,1.4,0.2,0.8,0.0,1.6,,,,,,
700,Alvin Mofunanya,F,26,29.6,11.3,4.0,9.8,41.2,0.0,0.2,25.0,3.2,5.2,61.5,8.7,1.2,0.4,2.1,3.4,,,,,,
701,Raymar Morgan,F,36,27.2,11.3,4.3,8.1,52.9,0.1,0.5,29.4,2.6,3.9,67.1,6.2,1.8,1.1,0.7,1.9,,,,,,
702,Rakim Sanders,G-F,23,28.1,11.3,4.3,10.8,40.3,1.3,4.0,31.5,1.3,2.0,66.0,3.7,2.1,1.0,0.3,2.3,,,,,,
703,Steven Coleman,G,10,24.8,11.3,3.1,7.7,40.3,1.2,3.0,40.0,3.9,4.6,84.8,4.2,2.5,1.5,0.3,1.5,,,,,,
703,Chris Fouch,G,30,21.3,11.3,3.5,8.6,40.5,2.1,5.6,37.9,2.2,2.7,79.3,1.9,1.3,0.7,0.1,1.0,,,,,,
703,JaMarkus Holt,C,20,27.1,11.3,4.4,11.4,38.3,0.0,0.2,0.0,2.6,5.1,51.0,8.8,0.8,0.6,1.3,3.1,,,,,,
706,Jer'Vaughn Johnson,F,31,29.7,11.3,4.2,8.9,47.6,0.4,1.3,26.8,2.5,3.8,65.8,6.5,0.9,0.9,0.4,2.1,,,,,,
707,Cole Aldrich,C,36,26.8,11.3,4.1,7.4,56.2,0.0,0.0,0.0,3.0,4.4,67.9,9.8,0.9,0.8,3.5,1.6,,,,,,
708,Eric Hayes,G,33,30.7,11.3,3.9,7.8,50.2,1.9,4.3,45.4,1.5,1.7,87.3,2.5,4.0,0.9,0.3,1.6,,,,,,
709,Durrell Summers,G,37,26.2,11.3,4.2,9.3,45.5,1.2,3.2,35.8,1.7,2.1,79.5,4.7,0.8,0.7,0.1,1.8,,,,,,
710,Omar Johnson,G,30,34.4,11.3,3.7,8.9,41.2,1.3,3.7,36.0,2.6,3.4,77.2,2.2,3.4,0.9,0.0,2.5,,,,,,
710,Walt Harris,G,30,31.1,11.3,3.8,9.3,40.6,1.6,3.7,42.7,2.2,2.6,84.4,1.8,1.8,0.6,0.2,1.3,,,,,,
712,Trey Montgomery,G,31,32.5,11.3,3.7,7.8,47.7,1.0,3.0,33.3,2.8,4.1,68.3,3.8,3.0,1.3,0.2,2.5,,,,,,
712,Mike Cavataio,G,31,28.9,11.3,4.2,9.0,47.1,0.3,1.0,28.1,2.5,3.1,82.1,5.5,2.2,0.5,0.6,1.9,,,,,,
714,Mike Ringgold,F,33,32.7,11.2,4.9,10.1,48.9,0.0,0.0,0.0,1.4,4.0,34.4,7.0,2.2,0.9,0.9,2.4,,,,,,
715,Thomas Kennedy,F,34,32.3,11.2,4.3,9.5,45.2,0.6,1.8,32.3,2.1,2.9,70.7,4.5,1.3,0.3,0.5,1.6,,,,,,
716,J.T. Durley,F-C,35,25.1,11.2,3.8,7.9,48.4,0.7,1.9,36.8,2.9,3.6,78.7,4.9,1.0,0.6,0.6,2.1,,,,,,
717,Manny Adako,F,33,29.6,11.2,5.1,9.6,53.2,0.0,0.1,0.0,1.0,1.5,68.0,4.3,0.6,0.7,0.4,1.4,,,,,,
718,Alex Garcia-Mendoza,G,30,29.3,11.2,3.7,8.3,44.8,0.6,1.6,37.5,3.2,4.4,73.3,4.8,1.0,0.6,0.1,1.6,,,,,,
719,Jonathan Boyd,G,31,29.1,11.2,3.6,10.2,35.4,2.4,6.5,36.5,1.6,2.2,74.6,2.5,1.3,1.7,0.1,2.3,,,,,,
720,Darren Moore,G,32,31.4,11.2,3.5,7.9,44.3,1.3,3.4,39.4,2.8,3.8,75.8,4.6,1.9,1.0,0.4,1.4,,,,,,
720,Jacquan Nobles,G,32,24.3,11.2,3.9,8.9,44.4,2.1,4.8,43.9,1.2,1.4,86.4,1.9,0.8,0.9,0.0,1.4,,,,,,
722,E.J. Kusnyer,G,33,27.8,11.2,3.5,9.3,38.0,3.2,8.3,39.1,0.8,1.1,75.7,2.7,0.4,0.6,0.1,0.8,,,,,,
722,Kevin Sims,G,22,31.7,11.2,3.0,8.5,34.9,1.4,3.8,36.9,3.9,5.1,75.2,2.9,3.0,0.9,0.1,2.0,,,,,,
724,Will Campbell,G,28,27.3,11.2,3.3,9.3,35.8,1.6,5.0,31.7,3.0,3.9,76.9,2.6,1.0,1.4,0.2,1.8,,,,,,
725,Justin Eller,C,29,26.1,11.2,3.9,7.9,49.1,0.0,0.2,0.0,3.4,4.8,71.9,5.5,0.5,0.2,0.4,1.4,,,,,,
726,Drew Gordon,F,6,24.5,11.2,4.8,8.5,56.9,0.0,0.3,0.0,1.5,2.3,64.3,5.3,0.8,0.5,2.0,1.0,,,,,,
726,Stephen Albrecht,G,12,29.5,11.2,3.6,9.9,36.1,2.3,5.7,41.2,1.7,2.3,71.4,2.6,2.6,0.6,0.1,2.5,,,,,,
728,Aaron Thompson,F,31,32.3,11.2,3.8,7.7,49.0,1.5,3.3,46.1,2.1,3.0,70.7,6.0,2.3,1.1,0.7,2.5,,,,,,
729,Novar Gadson,G-F,32,27.5,11.2,4.1,9.5,43.2,1.0,3.5,29.2,1.9,2.7,72.9,7.5,1.6,0.9,0.9,2.5,,,,,,
730,Reeves Nelson,F,28,23.4,11.1,4.3,6.6,64.7,0.0,0.0,0.0,2.6,5.1,52.1,5.7,0.4,0.7,0.7,1.7,,,,,,
731,Kyle Fogg,G,31,28.8,11.1,3.5,8.3,41.5,1.5,3.7,41.7,2.7,3.5,75.5,3.1,2.2,0.9,0.3,2.1,,,,,,
732,Damon Forest,G,19,19.2,11.1,4.1,8.9,45.6,1.3,3.8,33.3,1.7,2.5,68.8,2.2,0.6,0.4,0.3,1.5,,,,,,
733,Erik Rush,G,29,30.0,11.1,3.7,8.3,44.2,0.8,2.0,37.3,3.0,4.4,69.3,4.3,2.4,1.1,0.6,2.3,,,,,,
