RK,Unnamed: 1,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Unnamed: 20,Unnamed: 21,2010,Drafted?,Draft Pick,Draft Year
3353,Alzee Williams,G,32,7.6,1.9,0.7,2.0,32.8,0.2,1.0,16.1,0.4,0.7,63.6,0.7,0.2,0.2,0.1,0.6,,,,,,
3355,Bryan Narcisse,F,21,5.8,1.9,0.8,1.4,56.7,0.1,0.4,25.0,0.2,0.4,50.0,1.0,0.2,0.1,0.2,0.6,,,,,,
3355,Ryan Haggerty,F,21,8.8,1.9,0.8,1.5,51.6,0.0,0.6,8.3,0.3,1.0,33.3,1.1,0.3,0.2,0.1,0.4,,,,,,
3355,Sean McCarthy,C,21,11.0,1.9,0.8,2.7,28.6,0.0,0.0,0.0,0.4,1.0,36.4,3.8,0.1,0.2,0.9,1.0,,,,,,
3358,Tyrel Adams,F-C,31,13.2,1.9,0.8,2.3,33.8,0.0,0.0,0.0,0.4,0.7,47.8,1.5,0.3,0.1,0.2,0.7,,,,,,
3358,Kyryl Natyazhko,C,31,10.9,1.9,0.7,1.8,36.8,0.0,0.1,25.0,0.5,0.7,69.6,2.0,0.1,0.2,0.2,0.6,,,,,,
3360,Josh Crittle,C,20,7.0,1.9,0.6,1.4,42.9,0.0,0.0,0.0,0.7,1.1,63.6,1.3,0.1,0.1,0.1,0.5,,,,,,
3360,Jeff Robinson,F,10,4.4,1.9,0.8,1.3,61.5,0.0,0.1,0.0,0.3,0.8,37.5,1.3,0.2,0.0,0.2,0.3,,,,,,
3360,Jay Shunnar,G,30,11.8,1.9,0.7,2.0,33.9,0.4,1.3,28.2,0.2,0.2,85.7,0.9,0.7,0.3,0.1,0.4,,,,,,
3363,Blake Gallagher,F,19,7.1,1.9,0.7,1.3,58.3,0.0,0.0,0.0,0.4,0.6,66.7,2.1,0.3,0.4,0.1,0.5,,,,,,
3363,J'mison Morgan,F-C,19,8.7,1.9,0.8,2.1,41.0,0.0,0.0,0.0,0.2,0.6,36.4,1.3,0.2,0.2,0.8,0.6,,,,,,
3363,Eddren McCain,G,19,13.8,1.9,0.6,2.3,27.3,0.1,0.8,6.7,0.6,0.8,68.8,2.2,1.8,0.3,0.0,0.9,,,,,,
3366,Lamar Trice,G,28,5.7,1.9,0.6,1.3,48.6,0.2,0.4,54.5,0.4,0.8,52.4,0.5,0.6,0.2,0.0,0.9,,,,,,
3367,Javon Parris,G,27,13.5,1.9,0.8,2.3,33.3,0.1,0.6,11.8,0.3,0.6,46.7,2.5,0.8,0.4,0.1,1.1,,,,,,
3367,Mike Clifford,F,9,2.8,1.9,0.8,1.3,58.3,0.0,0.0,0.0,0.3,0.7,50.0,1.0,0.0,0.0,0.2,0.3,,,,,,
3369,Matthew Wilson,G,26,10.2,1.9,0.5,1.0,48.1,0.0,0.0,0.0,0.9,1.3,65.7,1.4,0.9,0.2,0.0,0.7,,,,,,
3369,Leroy Lutu,G,26,7.7,1.9,0.8,1.8,43.8,0.0,0.2,0.0,0.3,0.8,35.0,1.0,0.4,0.3,0.0,0.7,,,,,,
3371,Jaxon Myaer,G,34,7.4,1.9,0.6,1.4,42.9,0.3,0.6,42.9,0.4,0.5,72.2,0.5,0.4,0.2,0.0,0.6,,,,,,
3371,Adam Wire,F,34,11.7,1.9,0.7,1.2,56.1,0.0,0.0,0.0,0.5,0.9,60.0,2.6,0.7,0.7,0.0,0.5,,,,,,
3373,Scootie Randall,G-F,25,7.0,1.9,0.7,1.9,36.2,0.5,1.2,41.9,0.0,0.0,0.0,1.4,0.2,0.2,0.0,0.2,,,,,,
3374,Clint Chapman,F-C,16,5.1,1.9,0.9,1.5,58.3,0.0,0.1,0.0,0.1,0.4,28.6,1.4,0.1,0.2,0.1,0.3,,,,,,
3374,E.B. Davis,G,8,6.9,1.9,0.6,1.9,33.3,0.4,1.4,27.3,0.3,0.5,50.0,0.9,0.4,0.1,0.1,0.5,,,,,,
3374,Ty Walker,C,8,6.0,1.9,0.6,2.0,31.3,0.0,0.0,0.0,0.6,0.9,71.4,1.4,0.1,0.3,1.1,0.1,,,,,,
3374,Johnnie Lett,F,32,13.2,1.9,0.8,1.8,42.4,0.0,0.1,0.0,0.3,0.9,33.3,3.2,0.4,0.2,0.2,0.6,,,,,,
3374,Denzel Yard,G,8,5.4,1.9,0.6,1.5,41.7,0.3,0.6,40.0,0.4,0.5,75.0,1.0,0.3,0.4,0.0,1.0,,,,,,
3374,Lewis Jones,G-F,24,7.3,1.9,0.5,1.5,34.3,0.0,0.0,0.0,0.9,1.3,70.0,1.5,0.2,0.2,0.3,0.4,,,,,,
3380,Tommy Kurth,G,31,18.1,1.9,0.6,1.7,34.6,0.5,1.3,35.9,0.3,0.5,53.3,1.7,1.4,0.8,0.1,0.9,,,,,,
3381,Ernest Fields,F,15,6.2,1.9,0.7,1.5,50.0,0.0,0.0,0.0,0.4,0.7,60.0,1.4,0.0,0.1,0.1,0.6,,,,,,
3381,Darshawn McClellan,F,30,7.3,1.9,0.7,1.5,43.5,0.2,0.8,29.2,0.3,0.4,75.0,1.2,0.2,0.1,0.1,0.5,,,,,,
3381,Phillip Gates,G,15,4.5,1.9,0.7,1.6,41.7,0.3,1.1,31.3,0.2,0.3,60.0,0.2,0.1,0.3,0.0,0.3,,,,,,
3384,Johnnie Lacy,G,22,8.1,1.9,0.6,2.3,27.5,0.1,1.0,9.1,0.5,0.6,78.6,0.6,0.6,0.3,0.0,0.4,,,,,,
3384,Drew Barham,G,22,4.8,1.9,0.6,2.1,27.7,0.5,1.4,32.3,0.2,0.4,55.6,0.5,0.2,0.3,0.2,0.2,,,,,,
3386,Ramon Harris,G-F,36,11.0,1.9,0.6,1.7,33.9,0.1,0.9,16.1,0.6,0.9,60.6,2.1,0.6,0.3,0.1,0.7,,,,,,
3386,Cory Remekun,F,36,12.1,1.9,0.8,1.9,41.4,0.0,0.0,0.0,0.3,0.6,45.0,1.8,0.3,0.3,0.9,1.1,,,,,,
3388,Jon Sizemore,G,28,7.6,1.9,0.8,1.6,51.1,0.0,0.1,50.0,0.2,0.4,45.5,1.3,0.4,0.3,0.0,0.5,,,,,,
3388,Melvyn Oliver,C,7,5.7,1.9,0.7,1.6,45.5,0.0,0.0,0.0,0.4,1.0,42.9,1.9,0.4,0.1,0.4,0.4,,,,,,
3388,John Lickliter,G,21,8.3,1.9,0.6,1.9,30.0,0.5,1.7,28.6,0.2,0.3,83.3,0.3,0.7,0.2,0.0,0.5,,,,,,
3388,Evan Smith,F,7,17.1,1.9,0.7,2.3,31.3,0.4,1.6,27.3,0.0,0.0,0.0,1.1,0.6,0.1,0.0,1.6,,,,,,
3388,Robbie Robinson,G,7,6.4,1.9,0.9,2.3,37.5,0.1,1.1,12.5,0.0,0.0,0.0,1.1,0.9,0.1,0.0,0.6,,,,,,
3388,Rory Burt,C,28,8.8,1.9,0.6,1.5,43.9,0.0,0.0,0.0,0.6,0.9,61.5,1.6,0.0,0.1,0.8,0.5,,,,,,
3388,Emil Kim,G,21,9.7,1.9,0.7,1.6,45.5,0.0,0.2,25.0,0.4,0.9,44.4,1.2,0.5,0.3,0.0,0.6,,,,,,
3395,Booker Hucks,F,27,5.0,1.9,0.8,1.6,47.7,0.1,0.6,25.0,0.1,0.2,66.7,0.9,0.0,0.0,0.1,0.2,,,,,,
3395,Joel Smith,G,27,7.0,1.9,0.6,1.8,32.7,0.4,1.4,28.9,0.3,0.3,87.5,0.7,0.4,0.0,0.1,0.4,,,,,,
3397,Chris Pelcher,C,20,6.2,1.9,0.8,1.4,53.6,0.0,0.0,0.0,0.4,0.7,50.0,1.5,0.1,0.2,0.1,0.2,,,,,,
3398,DJ Stephens,G-F,33,7.9,1.8,0.7,1.2,57.5,0.0,0.1,50.0,0.4,0.7,58.3,1.9,0.2,0.2,0.2,0.1,,,,,,
3399,Mike Broghammer,F,13,5.5,1.8,0.8,1.7,45.5,0.1,0.3,25.0,0.2,0.5,42.9,1.1,0.2,0.3,0.1,0.3,,,,,,
3400,Damian Lewis,C,32,11.7,1.8,0.7,1.8,41.1,0.0,0.0,0.0,0.4,0.7,61.9,2.6,0.3,0.2,1.4,1.0,,,,,,
3401,Ryan Schrotenboer,F,25,8.5,1.8,0.8,1.2,64.5,0.0,0.0,0.0,0.2,0.5,50.0,1.8,0.4,0.2,0.1,0.6,,,,,,
3402,Emerson Herndon,F,24,5.2,1.8,0.7,2.0,36.2,0.0,0.0,0.0,0.4,0.9,47.6,1.0,0.1,0.2,0.2,0.4,,,,,,
3402,Andy Poling,C,6,3.8,1.8,0.7,0.8,80.0,0.0,0.0,0.0,0.5,2.2,23.1,1.8,0.0,0.0,0.3,0.3,,,,,,
3402,Tyler Stone,F,12,3.6,1.8,0.9,1.4,64.7,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.2,0.2,0.1,0.3,,,,,,
3402,Jamel Forbes,G,12,7.5,1.8,0.8,2.2,38.5,0.0,0.1,0.0,0.2,0.4,40.0,0.8,0.3,0.2,0.0,1.3,,,,,,
3406,James Watson,F,29,7.1,1.8,0.8,1.6,50.0,0.0,0.0,0.0,0.2,0.8,29.2,1.8,0.2,0.1,0.3,0.4,,,,,,
3406,Dominic Moore,F,29,7.6,1.8,0.6,1.7,33.3,0.2,0.5,33.3,0.6,1.0,53.3,1.2,0.3,0.2,0.2,0.8,,,,,,
3408,Clarence Trent,F,23,5.2,1.8,0.6,1.4,42.4,0.0,0.1,0.0,0.6,0.8,73.7,1.7,0.2,0.1,0.1,0.9,,,,,,
3409,Ross Pentland,G,17,11.0,1.8,0.6,1.9,31.3,0.2,0.8,30.8,0.4,0.5,77.8,1.4,0.6,0.4,0.0,0.6,,,,,,
3409,Justin Salzwedel,G,17,5.8,1.8,0.5,1.5,36.0,0.5,1.4,39.1,0.2,0.2,100.0,0.4,0.2,0.0,0.0,0.1,,,,,,
3411,Bob Bevilacqua,G,28,8.8,1.8,0.5,1.8,29.4,0.5,1.5,31.7,0.3,0.3,88.9,0.5,0.4,0.2,0.0,0.4,,,,,,
3411,Will Barrett,F,28,7.8,1.8,0.7,1.9,35.8,0.3,0.9,29.2,0.2,0.3,75.0,1.2,0.6,0.5,0.1,0.5,,,,,,
3413,Martavious Irving,G,33,10.3,1.8,0.6,2.1,27.9,0.2,1.0,24.2,0.4,0.6,66.7,0.9,0.7,0.4,0.0,0.5,,,,,,
3413,Koron Reed,F,22,9.1,1.8,0.8,1.4,60.0,0.0,0.0,0.0,0.2,0.5,33.3,1.2,0.0,0.2,0.4,0.3,,,,,,
3413,Jerrell Boswell,G,11,3.6,1.8,0.5,2.0,27.3,0.3,1.7,15.8,0.5,0.5,100.0,0.5,0.5,0.4,0.0,0.1,,,,,,
3416,Mike Capocci,F,26,7.7,1.8,0.7,1.3,54.5,0.0,0.2,25.0,0.4,0.6,66.7,1.5,0.5,0.3,0.2,0.5,,,,,,
3417,Dan Stonkus,C,20,18.8,1.8,0.6,1.3,46.2,0.0,0.0,0.0,0.6,1.3,48.0,3.3,0.3,0.6,1.0,0.8,,,,,,
3417,Gabriel McCulley,F,5,9.8,1.8,0.6,1.2,50.0,0.2,0.8,25.0,0.4,0.4,100.0,1.0,0.2,0.8,0.0,0.4,,,,,,
3417,Nikola Cicic,G,15,7.0,1.8,0.5,2.4,22.2,0.3,2.1,16.1,0.4,0.5,75.0,0.5,0.7,0.3,0.1,0.6,,,,,,
3417,Max Rockmann,F,5,10.0,1.8,0.6,1.4,42.9,0.2,1.0,20.0,0.4,0.6,66.7,0.8,0.4,0.0,0.0,0.8,,,,,,
3417,Terrance Beasley,F,25,7.6,1.8,0.7,2.2,30.4,0.0,0.4,11.1,0.4,0.8,52.6,1.2,0.2,0.2,0.1,0.6,,,,,,
3422,Danny Thompson,F,29,8.9,1.8,0.7,1.6,43.5,0.0,0.0,0.0,0.4,0.8,50.0,2.0,0.2,0.1,0.6,0.2,,,,,,
3422,Mathiang Muo,F,29,8.5,1.8,0.5,1.7,31.3,0.2,0.8,31.8,0.5,0.7,71.4,1.2,0.2,0.3,0.1,0.5,,,,,,
3422,Brad Piehl,F,29,8.9,1.8,0.8,1.9,41.1,0.0,0.1,0.0,0.2,0.3,75.0,1.2,0.2,0.2,0.1,0.8,,,,,,
3425,Jakub Kusmieruk,C,24,6.0,1.8,0.6,1.2,51.7,0.0,0.0,0.0,0.5,1.0,52.0,1.3,0.0,0.1,0.1,0.3,,,,,,
3426,Isaac Gordon,G,28,10.9,1.8,0.5,1.3,37.8,0.3,0.8,39.1,0.5,0.6,81.3,1.2,0.4,0.4,0.1,0.5,,,,,,
3426,Stallon Saldivar,G,28,15.5,1.8,0.5,2.0,26.3,0.4,1.4,26.3,0.4,0.4,83.3,1.2,2.0,0.4,0.0,0.9,,,,,,
3426,Shane Harris-Tunks,F-C,28,11.7,1.8,0.8,1.3,61.1,0.0,0.0,0.0,0.2,0.6,37.5,1.6,0.3,0.5,0.5,1.2,,,,,,
3426,Joshua Lowery,G,28,11.8,1.8,0.5,2.1,25.4,0.2,0.9,23.1,0.5,0.8,63.6,1.0,0.7,0.3,0.0,0.8,,,,,,
3426,Allen Saint-Gelais,F,28,11.5,1.8,0.6,1.4,41.0,0.0,0.0,0.0,0.6,1.0,62.1,2.1,0.3,0.2,0.2,0.9,,,,,,
3431,Charlie Woods,F,23,5.7,1.8,0.7,1.4,45.5,0.5,1.1,42.3,0.0,0.0,0.0,0.8,0.2,0.1,0.1,0.0,,,,,,
3432,Brennen Melvin,G,18,11.7,1.8,0.5,2.3,22.0,0.3,1.3,20.8,0.5,0.7,75.0,1.4,0.9,0.6,0.1,0.8,,,,,,
3432,Sasa Borovnjak,F,18,6.8,1.8,0.6,1.3,43.5,0.0,0.0,0.0,0.7,0.8,85.7,1.1,0.2,0.1,0.0,0.1,,,,,,
3432,Ben Mockford,G,18,4.9,1.8,0.5,1.8,27.3,0.4,1.6,28.6,0.3,0.3,100.0,0.3,0.2,0.1,0.0,0.1,,,,,,
3435,Mike Davis,G,31,7.5,1.8,0.7,1.9,39.0,0.1,0.4,30.8,0.2,0.5,29.4,0.8,0.6,0.3,0.0,0.4,,,,,,
3436,Larry Williams,G,13,3.5,1.8,0.6,1.4,44.4,0.4,1.2,33.3,0.2,0.5,33.3,0.3,0.0,0.2,0.0,0.2,,,,,,
3436,Maurice Sutton,F-C,26,10.3,1.8,0.7,1.6,41.5,0.0,0.0,0.0,0.5,0.8,54.5,2.3,0.1,0.2,1.0,0.8,,,,,,
3438,Lijah Thompson,F-C,30,7.6,1.8,0.7,1.3,50.0,0.0,0.0,0.0,0.4,0.9,50.0,1.6,0.2,0.3,0.2,0.4,,,,,,
3439,Jay Reynolds,F,29,13.6,1.8,0.7,1.7,40.8,0.0,0.0,0.0,0.4,0.6,64.7,2.4,0.1,0.3,0.3,0.7,,,,,,
3440,Harvey Perry,G,20,10.9,1.8,0.5,2.6,19.6,0.2,1.2,17.4,0.6,0.8,68.8,1.5,0.4,0.5,0.3,1.0,,,,,,
3440,Chris Brickley,G,8,3.9,1.8,0.8,1.0,75.0,0.3,0.3,100.0,0.0,0.3,0.0,0.4,0.4,0.1,0.0,0.1,,,,,,
3440,Matt Read,F,16,6.7,1.8,0.5,1.2,42.1,0.3,0.6,44.4,0.5,0.6,88.9,1.1,0.1,0.0,0.0,0.5,,,,,,
3440,Conor Smith,F,8,4.3,1.8,0.5,1.4,36.4,0.3,1.1,22.2,0.5,0.5,100.0,0.1,0.0,0.3,0.0,0.1,,,,,,
3440,Mo Hubbard,F,28,11.7,1.8,0.9,2.4,36.4,0.0,0.0,0.0,0.0,0.4,8.3,2.5,0.4,0.4,0.1,0.7,,,,,,
3440,Beloved Rogers,G,4,13.0,1.8,0.5,3.0,16.7,0.5,2.3,22.2,0.3,0.5,50.0,1.0,1.0,0.5,0.0,1.0,,,,,,
3440,Ray Miller,F,12,6.1,1.8,0.6,1.2,50.0,0.0,0.0,0.0,0.6,1.0,58.3,1.1,0.1,0.2,0.5,0.3,,,,,,
3440,Theron Stephens,G,12,5.0,1.8,0.7,1.8,36.4,0.2,0.8,20.0,0.3,0.3,75.0,0.3,0.2,0.1,0.0,0.3,,,,,,
3448,Justin Watts,G,23,6.2,1.7,0.7,1.6,40.5,0.2,0.4,44.4,0.3,0.6,42.9,0.8,0.8,0.2,0.2,0.7,,,,,,
3449,Gus Clardy,F,19,9.6,1.7,0.7,1.2,63.6,0.0,0.0,0.0,0.3,0.4,62.5,1.7,0.1,0.2,0.1,0.3,,,,,,
3450,Josh Bone,G,15,9.7,1.7,0.6,2.0,30.0,0.4,1.3,31.6,0.1,0.2,66.7,1.0,0.3,0.3,0.0,0.1,,,,,,
3450,LaVanne Pennington,G,15,6.4,1.7,0.7,1.8,37.0,0.3,1.2,27.8,0.1,0.3,25.0,1.0,0.3,0.1,0.1,0.3,,,,,,
3452,Preston David,C,26,7.9,1.7,0.7,1.5,50.0,0.0,0.0,0.0,0.3,0.7,36.8,1.2,0.1,0.3,0.6,0.5,,,,,,
3453,Andrew Brommer,F,22,8.4,1.7,0.5,1.2,38.5,0.0,0.0,0.0,0.8,1.1,75.0,1.3,0.4,0.3,0.3,0.5,,,,,,
3454,Yves Jules,G,29,8.3,1.7,0.7,1.8,35.8,0.1,0.4,15.4,0.3,0.4,83.3,0.7,0.4,0.2,0.0,0.7,,,,,,
3455,Terrance Shannon,F,18,5.2,1.7,0.7,1.3,54.2,0.0,0.0,0.0,0.3,0.7,41.7,1.1,0.1,0.2,0.3,0.5,,,,,,
3455,Rashad Whack,G,18,5.3,1.7,0.6,1.6,37.9,0.2,0.8,28.6,0.3,0.4,62.5,0.4,0.2,0.2,0.0,0.1,,,,,,
3455,Bryan Louff,G,18,10.4,1.7,0.6,1.9,28.6,0.3,0.6,50.0,0.3,0.5,66.7,1.1,1.4,0.9,0.0,0.9,,,,,,
3458,Sam Singh,F-C,28,14.3,1.7,0.7,1.7,40.4,0.0,0.0,0.0,0.4,0.7,50.0,3.2,0.4,0.3,0.4,1.0,,,,,,
3458,Aaron Richie,F,7,4.6,1.7,0.7,1.0,71.4,0.1,0.4,33.3,0.1,0.3,50.0,0.4,0.0,0.3,0.0,0.0,,,,,,
3458,Jameson Tipping,G,28,7.8,1.7,0.6,1.9,29.6,0.4,1.2,29.4,0.2,0.4,54.5,0.5,0.4,0.2,0.0,0.3,,,,,,
3458,Jared Stigall,G,28,11.3,1.7,0.6,1.9,30.2,0.4,1.4,28.9,0.2,0.2,83.3,0.8,0.8,0.5,0.0,0.6,,,,,,
3458,Chris Jones,G,21,7.7,1.7,0.7,1.8,39.5,0.0,0.3,16.7,0.2,0.4,62.5,1.2,0.4,0.1,0.0,0.5,,,,,,
3458,Corey Gray,G,28,8.2,1.7,0.5,1.7,27.7,0.3,1.1,26.7,0.5,0.7,73.7,0.6,0.6,0.2,0.0,0.4,,,,,,
3464,James Valladares,F-C,24,10.4,1.7,0.6,1.7,36.6,0.3,0.9,38.1,0.1,0.3,50.0,1.3,0.1,0.2,0.3,0.4,,,,,,
3465,Dan Boudler,F,27,11.9,1.7,0.7,1.2,57.6,0.0,0.0,0.0,0.3,0.4,66.7,2.2,0.4,0.4,0.2,0.4,,,,,,
3465,Ridas Pulkauninkas,G,27,7.4,1.7,0.6,1.7,33.3,0.3,1.3,23.5,0.3,0.4,66.7,0.9,0.3,0.2,0.0,0.3,,,,,,
3467,Anaclet Mulumba Mbayi,F,20,15.4,1.7,0.6,1.5,37.9,0.1,0.3,20.0,0.6,0.9,61.1,2.9,0.4,0.5,0.1,0.8,,,,,,
3467,Derrek Tartt,G,30,10.3,1.7,0.5,1.4,38.1,0.2,0.6,35.3,0.4,0.7,61.9,0.9,0.8,0.3,0.0,1.1,,,,,,
3467,Troy Snyder,F,10,5.7,1.7,0.6,1.6,37.5,0.0,0.2,0.0,0.5,0.7,71.4,0.8,0.2,0.2,0.0,0.3,,,,,,
3470,Dustin Tetzlaff,F,13,5.0,1.7,0.6,1.2,53.3,0.1,0.2,50.0,0.4,1.0,38.5,2.2,0.2,0.2,0.1,0.5,,,,,,
3471,Papa Lo,F,29,13.7,1.7,0.8,1.9,42.6,0.0,0.0,0.0,0.1,0.3,33.3,3.0,0.4,0.3,1.9,0.6,,,,,,
3472,Matt Maden,C,16,7.1,1.7,0.8,1.5,50.0,0.0,0.0,0.0,0.2,0.4,50.0,1.5,0.1,0.1,0.3,0.9,,,,,,
3472,Eric Obeysekere,F,16,9.4,1.7,0.8,1.4,54.5,0.0,0.0,0.0,0.2,0.3,75.0,2.3,0.3,0.3,0.8,0.6,,,,,,
3474,Danny McElroy,F,22,7.5,1.7,0.8,2.3,33.3,0.0,0.4,11.1,0.1,0.3,33.3,1.2,0.1,0.3,0.1,1.0,,,,,,
3475,Dele Coker,F-C,28,8.9,1.7,0.8,1.3,62.9,0.0,0.0,0.0,0.1,0.5,23.1,1.7,0.1,0.3,0.9,0.4,,,,,,
3475,Anthony James,G,28,5.9,1.7,0.6,1.4,46.2,0.4,0.7,52.6,0.0,0.2,20.0,0.3,0.0,0.3,0.0,0.4,,,,,,
3477,Charles Tabet,C,30,14.8,1.7,0.6,1.5,37.0,0.0,0.0,0.0,0.5,0.9,59.3,3.2,0.1,0.2,0.7,0.6,,,,,,
3477,Jason Deutchman,G,3,3.7,1.7,0.3,0.7,50.0,0.0,0.0,0.0,1.0,1.3,75.0,0.7,0.0,0.0,0.0,0.0,,,,,,
3477,Jonathan Whipple,F,30,12.3,1.7,0.7,2.2,30.3,0.1,0.4,25.0,0.2,0.5,46.7,2.0,0.5,0.5,0.3,0.7,,,,,,
3477,Riley Benock,G,36,11.6,1.7,0.6,1.6,35.6,0.5,1.4,32.7,0.0,0.1,25.0,0.9,0.7,0.4,0.1,0.6,,,,,,
3477,Cammeron Woodyard,G,24,8.8,1.7,0.7,2.3,29.6,0.3,1.6,21.1,0.0,0.0,0.0,0.8,0.4,0.2,0.0,0.3,,,,,,
3477,Erik Buggs,G,6,13.3,1.7,0.5,0.8,60.0,0.2,0.5,33.3,0.5,0.7,75.0,1.2,2.2,0.7,0.0,1.7,,,,,,
3477,Blaise Staab,F,15,4.3,1.7,0.7,1.7,40.0,0.0,0.0,0.0,0.3,1.1,29.4,1.5,0.1,0.3,0.2,0.1,,,,,,
3477,Jon McAllian,G,3,9.0,1.7,0.7,5.0,13.3,0.3,3.3,10.0,0.0,0.0,0.0,0.3,2.7,1.0,0.3,0.0,,,,,,
3477,Wayne Whiting,C,9,6.7,1.7,0.7,1.4,46.2,0.1,0.1,100.0,0.2,0.4,50.0,1.6,0.0,0.0,0.6,0.2,,,,,,
3477,Dante Harvey,F,21,8.3,1.7,0.7,2.2,32.6,0.1,0.9,11.1,0.1,0.6,25.0,1.6,0.2,0.3,0.2,0.9,,,,,,
3477,Danny Thompson,G,24,11.1,1.7,0.5,2.1,25.5,0.3,1.1,26.9,0.3,0.3,87.5,1.4,0.3,0.1,0.0,0.7,,,,,,
3477,A.J. Wilson,F,21,4.2,1.7,0.7,1.0,75.0,0.0,0.0,100.0,0.2,0.4,50.0,1.3,0.0,0.0,0.4,0.4,,,,,,
3477,Louis Larizza,G,21,7.2,1.7,0.5,1.9,27.5,0.3,1.2,28.0,0.3,0.5,60.0,0.5,0.3,0.1,0.0,0.4,,,,,,
3477,Tanner Kerry,F-C,30,10.3,1.7,0.5,1.6,32.7,0.0,0.0,0.0,0.6,0.9,66.7,1.6,0.1,0.1,0.1,0.5,,,,,,
3477,Cameron Miles,G,21,9.6,1.7,0.6,2.1,27.3,0.2,0.8,25.0,0.3,0.6,58.3,0.4,0.4,0.9,0.0,1.0,,,,,,
3477,Abdou Niang,F,18,9.6,1.7,0.7,2.2,30.0,0.2,1.3,17.4,0.1,0.2,50.0,0.9,0.1,0.1,0.2,0.7,,,,,,
3477,Brendan Connolly,C,15,5.3,1.7,0.8,1.4,57.1,0.0,0.0,0.0,0.1,0.1,50.0,1.0,0.6,0.2,0.4,0.4,,,,,,
3477,Drew Baker,F,3,6.7,1.7,0.7,1.0,66.7,0.0,0.0,0.0,0.3,1.0,33.3,2.0,0.7,0.0,0.3,1.3,,,,,,
3495,Michael Harthun,G,26,9.5,1.7,0.7,2.1,31.5,0.1,0.6,12.5,0.3,0.4,70.0,0.9,0.4,0.1,0.0,0.3,,,,,,
3495,Ryan Darling,F,26,13.1,1.7,0.7,1.3,55.9,0.0,0.0,0.0,0.2,0.3,62.5,3.5,0.3,0.3,0.5,0.5,,,,,,
3497,Jesse Woodard,G,23,10.3,1.7,0.5,2.2,23.5,0.3,1.5,20.6,0.3,0.3,87.5,0.7,0.8,0.1,0.1,0.7,,,,,,
3497,Trent Rogers,G,23,10.4,1.7,0.6,1.8,34.1,0.1,0.7,18.8,0.3,0.4,70.0,0.7,1.1,0.3,0.0,1.1,,,,,,
3499,Jonnie West,G,20,3.6,1.7,0.6,1.2,47.8,0.5,1.0,45.0,0.1,0.1,100.0,0.3,0.3,0.0,0.1,0.1,,,,,,
3499,Peter Simek,C,20,7.3,1.7,0.8,2.0,37.5,0.0,0.0,0.0,0.2,0.3,50.0,2.3,0.0,0.1,0.0,0.4,,,,,,
3501,Prentice Small,G,31,8.5,1.6,0.5,1.5,35.6,0.0,0.1,0.0,0.6,1.1,57.6,0.6,1.3,0.3,0.0,0.6,,,,,,
3502,Eric Williams,G,25,4.7,1.6,0.4,1.0,40.0,0.1,0.3,42.9,0.7,0.8,85.7,0.4,0.6,0.2,0.0,0.3,,,,,,
3502,Alex Newsome,C,25,6.2,1.6,0.6,1.1,59.3,0.0,0.0,0.0,0.4,0.6,60.0,1.1,0.0,0.1,0.2,0.5,,,,,,
3504,Donte Lopez,G,22,7.8,1.6,0.5,2.0,26.7,0.1,1.1,12.5,0.4,0.6,69.2,1.1,0.6,0.3,0.1,0.5,,,,,,
3505,Mike Lewis,G,19,4.8,1.6,0.6,1.9,30.6,0.4,1.2,36.4,0.1,0.1,50.0,0.1,0.4,0.1,0.0,0.2,,,,,,
3505,Milos Knezevic,F,19,5.5,1.6,0.6,1.3,44.0,0.4,0.9,38.9,0.1,0.1,100.0,0.9,0.1,0.2,0.1,0.5,,,,,,
3505,Patrick Shaughnessy,C,19,5.4,1.6,0.6,1.1,60.0,0.0,0.0,0.0,0.4,0.6,58.3,1.2,0.1,0.2,0.3,0.5,,,,,,
3508,Dobrivoje Mavrak,C,27,10.6,1.6,0.7,1.3,55.9,0.0,0.0,0.0,0.2,0.5,42.9,1.3,0.1,0.2,0.3,0.5,,,,,,
3509,Olivier Dupiton,F,24,12.0,1.6,0.6,1.6,35.9,0.0,0.0,0.0,0.5,0.9,50.0,2.1,0.3,0.7,0.3,0.8,,,,,,
3509,Lamar Pittman,F,8,9.9,1.6,0.5,2.5,20.0,0.0,0.0,0.0,0.6,1.3,50.0,1.3,0.1,0.1,0.4,0.5,,,,,,
3509,Kenny Manigault,G,16,7.2,1.6,0.4,1.1,41.2,0.0,0.1,0.0,0.8,1.3,57.1,0.9,1.1,0.3,0.0,0.6,,,,,,
3512,Darion Goins,G,13,7.0,1.6,0.7,1.6,42.9,0.1,0.4,20.0,0.2,0.4,40.0,0.7,0.1,0.1,0.0,0.5,,,,,,
3512,Ilija Milutinovic,C,26,5.4,1.6,0.5,1.3,39.4,0.0,0.0,0.0,0.6,0.9,66.7,1.2,0.1,0.2,0.3,0.5,,,,,,
3512,Glen Izevbigie,C,26,9.3,1.6,0.6,1.3,45.5,0.0,0.0,0.0,0.5,1.0,46.2,1.3,0.1,0.1,0.4,0.8,,,,,,
