RK,NAME,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Unnamed: 20,Unnamed: 21,2004,Drafted?,Draft Pick,Draft Year
13,Ricky Minard,G-F,29,34.3,21.8,7.2,16.1,45.1,1.6,4.8,32.6,5.7,7.4,77.6,7.3,5.1,2.1,0.5,3.7,Yes,48.0,2004.0,Yes,48.0,2004.0
14,Kris Humphries,F,29,34.1,21.7,7.6,17.2,44.4,0.6,1.7,34.0,5.9,7.9,74.2,10.1,0.7,0.9,1.1,2.8,Yes,14.0,2004.0,Yes,14.0,2004.0
15,Luke Jackson,F,31,34.6,21.2,6.8,13.9,48.8,2.4,5.4,44.0,5.3,6.1,86.2,7.2,4.5,1.3,0.2,3.0,Yes,10.0,2004.0,Yes,10.0,2004.0
16,Dylan Page,F,31,31.5,20.9,7.3,14.5,50.7,1.9,4.7,40.4,4.3,5.6,77.5,6.6,1.2,0.5,1.2,2.3,,,,,,
17,J.J. Barea,G,26,34.2,20.7,6.9,18.0,38.5,2.8,7.8,35.8,4.0,5.6,71.9,3.6,5.8,1.7,0.0,3.0,,,,,,
18,Ken Tutt,G,28,35.4,20.7,6.9,15.4,44.7,3.6,8.0,44.9,3.3,3.9,84.4,2.4,2.0,0.9,0.0,2.0,,,,,,
19,Andre Emmett,G,34,37.0,20.6,7.6,14.5,52.6,0.5,1.3,35.6,4.9,6.6,73.0,6.6,1.8,1.3,0.3,2.1,Yes,35.0,2004.0,Yes,35.0,2004.0
20,Jameer Nelson,G,32,33.9,20.6,7.3,15.4,47.5,2.3,5.8,39.0,3.7,4.7,79.2,4.7,5.3,3.0,0.0,2.8,Yes,20.0,2004.0,Yes,20.0,2004.0
21,Juan Mendez,F,32,33.7,20.5,6.5,12.5,52.1,0.5,1.8,28.8,7.0,8.6,80.8,8.8,0.9,0.9,1.8,2.2,,,,,,
22,Adam Hess,F,28,36.0,20.3,6.9,16.5,42.1,2.0,6.8,30.2,4.4,5.8,75.5,6.7,2.3,1.6,0.1,2.0,,,,,,
23,Terrence Woods,G,31,30.1,20.3,6.2,15.0,41.3,4.5,11.2,40.2,3.4,3.9,85.2,3.9,1.1,1.5,0.1,2.4,,,,,,
24,Ka'Ron Barnes,G,27,35.1,20.1,6.8,16.6,41.2,2.1,6.0,34.8,4.4,5.7,77.4,3.5,4.6,1.9,0.3,4.3,,,,,,
25,Maurice Bailey,G,27,33.0,20.1,6.4,15.9,40.7,1.5,4.7,31.7,5.7,6.9,82.4,3.7,2.7,2.3,0.1,3.4,,,,,,
26,Rashad McCants,G-F,30,32.0,20.0,7.2,15.0,47.9,2.6,6.4,40.8,3.0,4.0,74.8,4.6,2.2,1.8,0.7,2.5,Yes,14.0,2005.0,,,
27,Hakim Warrick,F,31,37.3,19.8,7.2,14.1,50.9,0.0,0.2,0.0,5.5,8.0,69.2,8.5,2.6,0.9,1.1,3.1,Yes,19.0,2005.0,,,
28,Chris Thomas,G,32,38.3,19.7,6.6,17.1,38.5,2.9,8.4,35.1,3.6,4.3,82.6,4.2,4.7,1.6,0.1,2.4,,,,,,
29,Jermaine Robinson,G,29,36.5,19.6,6.3,16.4,38.2,2.2,7.6,28.5,4.9,7.5,65.0,4.6,2.6,1.5,0.2,4.2,,,,,,
30,Keith Triplett,G,31,33.3,19.6,6.5,13.9,47.0,2.1,5.1,41.5,4.4,5.4,80.4,4.7,3.1,2.5,0.2,2.5,,,,,,
31,Willie Jenkins,F-C,28,32.8,19.5,7.1,15.1,47.4,1.5,4.1,36.8,3.7,5.2,71.2,7.2,2.0,1.1,0.2,2.7,,,,,,
31,Devin Harris,G,32,36.3,19.5,5.9,12.9,45.9,2.3,6.3,37.3,5.3,6.8,79.2,4.3,4.4,1.8,0.1,2.1,Yes,5.0,2004.0,Yes,5.0,2004.0
31,Danny Granger,F,22,32.0,19.5,6.2,12.6,49.1,1.1,3.3,33.3,6.0,8.0,76.0,9.0,2.1,1.3,1.4,2.7,Yes,17.0,2005.0,,,
34,Marques Green,G,27,39.4,19.4,6.4,17.3,36.8,3.6,10.2,35.6,3.1,4.0,76.9,3.3,5.2,4.0,0.1,3.9,,,,,,
35,Desmon Farmer,G,28,35.3,19.4,6.1,15.6,38.9,3.0,8.9,33.3,4.3,5.7,76.1,4.6,1.8,1.2,0.1,2.6,,,,,,
36,Leroy Hurd,F,33,33.9,19.4,6.4,13.3,48.0,1.3,3.4,38.7,5.3,6.7,78.4,8.0,1.7,1.0,0.4,3.4,,,,,,
37,Brion Rush,G,29,34.6,19.3,6.6,15.9,41.3,3.1,8.3,37.9,3.1,4.1,75.6,4.8,3.1,1.6,0.2,3.3,,,,,,
38,Tee Trotter,G,28,35.9,19.3,6.0,15.9,37.8,2.4,7.0,34.5,4.9,5.7,85.0,2.1,2.0,0.9,0.1,3.9,,,,,,
39,Dewarick Spencer,G,28,33.8,19.0,6.2,13.0,47.8,3.1,6.7,45.7,3.5,4.4,79.8,5.6,2.6,1.4,0.5,3.3,,,,,,
40,Marquis Poole,G,28,33.8,19.0,7.1,14.5,49.0,0.4,1.2,35.3,4.3,6.6,65.8,3.8,6.0,2.0,0.3,4.0,,,,,,
41,Mike Williams,F,31,28.6,18.9,7.4,13.8,53.4,0.0,0.2,20.0,4.2,5.5,76.9,7.0,1.2,1.9,1.1,1.7,,,,,,
42,Delonte West,G,32,33.5,18.9,6.6,13.0,51.0,1.8,4.3,41.2,3.9,4.3,89.2,5.4,4.7,1.7,0.2,2.6,Yes,24.0,2004.0,Yes,24.0,2004.0
43,Ryan Gomes,F,29,34.8,18.9,6.6,13.1,50.7,1.0,3.0,33.3,4.6,5.3,87.0,9.4,2.3,1.6,0.1,2.6,Yes,50.0,2005.0,,,
44,Travis Diener,G,31,34.2,18.8,5.8,13.7,42.2,2.9,6.5,44.8,4.4,5.0,88.3,3.1,6.0,1.3,0.0,2.4,Yes,38.0,2005.0,,,
45,Thurman Zimmerman,G-F,29,33.4,18.8,6.1,12.0,51.3,0.6,2.2,28.6,5.9,7.6,77.8,8.4,2.8,1.5,0.4,3.4,,,,,,
46,Kirk Snyder,G,34,31.7,18.8,6.1,14.3,43.1,1.6,4.6,34.8,4.9,6.7,73.1,5.7,3.4,1.0,0.6,3.5,Yes,16.0,2004.0,Yes,16.0,2004.0
47,Jerry Johnson,G,31,37.0,18.7,6.1,14.8,41.3,2.7,6.8,40.0,3.7,4.5,81.6,3.4,3.9,1.6,0.2,3.1,,,,,,
48,Adam Mark,F,30,34.2,18.6,7.8,11.7,66.2,0.3,0.8,37.5,2.8,4.6,61.3,8.0,2.8,1.9,0.7,2.8,,,,,,
49,Michael Haynes,G-F,27,33.2,18.6,7.0,15.4,45.3,1.9,5.0,37.0,2.7,4.8,56.6,7.4,2.1,0.7,0.8,3.7,,,,,,
50,Ben Gordon,G,39,34.5,18.5,6.1,14.1,43.4,2.7,6.2,43.3,3.6,4.4,82.9,4.7,4.5,1.4,0.2,2.8,Yes,3.0,2004.0,Yes,3.0,2004.0
51,Bracey Wright,G,29,38.3,18.5,5.6,14.9,37.4,2.4,7.0,34.3,4.9,6.2,78.9,5.4,2.4,0.9,0.5,2.3,Yes,47.0,2005.0,,,
52,Justin Reed,F,28,33.5,18.5,6.9,14.9,46.4,0.5,2.1,23.7,4.2,5.7,73.1,7.5,1.5,0.7,0.8,3.0,Yes,40.0,2004.0,Yes,40.0,2004.0
53,Cedrick Banks,G,32,33.6,18.4,6.7,15.3,44.0,2.8,6.5,43.1,2.2,2.8,76.7,3.3,2.0,1.6,0.2,1.5,,,,,,
54,Rafael Araujo,C,30,29.8,18.4,7.0,12.3,57.3,0.3,1.0,26.7,4.1,5.6,72.2,10.1,1.2,1.4,0.8,2.9,,,,,,
55,Matt Freije,F,33,29.8,18.4,5.6,13.5,41.5,1.9,5.3,35.6,5.3,6.7,78.8,5.4,0.9,0.7,0.6,1.0,Yes,53.0,2004.0,Yes,53.0,2004.0
56,Dexter Lyons,F,31,30.6,18.3,6.4,12.8,50.1,2.3,5.2,44.4,3.1,4.4,70.8,4.4,2.8,1.8,0.4,2.7,,,,,,
57,Varnie Dennis,F,26,33.1,18.3,7.0,14.3,49.3,0.3,1.5,20.0,3.9,5.3,73.2,7.9,1.7,0.5,0.9,2.5,,,,,,
58,Obie Trotter,G,29,32.8,18.2,5.9,13.8,43.0,2.2,6.2,36.3,4.1,5.3,76.6,5.1,4.3,3.0,0.1,3.3,,,,,,
59,Julius Hodge,G-F,31,34.9,18.2,6.1,12.0,50.7,0.8,2.3,36.1,5.1,6.2,82.8,6.4,3.6,1.4,0.8,3.1,Yes,20.0,2005.0,,,
60,Ashley Champion,F,30,31.9,18.1,6.2,11.2,55.5,1.1,2.9,36.8,4.6,6.1,75.0,7.0,2.3,1.0,0.0,2.8,,,,,,
61,Michael Kuebler,G-F,33,35.7,18.1,6.4,14.1,45.2,2.9,7.3,40.1,2.5,3.4,73.0,3.2,2.3,0.8,0.2,2.0,,,,,,
62,Ron Robinson,F,27,36.5,18.0,6.8,14.1,48.0,0.1,0.6,12.5,4.4,5.9,74.8,9.7,2.4,1.6,0.9,3.2,,,,,,
63,Tremmell Darden,G,32,34.9,18.0,5.8,12.1,47.7,1.6,4.2,37.3,4.9,6.7,73.0,5.4,3.0,0.8,1.1,2.6,,,,,,
64,David Simon,C,28,31.4,18.0,6.7,11.5,58.4,0.1,0.1,100.0,4.5,6.9,64.8,9.8,1.6,0.8,1.9,2.5,,,,,,
65,Mike Bell,F,27,36.4,18.0,7.1,15.5,46.1,1.6,5.2,31.2,2.0,3.8,53.9,9.7,1.3,1.1,2.1,2.7,,,,,,
66,Anthony Roberson,G,30,31.2,17.9,6.0,13.0,46.2,3.3,7.8,42.5,2.6,3.1,85.9,3.0,3.6,1.1,0.1,2.2,,,,,,
67,Jitim Young,G,29,38.2,17.9,6.3,11.8,53.4,1.1,3.5,31.7,4.2,6.6,64.7,6.0,2.1,2.3,0.0,2.4,,,,,,
68,Gary Neal,G,28,32.8,17.9,5.8,14.1,41.2,2.3,6.8,33.9,4.0,4.7,84.7,3.2,2.4,1.3,0.0,2.6,,,,,,
68,J.J. Montgomery,G,28,35.8,17.9,5.6,13.4,41.9,0.5,2.3,23.1,6.1,8.0,77.1,5.8,1.2,1.3,0.1,3.1,,,,,,
70,Glen McGowan,F,29,30.0,17.8,6.2,12.6,49.2,0.8,2.7,29.9,4.6,6.6,69.8,5.4,0.9,0.9,0.2,2.2,,,,,,
70,Brendan Winters,G-F,29,33.6,17.8,5.4,12.8,42.2,2.6,6.7,38.5,4.4,5.3,83.7,5.1,2.3,0.9,0.1,2.7,,,,,,
72,Wayne Simien,F,32,32.7,17.8,6.3,11.8,53.2,0.1,0.3,18.2,5.2,6.4,81.1,9.3,1.2,0.9,0.9,2.2,Yes,29.0,2005.0,,,
73,Bryan Hopkins,G,29,34.1,17.7,5.9,13.3,44.0,2.9,7.2,40.4,3.1,3.9,79.6,3.7,3.8,1.8,0.1,3.7,,,,,,
74,Tim Smith,G,32,35.7,17.7,6.4,15.3,42.0,1.0,3.5,29.7,3.8,5.1,75.3,4.4,4.5,2.6,0.1,4.0,,,,,,
75,Landy Thompson,G,29,35.8,17.7,5.8,15.1,38.7,2.4,6.8,36.2,3.6,4.8,73.6,3.7,2.9,1.4,0.1,3.2,,,,,,
76,Emeka Okafor,F-C,36,32.4,17.6,7.3,12.1,59.9,0.0,0.0,0.0,3.1,6.1,51.8,11.5,1.0,1.0,4.1,2.3,Yes,2.0,2004.0,Yes,2.0,2004.0
77,Odartey Blankson,F,31,34.4,17.6,6.1,11.6,52.5,0.9,2.5,36.4,4.5,5.7,79.1,10.2,1.5,1.2,0.4,2.6,,,,,,
78,Scooter McFadgon,G,28,31.3,17.6,5.3,13.3,39.4,2.3,6.1,38.0,4.8,5.3,91.2,4.4,2.0,0.6,0.0,2.3,,,,,,
79,Rawle Marshall,G,30,34.9,17.6,6.1,13.4,45.3,1.4,3.6,38.9,4.1,6.0,67.8,4.5,2.0,2.0,0.7,3.0,,,,,,
80,Bruce Price,G,27,35.4,17.6,5.0,14.4,34.4,2.6,7.7,34.1,5.0,6.9,73.5,4.0,4.0,1.7,0.0,3.2,,,,,,
81,Paul Haynes,F,29,31.9,17.6,6.2,13.1,47.6,0.8,2.4,32.9,4.3,6.3,68.3,8.7,1.3,0.6,0.3,2.5,,,,,,
82,Darshan Luckey,G,28,34.3,17.6,5.8,14.6,40.0,1.1,3.3,33.3,4.8,6.1,78.9,4.5,1.5,1.4,0.3,3.2,,,,,,
83,Whit Holcomb-Faye,G,27,35.6,17.5,5.6,14.6,38.1,1.5,4.9,30.8,4.9,6.9,71.4,2.8,4.1,1.4,0.1,3.3,,,,,,
84,Mike Harris,F,33,30.8,17.5,6.6,10.9,60.3,0.5,1.0,48.5,3.9,5.5,69.9,8.9,1.2,1.4,0.7,1.8,,,,,,
85,Rashaun Banjo,F,28,32.9,17.5,6.6,13.7,47.9,1.4,3.3,40.9,3.0,4.0,74.8,7.6,1.5,1.3,0.3,2.6,,,,,,
86,Julius (Juby) Johnson,G,29,35.4,17.4,5.2,13.3,39.2,1.5,5.4,28.2,5.5,7.1,77.6,4.4,1.3,1.2,0.2,1.9,,,,,,
87,Sean Banks,F,30,34.4,17.4,5.4,12.4,43.4,2.1,5.4,38.0,4.6,6.3,72.5,6.5,1.1,0.7,0.9,2.4,,,,,,
88,Allan Ray,G,35,34.7,17.3,5.8,13.2,43.8,2.5,6.3,39.2,3.3,4.1,79.2,3.9,2.7,0.9,0.2,2.5,,,,,,
89,Jason Erickson,G,27,37.9,17.3,6.2,11.8,52.4,1.9,4.1,46.4,3.0,3.6,85.4,2.7,2.8,2.4,0.3,2.0,,,,,,
90,Andre Barrett,G,31,36.1,17.3,6.0,13.3,45.5,2.4,6.1,38.4,2.9,3.8,76.1,3.9,5.9,1.4,0.1,2.6,,,,,,
91,Pape Sow,F,28,32.2,17.3,5.7,11.6,49.4,0.3,0.9,33.3,5.6,8.3,67.5,9.7,0.9,1.6,0.6,3.0,Yes,47.0,2004.0,Yes,47.0,2004.0
91,Aaron Bond,F,28,27.5,17.3,5.9,12.4,47.7,1.6,4.0,39.8,3.8,4.8,79.3,5.5,0.7,0.9,0.8,1.7,,,,,,
93,Gerry McNamara,G,31,36.2,17.2,4.9,12.8,38.5,3.4,8.7,38.9,4.0,4.5,87.2,2.6,3.8,1.7,0.0,2.5,,,,,,
94,David Lucas,F,28,29.3,17.2,6.6,12.9,51.1,0.0,0.1,33.3,4.0,4.9,81.6,6.9,0.9,1.0,0.6,2.2,,,,,,
95,E.J. Gallup,G,29,30.8,17.2,6.1,13.4,45.2,3.0,6.8,43.4,2.1,2.3,89.6,3.1,1.8,1.8,0.2,1.8,,,,,,
96,Hassan Adams,G,30,30.5,17.2,6.7,12.3,54.2,1.3,3.3,38.4,2.6,3.5,73.3,7.3,1.6,1.5,1.5,1.9,Yes,54.0,2006.0,,,
97,Caleb Green,F,28,31.4,17.1,6.3,10.7,59.0,0.0,0.0,0.0,4.5,6.3,71.2,9.9,2.0,1.4,0.4,3.4,,,,,,
98,David Harrison,C,29,31.6,17.1,6.4,10.2,63.1,0.0,0.0,0.0,4.3,8.0,53.9,8.8,0.9,0.6,2.9,2.7,Yes,29.0,2004.0,Yes,29.0,2004.0
99,Ed McCants,G,31,30.7,17.1,6.0,12.5,48.2,3.4,7.8,42.8,1.8,2.2,82.1,3.5,2.0,1.3,0.6,2.1,,,,,,
100,Gerrit Brigitha,F-C,30,31.9,17.1,6.1,10.8,57.0,0.0,0.1,0.0,4.8,6.7,71.8,6.9,0.9,0.4,0.3,2.2,,,,,,
101,Kennedy Winston,F,33,34.3,17.1,5.9,13.0,45.1,1.5,3.7,39.7,3.9,5.4,72.3,5.5,1.9,0.8,0.3,2.2,,,,,,
102,Steven Smith,F,30,35.2,17.1,6.2,13.6,45.7,1.1,3.4,32.7,3.5,4.3,82.0,8.1,1.1,1.1,0.4,2.7,,,,,,
103,Gerald Riley,F,28,33.1,17.0,5.5,13.3,41.1,1.7,4.6,36.7,4.4,5.3,84.4,3.5,1.6,1.8,0.3,2.4,,,,,,
103,Marcus Barnes,G,28,32.8,17.0,5.3,14.4,36.4,2.9,8.6,33.6,3.6,4.8,76.7,3.0,2.0,1.5,0.0,2.5,,,,,,
103,Jay Joseph,G-F,28,33.0,17.0,5.9,13.9,42.3,2.6,7.1,37.0,2.6,3.1,83.9,4.2,1.4,1.2,0.3,2.1,,,,,,
106,Chez Marks,G,23,27.3,17.0,6.1,11.4,53.6,2.4,5.8,41.4,2.3,2.7,85.7,2.5,1.3,1.0,0.2,1.7,,,,,,
106,Chaz McCrommon,G,29,38.6,17.0,6.4,12.3,52.0,1.0,2.5,39.7,3.2,4.1,77.3,5.3,2.6,0.7,0.6,2.9,,,,,,
106,Paul McMillan,F,29,31.9,17.0,6.5,14.2,45.6,0.3,1.3,24.3,3.7,5.1,73.0,7.4,1.1,0.6,0.5,3.3,,,,,,
109,Ron Lewis,G,31,33.8,17.0,4.7,11.8,39.6,1.5,4.3,33.6,6.2,7.5,82.0,4.7,2.9,0.8,0.5,2.9,,,,,,
109,Justin Gray,G,31,30.2,17.0,5.4,13.2,41.0,3.1,8.3,37.9,3.0,3.8,79.5,3.2,2.8,1.1,0.1,2.5,,,,,,
111,Craig Smith,F,34,32.9,16.9,6.9,12.5,55.3,0.2,0.6,36.8,2.9,5.1,57.2,8.3,1.4,1.5,0.9,1.9,Yes,36.0,2006.0,,,
112,Brice Vounang,F-C,28,30.9,16.9,6.9,12.6,55.0,0.0,0.1,0.0,3.1,4.2,72.9,6.8,0.7,1.0,0.3,2.6,,,,,,
113,Jaime Lloreda,F,22,34.5,16.9,6.4,11.0,58.1,0.0,0.2,0.0,4.2,7.7,54.1,11.6,1.4,0.5,1.3,3.4,,,,,,
114,Jason Parker,G,29,35.5,16.9,5.8,15.0,38.9,1.8,4.7,37.5,3.5,4.5,77.1,3.5,2.9,1.6,0.1,2.7,,,,,,
115,Lawrence Roberts,F,30,32.7,16.9,5.8,11.2,51.9,0.4,1.3,30.0,4.8,7.6,63.4,10.1,1.2,1.4,0.6,2.4,Yes,55.0,2005.0,,,
116,Darius Rice,F,28,31.5,16.9,5.9,14.6,40.7,2.0,6.4,30.6,3.0,3.8,80.2,6.4,0.9,0.8,0.7,2.0,,,,,,
116,Roshaun Bowens,F,28,31.9,16.9,6.9,13.7,50.0,0.5,0.9,53.8,2.6,3.9,68.5,6.7,1.3,1.0,0.4,2.5,,,,,,
118,E.J. Gordon,G-F,27,34.3,16.8,6.1,15.9,38.4,0.4,1.7,21.3,4.2,6.3,66.7,7.1,3.1,2.4,0.6,3.6,,,,,,
119,Jason Forte,G,26,34.2,16.8,5.5,12.1,45.9,1.2,3.0,39.7,4.5,5.7,79.6,3.9,5.0,1.8,0.2,3.5,,,,,,
120,Alex Loughton,F-C,29,29.6,16.6,5.7,11.7,48.8,0.4,1.1,33.3,4.9,6.1,79.2,8.7,2.2,1.7,0.6,2.5,,,,,,
121,Lionel Chalmers,G,37,34.9,16.6,5.5,12.3,44.9,2.7,6.7,40.9,2.8,4.0,70.9,3.3,3.2,1.1,0.0,2.8,Yes,33.0,2004.0,Yes,33.0,2004.0
122,Pooh Jeter,G,28,33.5,16.6,5.4,13.2,41.2,2.4,5.5,44.4,3.3,3.8,86.8,2.8,3.2,1.4,0.0,2.7,,,,,,
123,Gordon Klaiber,F,28,34.3,16.5,6.3,13.6,46.1,1.5,4.2,34.7,2.5,3.3,75.3,6.4,0.8,1.0,1.4,1.7,,,,,,
124,Nick Jacobson,G,33,35.4,16.5,5.5,12.7,43.5,3.0,6.9,43.6,2.5,3.0,83.7,2.2,1.3,0.7,0.3,1.7,,,,,,
125,Darren Brooks,G,30,31.8,16.5,6.6,14.0,47.5,1.3,3.7,33.9,2.0,3.4,57.8,5.7,2.7,2.0,0.7,2.3,,,,,,
125,Aaron Harper,G-F,28,33.4,16.5,5.6,12.7,44.5,2.4,6.2,38.7,2.8,4.2,67.5,5.1,3.3,1.4,0.1,3.0,,,,,,
125,Delonte Holland,F,32,33.9,16.5,6.1,13.0,46.6,0.8,2.2,34.8,3.6,4.6,79.5,5.4,2.0,1.2,0.2,2.1,,,,,,
125,Jonathon Modica,G,28,29.6,16.5,5.6,12.1,46.2,1.3,4.1,32.5,4.0,5.1,78.2,4.5,1.2,0.8,0.1,2.2,,,,,,
129,Tim Pickett,G,33,29.8,16.5,5.6,12.9,43.3,3.3,8.2,40.7,1.9,2.5,75.9,4.5,2.1,2.5,0.3,2.4,Yes,44.0,2004.0,Yes,44.0,2004.0
130,Francisco Garcia,F,28,30.4,16.4,5.3,12.3,43.2,1.9,5.7,32.5,3.9,4.9,79.7,4.5,4.7,1.9,1.4,2.8,,,,,,
131,Reggie Bryant,G,28,33.2,16.4,5.5,13.9,39.7,2.4,6.4,36.7,3.0,3.9,76.9,3.9,1.9,0.7,0.3,2.7,,,,,,
132,Derrick Obasohan,F,29,31.8,16.4,5.6,12.1,45.7,1.0,2.6,37.8,4.3,5.4,80.1,5.9,1.4,0.6,0.4,3.0,,,,,,
133,Arthur Johnson,C,30,31.7,16.4,6.4,11.7,54.8,0.0,0.0,0.0,3.5,5.4,64.4,7.5,1.1,1.0,1.6,2.1,,,,,,
134,Curtis Withers,F,28,29.1,16.3,5.5,11.5,48.3,0.4,1.1,34.4,4.9,7.1,68.7,9.5,1.8,1.3,0.5,2.5,,,,,,
135,Salim Stoudamire,G,29,32.0,16.3,5.2,11.5,45.2,2.7,6.5,41.5,3.2,4.0,79.5,2.7,3.0,0.8,0.1,2.1,Yes,31.0,2005.0,,,
136,Blake Hamilton,F,33,30.1,16.3,4.8,10.8,44.9,0.1,0.6,19.0,6.5,8.5,76.4,6.4,1.6,1.0,0.4,2.7,,,,,,
137,Romain Sato,G,37,36.9,16.3,4.8,12.0,40.4,2.0,5.8,34.9,4.6,5.5,82.9,8.0,2.3,1.3,0.1,1.7,Yes,52.0,2004.0,Yes,52.0,2004.0
138,Domonic Jones,G,31,33.6,16.3,6.2,13.4,46.0,1.4,3.3,42.7,2.5,3.8,66.9,4.4,2.5,1.1,0.4,2.7,,,,,,
139,Vernard Hollins,G,28,35.4,16.3,5.5,12.3,44.3,0.6,2.2,29.5,4.7,7.3,64.7,5.9,4.6,0.9,0.1,3.4,,,,,,
140,Shane Schilling,F,24,35.0,16.3,6.2,14.3,43.1,1.1,3.5,32.1,2.8,3.8,74.4,5.6,2.2,1.5,1.0,3.3,,,,,,
141,Gerald Fitch,G,29,29.8,16.2,5.1,11.9,43.0,2.7,6.8,40.1,3.3,4.3,76.0,4.1,1.4,1.3,0.1,1.7,,,,,,
142,Curtis Stinson,G,33,35.1,16.2,6.6,13.8,47.9,0.5,1.8,28.8,2.4,3.6,65.8,6.0,4.3,1.7,0.2,3.8,,,,,,
143,Mike Dean,G,23,33.0,16.2,4.9,12.0,40.4,2.7,6.2,43.7,3.7,4.9,76.1,4.1,1.6,1.2,0.1,2.1,,,,,,
144,Pierre Pierce,G,29,34.5,16.1,6.0,12.6,47.8,0.4,1.6,25.5,3.7,6.5,57.4,5.7,3.7,0.9,0.3,4.0,,,,,,
145,Michel Morandais,G-F,29,33.2,16.1,5.3,13.1,40.6,2.0,5.4,36.9,3.5,4.1,85.6,4.4,3.1,0.9,0.6,3.4,,,,,,
146,Jackson Atoyebi,F,30,31.5,16.1,5.9,10.6,56.2,0.0,0.1,0.0,4.2,5.7,73.8,7.8,0.9,1.3,0.8,2.6,,,,,,
147,Blake Walker,G-F,27,35.1,16.1,5.9,14.4,41.0,1.2,4.3,27.8,3.0,4.4,68.3,6.1,1.5,0.9,0.1,2.2,,,,,,
148,Sherman Gay,F,29,31.9,16.1,6.6,11.8,55.4,0.0,0.0,0.0,3.0,4.4,67.2,5.9,1.2,1.2,2.0,1.8,,,,,,
149,Aerick Sanders,F-C,30,34.2,16.1,6.7,12.0,55.4,0.0,0.0,0.0,2.7,3.9,70.7,9.8,1.0,1.1,1.2,1.6,,,,,,
150,Andre Owens,G,27,37.0,16.0,5.4,14.6,37.2,2.3,7.3,31.5,2.9,3.9,73.3,5.4,3.0,1.6,0.2,2.7,,,,,,
151,Maleye Ndoye,F,29,30.9,16.0,5.7,11.9,48.0,2.0,4.6,43.6,2.7,3.4,77.0,5.4,1.2,1.0,0.4,1.8,,,,,,
152,Antonio Burks,G,30,34.3,16.0,5.9,12.4,47.4,1.9,4.6,41.3,2.4,3.8,63.2,3.2,5.5,2.4,0.2,2.5,Yes,36.0,2004.0,Yes,36.0,2004.0
153,Tony Allen,G,35,31.6,16.0,5.8,11.6,50.4,0.6,2.1,29.7,3.7,5.5,67.5,5.5,3.1,2.1,0.9,2.8,Yes,25.0,2004.0,Yes,25.0,2004.0
154,Tommy Gunn,G,29,32.6,16.0,5.2,10.9,47.6,1.9,5.1,37.8,3.7,4.5,81.5,5.2,2.1,1.6,0.6,2.4,,,,,,
155,Mike Skrocki,G-F,34,34.4,16.0,4.9,12.0,40.8,2.4,6.6,35.8,3.8,4.7,81.8,3.1,1.9,0.9,0.2,1.8,,,,,,
156,Paul Marigney,G,31,26.9,16.0,5.3,11.1,48.0,2.0,4.8,41.6,3.3,3.8,86.6,5.1,1.7,1.0,0.1,2.5,,,,,,
