RK,Unnamed: 1,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,Unnamed: 17,Unnamed: 18,2016,Drafted?,Draft Pick,Draft Year
184,Donte McGill,G,31,32.5,16.1,6.1,12.6,48.3,1.1,2.7,42.2,2.8,3.5,79.6,4.6,1.3,,,,,,
185,Bryce Alford,G,32,36.3,16.1,4.9,12.8,38.5,2.3,6.2,36.7,4.0,4.8,83.1,3.8,5.2,,,,,,
185,Donte Clark,G,32,31.1,16.1,4.9,12.0,41.0,1.9,5.7,33.9,4.3,5.8,75.1,3.8,2.3,,,,,,
187,Jaylen Bland,G,33,33.9,16.1,5.0,12.8,39.3,3.6,8.8,40.4,2.5,3.0,82.7,3.8,1.8,,,,,,
188,Christian Wilson,G,24,30.5,16.1,5.0,13.1,38.5,0.6,2.8,20.6,5.4,7.4,73.0,3.9,4.4,,,,,,
189,Nic Moore,G,29,34.4,16.1,5.3,12.6,42.0,2.6,6.3,41.3,2.9,3.6,80.0,2.4,5.2,,,,,,
190,Peter Jok,G,32,27.7,16.1,5.3,12.4,43.1,2.5,6.2,40.2,2.9,3.4,85.2,3.5,1.4,,,,,,
191,Rob Gray,G,26,26.5,16.0,5.8,13.3,43.5,1.8,5.4,34.3,2.7,3.8,70.4,2.2,1.5,,,,,,
192,Makai Mason,G,30,32.7,16.0,5.4,12.6,42.7,1.8,5.1,35.7,3.5,4.3,80.6,2.8,3.8,,,,,,
193,Jordan Potts,G,32,37.7,16.0,4.9,14.0,34.8,2.7,8.3,32.1,3.6,4.7,77.9,3.2,4.3,,,,,,
194,Tyler Nelson,G,33,35.4,16.0,4.8,11.2,42.9,2.0,5.8,34.6,4.5,5.1,88.0,3.1,2.9,,,,,,
195,Gary Payton,G,32,34.3,16.0,6.4,13.2,48.6,0.7,2.2,31.4,2.5,3.8,64.2,7.8,5.0,,,,,,
196,Eli Carter,G,31,33.4,16.0,5.6,15.1,37.1,2.1,7.4,27.9,2.7,3.4,78.3,3.9,4.0,,,,,,
197,Quenton DeCosey,F,33,34.5,15.9,5.0,12.3,40.3,1.5,4.2,35.8,4.5,5.8,78.0,6.0,2.6,,,,,,
198,Jamel Waters,G,31,33.0,15.9,5.2,12.6,41.0,2.5,5.9,41.3,3.2,4.3,73.1,4.4,4.4,,,,,,
199,Damion Lee,G,30,33.6,15.9,5.1,11.8,42.8,2.0,6.0,34.1,3.8,4.5,84.3,3.9,2.0,,,,,,
200,Brian Parker,G,29,31.5,15.9,5.6,10.9,51.4,0.3,0.9,38.5,4.3,6.0,72.4,5.2,2.9,,,,,,
201,Victor Sanders,G,27,28.6,15.9,4.5,11.0,41.2,2.6,6.2,41.3,4.3,5.1,84.8,3.6,1.9,,,,,,
201,Corey Sanders,G,27,33.4,15.9,5.8,13.7,42.3,1.5,4.8,31.5,2.9,4.0,71.3,3.3,4.3,,,,,,
203,Tucker Haymond,G,32,31.8,15.9,5.3,12.4,42.5,1.0,3.8,26.0,4.3,6.1,70.9,5.8,2.3,,,,,,
204,Tanner Leissner,F,30,32.8,15.9,5.7,13.0,43.7,0.7,2.6,28.6,3.8,5.1,75.2,7.3,1.5,,,,,,
205,Brett Bisping,F,34,33.2,15.9,5.3,11.4,46.3,1.2,3.4,35.1,4.1,5.2,79.5,10.4,1.5,,,,,,
205,Taurean Prince,F,34,30.6,15.9,5.5,12.7,43.2,1.6,4.3,36.1,3.3,4.3,77.4,6.1,2.3,Yes,12.0,2016.0,Yes,12.0,2016.0
207,Lotanna Nwogbo,C,33,29.9,15.9,5.9,9.9,59.1,0.0,0.1,50.0,4.1,6.2,65.5,8.2,0.6,,,,,,
207,JC Hampton,G,33,32.9,15.9,5.2,12.8,40.1,2.2,6.1,35.3,3.4,4.1,83.1,3.6,2.7,,,,,,
209,Moses Kingsley,F,32,29.5,15.9,5.7,10.4,54.8,0.0,0.0,0.0,4.4,7.0,63.7,9.3,1.2,,,,,,
210,Daviyon Draper,F,31,35.1,15.9,6.3,13.9,45.3,1.1,2.7,39.3,2.2,3.2,70.4,7.0,2.2,,,,,,
211,Ameen Tanksley,G,34,34.7,15.9,5.0,11.9,41.9,1.8,5.1,36.0,4.0,5.1,79.2,5.2,1.4,,,,,,
212,Emile Blackman,G,32,33.4,15.8,5.8,13.3,43.4,1.3,4.5,29.2,3.0,3.7,80.5,3.5,1.4,,,,,,
213,Anthony Johnson,G,31,28.8,15.8,5.1,11.4,44.5,2.1,5.5,39.1,3.5,4.1,85.9,4.5,0.8,,,,,,
214,Demetrius Jackson,G,35,36.0,15.8,5.5,12.2,45.1,1.5,4.7,33.1,3.2,4.0,81.3,3.5,4.7,Yes,45.0,2016.0,Yes,45.0,2016.0
215,Dedric Lawson,F,33,32.4,15.8,5.5,13.5,40.9,0.8,2.4,35.0,3.9,5.5,70.9,9.3,2.5,,,,,,
216,James Webb,F,31,30.6,15.8,5.7,11.5,49.4,0.9,3.5,24.8,3.5,5.1,68.4,9.1,1.1,,,,,,
217,Dwayne Bacon,G,34,28.8,15.8,5.8,13.0,44.7,0.9,3.4,28.1,3.2,4.5,71.4,5.8,1.5,Yes,40.0,2017.0,,,
218,Kyle Benjamin Wilson,G,33,32.5,15.8,5.3,14.2,37.2,3.0,9.1,33.2,2.1,2.6,80.5,2.3,1.7,,,,,,
219,Nigel Hayes,F,35,36.2,15.7,4.6,12.5,36.8,1.1,3.8,29.3,5.4,7.4,73.6,5.8,3.0,,,,,,
220,Egidijus Mockevicius,C,34,31.8,15.7,5.7,9.0,63.7,0.0,0.0,0.0,4.3,6.2,68.4,14.0,0.3,,,,,,
221,Marcel White,F,32,31.9,15.7,5.0,11.9,42.1,2.6,6.5,39.4,3.2,4.3,72.7,5.6,1.4,,,,,,
222,Justin Sears,F,28,31.0,15.7,5.8,11.1,52.6,0.2,0.6,31.3,3.9,5.8,66.9,7.5,2.8,,,,,,
223,Mike Young,F,33,29.4,15.7,5.7,10.7,53.7,0.1,0.4,33.3,4.1,5.3,77.7,6.9,2.3,,,,,,
224,Anthlon Bell,G,32,28.7,15.7,5.4,12.6,42.8,2.8,6.3,44.1,2.2,2.6,84.1,2.9,1.2,,,,,,
225,Kelan Martin,F,33,28.3,15.7,5.5,12.4,44.7,1.4,3.7,37.7,3.2,4.2,76.1,6.8,1.1,,,,,,
226,Tre Demps,G,32,37.0,15.7,5.9,14.8,39.8,2.3,6.8,33.2,1.6,2.4,66.2,3.6,3.3,,,,,,
227,Danuel House Jr,G,36,30.9,15.6,5.1,13.0,39.6,2.1,6.8,30.9,3.3,4.6,71.5,4.8,2.1,,,,,,
228,Stefan Jankovic,F,33,24.7,15.6,5.2,9.6,54.3,1.0,2.5,39.3,4.2,5.5,77.2,6.6,1.2,,,,,,
229,Charles Cooke,G,32,32.1,15.6,5.1,11.4,44.7,1.8,4.6,39.9,3.6,5.2,68.9,5.8,1.8,,,,,,
230,Malcolm Riley,F,33,31.8,15.6,5.2,11.6,45.2,2.3,6.4,36.7,2.8,3.5,78.6,5.7,0.9,,,,,,
231,Devin Thomas,F,29,30.8,15.6,5.6,10.3,54.2,0.0,0.0,0.0,4.4,7.6,58.4,10.2,2.4,,,,,,
231,Tre Coggins,G,29,29.8,15.6,5.0,12.7,39.4,2.6,7.2,35.7,3.0,3.5,85.3,3.9,1.8,,,,,,
233,Matt Tiby,F,33,30.1,15.6,4.7,10.3,45.6,1.3,3.5,37.4,4.9,5.9,82.6,8.2,2.0,,,,,,
234,Rosco Allen,F,30,34.1,15.6,4.7,11.2,42.4,1.9,5.5,33.7,4.2,5.7,73.8,6.5,1.7,,,,,,
235,Twymond Howard,F,34,33.2,15.6,5.5,12.2,45.2,0.6,1.8,36.1,3.9,5.3,73.9,7.0,2.4,,,,,,
235,Malik Beasley,G,34,29.8,15.6,5.4,11.6,47.1,1.6,4.2,38.7,3.1,3.8,81.3,5.3,1.5,Yes,19.0,2016.0,Yes,19.0,2016.0
237,Justin Strings,F,31,31.5,15.5,5.6,11.4,49.2,1.9,4.9,39.5,2.4,3.1,77.1,6.7,1.0,,,,,,
238,Kendrick Nunn,G,28,35.1,15.5,5.5,12.9,42.8,2.7,6.9,39.1,1.8,2.3,79.4,5.0,1.7,,,,,,
239,Peyton Aldridge,F,33,34.6,15.5,5.4,11.0,49.2,1.5,4.0,36.8,3.2,3.8,84.7,6.5,2.2,,,,,,
240,Zach LeDay,F,35,30.8,15.5,5.2,10.8,47.8,0.6,1.7,35.6,4.6,6.0,76.2,7.9,1.4,,,,,,
241,Jaaron Simmons,G,35,36.5,15.5,4.9,10.6,46.5,0.9,2.2,41.0,4.7,6.1,77.9,3.5,7.9,,,,,,
242,Anthony Livingston,F,31,31.0,15.5,5.4,12.6,43.1,0.7,2.7,26.2,3.9,4.6,85.9,9.4,0.5,,,,,,
243,Devonte Brown,G,32,32.8,15.5,4.3,11.6,37.1,0.7,3.0,23.2,6.2,8.1,75.8,4.9,2.8,,,,,,
244,Ken Williams,G,31,31.7,15.5,4.9,13.5,36.6,2.0,6.3,31.3,3.6,4.5,80.0,3.4,3.4,,,,,,
245,Josh Hart,SG,40,31.4,15.5,5.8,11.2,51.3,1.4,3.9,35.7,2.6,3.4,75.2,6.8,1.9,Yes,30.0,2017.0,,,
246,Martez Harrison,G,30,33.2,15.4,4.5,11.6,38.9,1.3,4.2,31.0,5.1,6.7,76.6,3.7,4.2,,,,,,
247,Sam Hunt,G,29,33.7,15.4,4.6,11.9,38.8,2.3,6.7,33.8,3.9,4.3,90.4,2.0,2.1,,,,,,
247,Jamaya Burr,G,29,36.1,15.4,4.4,10.7,41.1,1.2,3.2,36.6,5.5,7.1,76.8,3.7,3.6,,,,,,
249,Jeff Short,G,33,28.9,15.4,4.7,11.4,41.1,2.0,5.6,36.0,4.0,4.9,82.1,3.6,2.6,,,,,,
249,Lee Moore,G,33,31.9,15.4,4.7,10.5,45.2,1.5,4.0,36.8,4.5,6.0,74.2,5.4,3.5,,,,,,
251,James Woodard,G,31,34.1,15.4,4.7,11.3,41.5,2.5,6.9,35.8,3.5,4.5,78.6,5.3,2.4,,,,,,
252,Josh Hawkinson,F,29,33.3,15.4,5.9,10.8,54.3,0.5,1.3,38.5,3.1,4.0,77.8,11.1,1.6,,,,,,
253,Gavin Ware,F,30,28.1,15.4,6.1,9.9,61.4,0.0,0.0,0.0,3.2,4.2,75.4,7.8,0.9,,,,,,
253,Matt Scott,G,30,33.1,15.4,4.9,11.9,40.8,1.1,3.9,28.8,4.5,5.9,76.7,7.1,2.5,,,,,,
255,Beau Beech,G,34,31.8,15.4,4.9,10.9,45.5,2.9,6.7,42.4,2.6,3.3,78.8,6.4,2.0,,,,,,
256,Paul Miller,G,26,33.8,15.3,5.1,12.5,41.0,2.6,6.2,41.4,2.5,3.3,77.6,4.8,1.8,,,,,,
257,Kyle Collinsworth,G,37,33.8,15.3,5.6,12.0,46.4,0.2,1.0,24.3,3.9,6.1,65.2,8.2,7.4,,,,,,
258,Ryan Anderson,F,33,29.2,15.3,5.3,9.7,54.5,0.1,0.2,28.6,4.7,6.3,74.5,10.1,0.8,Yes,21.0,2008.0,,,
259,Jalen Jones,G,33,27.3,15.3,5.3,12.5,42.5,1.0,3.2,32.4,3.6,5.2,70.2,7.2,0.6,,,,,,
260,Adrian Diaz,C,32,29.8,15.3,5.6,8.7,65.0,0.0,0.0,0.0,4.0,6.4,62.1,7.8,0.9,,,,,,
260,Tyrone Wallace,G,28,32.2,15.3,5.4,12.3,44.0,0.9,3.0,29.8,3.6,5.5,64.9,5.4,4.4,Yes,60.0,2016.0,Yes,60.0,2016.0
262,Chris Thomas,F,33,34.0,15.2,5.8,11.5,50.5,0.5,1.7,26.8,3.2,6.1,53.0,5.1,4.3,,,,,,
262,Darian Anderson,G,33,33.0,15.2,5.5,13.5,41.0,1.4,4.2,33.6,2.7,3.4,79.6,3.6,3.7,,,,,,
264,Jon Elmore,G,25,34.6,15.2,4.4,11.8,37.6,2.4,7.1,34.5,3.9,4.9,80.3,3.4,5.8,,,,,,
265,Mike Daum,F,34,20.8,15.2,5.1,9.1,55.3,0.9,1.9,44.6,4.3,5.2,82.4,6.1,0.8,,,,,,
266,Eric Fanning,G,28,27.0,15.2,4.7,9.5,49.6,0.9,2.6,34.7,4.9,6.3,77.8,5.4,1.6,,,,,,
267,Jalen Moore,F,31,35.2,15.2,5.5,12.5,43.9,1.6,4.8,33.3,2.6,3.6,71.7,6.0,2.6,,,,,,
268,Antonius Cleveland,G,26,31.4,15.2,5.8,13.2,43.7,0.3,1.8,17.4,3.3,5.4,61.0,6.6,2.3,,,,,,
269,Jahmal McMurray,G,33,35.2,15.2,5.6,14.3,39.1,2.2,6.4,34.6,1.8,2.2,79.7,2.8,2.5,,,,,,
270,Austin Tillotson,G,30,34.7,15.1,5.4,12.3,43.5,1.9,5.5,34.1,2.5,3.2,80.0,3.3,5.2,,,,,,
271,Ray Lee,G,27,23.7,15.1,4.3,10.3,41.6,1.8,4.9,36.6,4.7,5.8,82.1,1.5,1.6,,,,,,
272,Shaquille Harrison,G,32,32.3,15.1,5.4,11.5,47.4,0.3,1.3,19.5,4.0,6.3,63.2,5.5,4.1,,,,,,
273,Marqueze Coleman,G,34,29.5,15.1,4.4,10.9,40.9,0.9,2.9,30.9,5.3,7.1,74.5,4.3,3.3,,,,,,
274,Willie Rodriguez,F,30,31.5,15.1,5.2,11.5,45.1,0.7,2.8,26.2,3.9,5.1,76.6,6.7,1.3,,,,,,
275,Trevon Bluiett,G,34,30.6,15.1,5.0,11.8,42.4,2.3,5.8,39.8,2.8,3.6,77.0,6.1,2.2,,,,,,
276,Isaiah Taylor,G,33,30.9,15.0,4.8,11.5,42.0,0.6,1.8,31.1,4.8,5.9,81.1,2.8,5.0,,,,,,
276,Darius Jones-Gibson,G,33,32.7,15.0,4.8,10.0,48.0,0.5,1.4,34.8,5.0,7.0,71.0,2.8,3.5,,,,,,
278,Gabe York,G,34,33.3,15.0,5.2,12.3,42.2,2.9,6.9,42.1,1.7,2.3,75.6,3.2,2.2,,,,,,
279,Adam Terrell Smith,G,36,30.5,15.0,5.1,12.6,40.7,3.0,7.3,41.4,1.7,2.1,80.3,2.3,1.9,,,,,,
279,Cedric Blossom,F,26,32.8,15.0,5.7,11.3,50.9,0.1,0.6,18.8,3.4,5.2,65.4,6.6,1.0,,,,,,
279,Henry Caruso,F,29,28.4,15.0,5.2,10.0,52.2,1.3,2.9,44.6,3.2,4.5,71.8,6.2,1.7,,,,,,
282,AJ Hammons,C,33,24.6,15.0,6.0,10.2,59.2,0.2,0.3,54.5,2.7,3.8,70.9,8.2,1.1,,,,,,
283,Stacy Davis,F,32,34.1,15.0,5.0,11.0,45.0,1.0,2.9,33.3,4.1,5.4,74.7,9.1,2.0,,,,,,
284,Chris Smith,G,31,31.0,15.0,5.2,10.5,49.4,2.0,4.5,45.0,2.5,3.4,74.5,5.3,2.1,,,,,,
285,Dante Holmes,G,30,32.5,15.0,5.0,12.5,40.4,2.5,6.6,37.6,2.4,3.5,68.9,4.7,1.7,,,,,,
286,Carson Puriefoy,G,33,33.7,14.9,4.7,12.1,39.0,2.5,6.3,39.7,3.0,3.8,77.8,3.2,3.2,,,,,,
287,Mike Hughes,G,30,30.2,14.9,4.7,10.9,43.3,2.2,5.8,38.5,3.3,4.5,72.8,4.7,1.6,,,,,,
288,Javion Ogunyemi,F,34,31.3,14.9,5.4,9.9,54.3,0.2,0.7,30.4,4.0,5.9,67.7,6.1,1.0,,,,,,
288,Justin Johnson,F,34,28.9,14.9,5.8,9.6,60.2,0.0,0.3,11.1,3.3,4.9,67.5,7.9,1.4,,,,,,
290,Deondre Parks,G,33,32.4,14.9,5.0,11.8,42.3,1.5,4.5,34.0,3.4,4.2,81.3,4.6,1.5,,,,,,
291,Cameron Jones,G,31,28.8,14.9,5.5,12.5,44.2,2.4,6.3,38.5,1.5,1.9,76.3,4.5,1.4,,,,,,
292,T.J. Cromer,G,36,32.0,14.9,5.1,11.7,43.2,1.9,5.3,36.5,2.8,3.6,79.7,3.4,3.1,,,,,,
293,Jeremy Combs,F,31,31.6,14.9,5.6,9.4,60.1,0.0,0.0,0.0,3.6,6.1,58.4,10.5,0.8,,,,,,
294,George Marshall,G,28,34.1,14.9,4.9,12.1,40.2,2.3,6.1,37.4,2.9,3.7,76.9,3.4,2.8,,,,,,
294,Josh Fox,F,28,31.6,14.9,5.9,11.5,51.4,0.0,0.0,0.0,3.1,4.6,66.2,6.8,2.1,,,,,,
296,James Thompson,C,33,32.1,14.8,5.5,8.5,64.8,0.0,0.0,0.0,3.8,5.6,68.5,10.6,0.6,,,,,,
297,Rich Williams,G,31,28.4,14.8,5.4,11.8,45.2,1.2,3.4,36.2,2.9,3.6,79.6,6.0,1.3,,,,,,
298,Melo Trimble,G,36,32.8,14.8,4.4,10.8,41.0,1.6,5.1,31.5,4.4,5.1,86.8,3.6,4.9,,,,,,
299,Marvin King-Davis,F,29,32.3,14.8,5.3,12.0,44.5,0.0,0.1,0.0,4.1,5.6,74.1,9.0,1.1,,,,,,
300,Elgin Cook,F,38,31.9,14.8,5.0,10.7,47.2,0.6,1.7,33.3,4.2,5.4,77.3,5.1,2.3,,,,,,
301,Shep Garner,G,32,35.2,14.8,4.7,12.2,38.2,2.3,6.4,36.6,3.2,4.0,78.3,3.2,3.4,,,,,,
302,Christavious Gill,G,30,30.2,14.8,4.7,12.4,37.6,2.1,6.2,34.6,3.3,4.0,83.3,2.5,2.8,,,,,,
303,Spencer Collins,G,32,31.4,14.8,4.8,12.1,39.4,2.3,5.8,40.8,2.9,3.6,81.0,3.4,2.2,,,,,,
303,Dominique Elliott,F,32,30.8,14.8,5.6,10.3,54.4,0.2,0.5,29.4,3.4,5.3,63.9,8.0,1.5,,,,,,
305,Allonzo Trier,G,27,28.0,14.8,4.5,9.7,46.6,1.5,4.1,36.4,4.3,5.4,79.3,3.3,1.1,,,,,,
306,Jeremy Hollowell,F,30,31.9,14.8,5.1,11.6,43.6,1.2,3.7,33.3,3.4,4.2,81.0,4.9,1.7,,,,,,
307,Malcolm McMillan,G,33,34.3,14.7,4.0,9.5,42.2,1.2,3.8,32.3,5.5,6.6,83.0,3.1,4.1,,,,,,
307,Patrick McCaw,G,33,33.7,14.7,5.1,10.9,46.5,2.1,5.6,36.6,2.5,3.2,77.4,5.1,3.9,Yes,38.0,2016.0,Yes,38.0,2016.0
309,Dorian Finney-Smith,F,36,31.8,14.7,4.7,10.8,43.7,2.0,5.4,36.8,3.4,4.6,73.3,8.3,2.1,,,,,,
310,J-Mychal Reese,G,32,33.5,14.7,5.1,12.2,42.1,1.2,3.9,30.6,3.3,4.3,76.1,2.9,3.7,,,,,,
310,Xavier Cooks,G,32,27.6,14.7,5.4,10.4,51.8,1.2,3.1,39.4,2.8,3.6,76.5,7.1,1.8,,,,,,
312,Trae Anderson,G,30,23.7,14.7,5.7,11.9,47.9,0.2,1.1,15.6,3.1,4.7,66.2,5.2,1.8,,,,,,
313,Earl Potts Jr,F,33,31.9,14.7,5.5,10.9,50.3,2.0,5.0,40.0,1.7,2.4,72.2,6.3,1.4,,,,,,
314,Kris Yanku,G,29,31.3,14.7,4.1,11.6,35.4,0.8,2.4,33.8,5.7,6.9,82.0,5.4,4.8,,,,,,
315,Bryce Pressley,G,32,31.4,14.7,5.3,11.4,46.7,2.0,5.1,38.4,2.1,2.8,75.3,4.6,2.4,,,,,,
316,Seth Allen,G,35,28.1,14.7,4.3,10.9,39.4,1.3,4.5,28.0,4.9,6.3,77.6,3.0,2.5,,,,,,
317,ShawnDre' Jones,G,32,34.7,14.7,4.9,11.3,43.3,1.9,4.8,39.2,3.0,3.6,82.6,2.3,3.6,,,,,,
318,Kevin Little,G,23,27.6,14.7,5.2,13.7,37.9,2.7,7.7,34.8,1.6,2.0,80.4,2.2,2.6,,,,,,
319,Jaylen Brown,F,34,27.6,14.6,4.8,11.1,43.1,0.9,3.0,29.4,4.2,6.4,65.4,5.4,2.0,Yes,3.0,2016.0,Yes,3.0,2016.0
320,Tahjere McCall,G,31,30.1,14.6,4.5,9.8,45.5,0.6,2.3,27.8,5.1,6.7,75.6,5.1,3.0,,,,,,
321,B.J. Tyson,G,32,33.5,14.6,5.4,12.9,42.0,1.4,4.7,29.3,2.4,3.3,73.6,4.4,2.6,,,,,,
322,Ryan Rhoomes,F,31,31.7,14.6,6.0,9.3,64.7,0.0,0.0,0.0,2.5,4.3,58.6,9.7,1.4,,,,,,
322,Christian Kessee,G,31,32.5,14.6,4.8,12.4,39.0,2.8,7.2,39.5,2.1,2.6,80.0,2.5,1.9,,,,,,
324,Phil Valenti,F,33,31.4,14.6,5.2,11.1,46.4,1.4,3.7,38.8,2.8,3.7,77.0,6.1,2.0,,,,,,
325,Brenton Scott,G,32,30.3,14.6,4.9,12.3,40.3,2.4,6.2,38.4,2.3,3.0,77.1,4.1,1.4,,,,,,
326,Deckie Johnson,G,31,32.5,14.5,4.5,11.6,38.8,2.4,7.1,33.2,3.2,4.0,79.0,4.5,2.2,,,,,,
327,Kourtlin Jackson,G,28,27.9,14.5,4.4,9.8,45.3,2.0,4.6,43.4,3.7,4.8,76.9,4.6,1.3,,,,,,
328,Nick Mayo,F,31,29.8,14.5,5.8,9.5,60.7,0.5,0.9,55.6,2.5,3.1,80.2,4.9,1.1,,,,,,
329,Braxton Ogbueze,G,33,34.3,14.5,4.8,11.6,41.8,3.3,7.7,42.7,1.5,2.0,75.8,2.3,2.6,,,,,,
330,Jabarie Hinds,F,32,29.6,14.5,5.5,12.0,46.0,1.5,4.1,36.9,2.0,2.7,73.6,2.3,3.0,,,,,,
330,Justin Roberson,G,34,33.2,14.5,5.4,11.3,47.4,1.2,3.0,41.6,2.6,3.7,68.5,4.7,2.7,,,,,,
332,Michael Carrera,F,32,27.8,14.5,4.5,10.1,44.9,1.6,3.9,40.5,3.8,5.1,75.3,7.7,1.3,,,,,,
333,Bryn Forbes,G,35,28.0,14.4,4.7,9.8,48.1,3.2,6.7,48.1,1.8,2.1,84.0,2.1,1.5,,,,,,
334,Giddy Potts,G,29,28.0,14.4,4.8,9.7,49.3,2.7,5.4,50.6,2.1,2.8,76.2,5.2,1.2,,,,,,
335,Jason McManamen,G,32,34.6,14.4,4.4,9.4,46.4,3.0,6.7,44.7,2.7,3.5,75.9,3.0,1.5,,,,,,
336,Jamel Artis,F,33,30.0,14.4,5.0,10.6,47.0,1.5,4.1,36.3,2.9,3.7,78.0,4.8,3.0,,,,,,
336,Christen Cunningham,G,33,33.8,14.4,4.9,10.8,45.1,0.6,2.1,27.1,4.1,4.9,82.7,2.8,3.9,,,,,,
338,Geno Luzcando,G,31,30.6,14.4,4.9,9.7,50.3,1.2,3.3,35.9,3.5,4.8,71.3,4.1,1.3,,,,,,
339,Patrick Cole,G,24,30.3,14.4,4.3,11.2,38.3,1.1,3.6,31.4,4.7,6.3,74.2,4.5,3.2,,,,,,
340,Jaden Jackson,G,30,33.5,14.4,5.1,12.4,41.5,2.0,5.3,37.5,2.1,2.6,81.8,2.5,2.5,,,,,,
341,Louis Dabney,G,33,33.0,14.4,4.6,12.5,37.0,1.6,5.2,31.2,3.5,4.4,79.2,3.0,2.2,,,,,,
342,Malcolm Bernard,G,28,32.4,14.4,4.5,10.7,42.1,0.4,2.0,21.1,4.9,7.5,66.0,7.1,4.3,,,,,,
343,Khalil Ahmad,G,30,27.3,14.3,4.6,10.8,42.9,1.2,3.7,32.7,3.8,5.0,77.2,4.4,1.6,,,,,,
344,Anton Wilson,G,31,32.3,14.3,4.4,10.1,43.6,2.8,6.5,42.8,2.7,3.0,89.2,3.9,2.2,,,,,,
345,Marcel Davis,G,30,33.4,14.3,4.9,11.0,44.2,1.3,3.7,36.0,3.2,4.5,71.6,5.6,5.1,,,,,,
346,Ryan Taylor,F,33,26.7,14.2,5.1,9.2,55.4,0.7,2.0,32.8,3.4,5.2,64.7,6.6,3.0,,,,,,
347,Jahad Thomas,G,29,29.8,14.2,6.1,10.4,58.6,0.0,0.1,25.0,2.0,4.0,50.4,7.4,3.4,,,,,,
348,Shaq Goodwin,F,34,28.6,14.2,4.8,9.9,47.9,0.1,0.4,25.0,4.6,6.4,72.7,7.3,1.4,,,,,,
348,Torrion Brummitt,F,34,28.1,14.2,5.4,10.6,50.8,0.3,1.3,20.5,3.1,5.0,62.6,7.4,1.4,,,,,,
348,Aurimas Majauskas,F,34,23.8,14.2,4.6,8.5,54.9,0.5,1.7,29.8,4.4,5.6,79.5,5.6,1.6,,,,,,
351,Jeffery Moss,F,31,35.7,14.2,4.7,10.8,43.5,2.6,6.2,41.5,2.2,2.8,78.4,4.0,2.0,,,,,,
351,Jordan Washington,F,31,18.7,14.2,5.4,10.5,51.4,0.0,0.0,0.0,3.5,5.8,59.4,6.4,0.4,,,,,,
353,Wes Washpun,G,36,34.5,14.2,4.9,10.5,46.7,0.7,2.5,29.2,3.6,5.1,72.0,4.1,5.3,,,,,,
354,Tra Holder,G,32,31.8,14.2,4.4,11.3,38.7,1.5,4.2,36.6,3.9,5.4,72.7,3.5,3.7,,,,,,
355,Brian Sullivan,G,30,37.1,14.2,4.5,11.9,38.2,3.3,8.1,40.7,1.8,2.2,83.1,3.7,3.4,,,,,,
356,Dakarai Henderson,G,32,29.8,14.2,4.7,12.4,37.9,2.3,6.8,34.2,2.4,3.5,69.0,2.8,1.5,,,,,,
357,Tyrell Nelson,F,33,27.2,14.2,5.5,9.8,55.9,0.2,0.5,29.4,3.0,4.9,61.3,7.6,1.6,,,,,,
358,Aaron Valdes,G,30,30.7,14.1,4.9,10.4,47.1,1.4,4.4,32.3,2.9,4.3,68.0,5.5,2.4,,,,,,
358,Konner Frey,F,30,27.5,14.1,4.7,11.1,42.2,1.5,4.5,33.3,3.2,4.5,72.4,7.1,1.2,,,,,,
360,Patricio Garino,G,38,32.0,14.1,5.3,10.5,51.0,1.5,3.6,43.0,1.9,2.8,68.9,4.2,1.5,,,,,,
361,LaVell Boyd,G,31,32.7,14.1,4.8,11.1,43.2,2.6,6.2,42.0,1.9,2.4,80.8,3.4,2.3,,,,,,
362,Wade Baldwin,G,33,30.4,14.1,4.1,9.6,42.7,1.2,3.1,40.6,4.7,5.9,79.9,4.0,5.2,Yes,17.0,2016.0,Yes,17.0,2016.0
363,Andre Walker,G,30,32.4,14.1,4.3,11.5,37.1,1.5,3.9,38.1,4.1,5.1,80.3,3.4,3.9,,,,,,
364,DeVaughn Akoon-Purcell,C,32,28.0,14.1,4.9,11.4,43.1,0.6,2.3,26.0,3.7,5.2,71.5,4.9,1.9,,,,,,
365,Kassius Robertson,G,33,34.0,14.1,4.6,10.6,43.7,2.6,6.5,40.4,2.2,3.0,73.0,2.8,1.8,,,,,,
365,Gabe Vincent,G,33,32.0,14.1,4.9,12.2,40.6,2.4,6.3,38.5,1.8,2.2,80.8,3.2,2.2,,,,,,
367,Khadeen Carrington,G,34,30.9,14.1,4.8,11.5,41.8,1.6,4.9,33.5,2.9,3.8,75.2,3.1,2.5,,,,,,
368,Maurice Watson Jr,G,35,31.4,14.1,5.1,10.8,47.5,0.5,1.8,29.7,3.3,4.6,71.4,3.4,6.5,,,,,,
369,Malcolm Drumwright,G,24,32.4,14.0,4.9,11.8,41.3,1.3,3.8,34.1,3.0,3.9,77.4,2.6,3.8,,,,,,
370,Rashun Davis,G,31,31.5,14.0,5.0,11.4,44.2,1.3,3.5,35.5,2.7,3.8,71.8,2.9,4.8,,,,,,
370,Ryan Martin,F,31,28.9,14.0,4.3,8.2,52.0,0.5,1.8,29.8,5.0,6.4,78.2,8.2,1.2,,,,,,
