RK,Unnamed: 1,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,Unnamed: 17,Unnamed: 18,2016,Drafted?,Draft Pick,Draft Year
58,Trey Davis,G,32,34.0,18.7,5.8,14.7,39.1,2.6,7.1,36.6,4.6,5.3,87.6,4.6,3.2,,,,,,
58,Keon Johnson,G,32,34.4,18.7,5.6,12.3,45.2,2.4,6.2,39.4,5.2,6.2,83.3,4.2,2.5,Yes,21.0,2021.0,,,
60,Jaron Blossomgame,F,31,34.2,18.7,6.5,12.6,51.3,1.5,3.3,44.6,4.3,5.5,78.2,6.7,1.5,Yes,59.0,2017.0,,,
61,Frank Eaves,G,31,31.1,18.7,5.5,14.4,38.1,2.7,7.0,38.4,5.0,6.2,81.7,3.7,2.2,,,,,,
61,Kendrick Ray,G,31,34.2,18.7,6.9,14.2,48.5,1.3,3.7,36.0,3.5,5.0,71.4,5.6,2.8,,,,,,
63,Jimmy Gavin,G,32,33.8,18.7,6.1,12.8,47.8,2.9,7.2,41.0,3.5,4.2,82.8,2.9,3.0,,,,,,
64,Yonel Brown,G,31,38.8,18.6,6.4,15.4,41.4,2.5,7.0,36.4,3.3,4.2,79.2,3.4,2.5,,,,,,
64,Tyler Hall,G,31,32.0,18.6,6.5,14.3,45.7,3.1,7.2,43.0,2.5,2.9,86.7,5.3,1.6,,,,,,
66,Marcus Romain,G,30,28.9,18.6,6.3,14.3,43.8,1.0,2.9,34.1,5.1,6.7,76.0,5.4,2.4,,,,,,
67,Kori Babineaux,G,32,36.3,18.6,8.0,17.2,46.8,0.3,1.0,27.3,2.2,3.5,62.8,4.8,3.8,,,,,,
68,Ge'Lawn Guyn,G,35,32.6,18.5,6.3,14.5,43.2,2.7,6.4,42.2,3.3,4.4,75.2,4.0,1.9,,,,,,
69,Chris Clemons,G,30,32.2,18.5,6.2,14.6,42.4,3.1,8.2,37.4,3.1,3.6,84.4,3.7,1.8,,,,,,
70,Micah Mason,G,33,35.7,18.4,6.3,13.4,46.9,3.6,8.5,42.3,2.3,2.8,83.5,3.1,4.5,,,,,,
71,Majok Deng,F,31,36.3,18.4,6.2,13.0,47.9,1.9,5.1,37.6,4.1,5.0,81.3,7.0,1.9,,,,,,
72,Paris Bass,G,24,29.8,18.4,6.6,14.3,46.5,0.9,2.8,32.4,4.3,6.2,68.5,8.0,2.1,,,,,,
73,Alec Peters,F,37,32.1,18.4,6.0,11.9,50.5,2.5,5.6,44.0,3.8,4.5,85.0,8.5,1.3,Yes,54.0,2017.0,,,
74,Damon Lynn,G,35,37.8,18.3,5.6,15.0,37.4,3.3,10.0,33.1,3.8,4.6,83.2,3.0,3.3,,,,,,
75,T.J. Cline,F,32,30.0,18.3,7.1,12.7,55.8,1.4,3.7,37.0,2.8,4.3,64.2,5.2,3.8,,,,,,
76,Alec Wintering,G,32,31.6,18.3,5.7,12.8,44.4,1.3,3.4,39.8,5.5,7.1,78.0,3.3,4.9,,,,,,
77,Malcolm Brogdon,G,37,34.1,18.2,6.2,13.6,45.7,2.0,5.2,39.1,3.8,4.2,89.7,4.1,3.1,Yes,36.0,2016.0,Yes,36.0,2016.0
78,Torrance Rowe,G,31,35.5,18.2,5.7,13.9,41.2,2.6,7.6,34.3,4.2,4.8,86.6,2.7,4.4,,,,,,
79,Chase Fischer,G,37,34.0,18.2,5.6,13.8,41.1,3.0,8.2,36.7,3.9,4.7,82.7,2.8,2.1,,,,,,
80,Isaiah Whitehead,G,34,32.3,18.2,5.7,15.1,37.9,2.4,6.5,36.5,4.4,5.8,76.0,3.6,5.1,Yes,42.0,2016.0,Yes,42.0,2016.0
81,Isaiah Miles,F,36,34.4,18.1,6.2,11.8,52.3,1.8,4.7,38.5,3.9,4.4,88.7,8.1,0.9,,,,,,
82,Thomas Walkup,G,34,29.5,18.1,6.4,10.9,58.8,0.3,1.1,25.6,5.0,6.1,81.8,6.9,4.5,,,,,,
83,Reginald Johnson Jr,G,32,36.0,18.1,6.0,16.2,37.0,1.7,5.8,29.2,4.4,6.1,72.2,3.6,4.0,,,,,,
84,Malcolm Hill,G,34,35.1,18.1,5.6,12.9,43.6,1.1,3.5,31.4,5.7,6.9,82.1,6.6,3.3,,,,,,
85,Michael Bryson,G,32,33.8,18.0,6.3,13.2,47.8,2.3,5.9,38.3,3.2,3.8,82.1,6.4,2.4,,,,,,
85,Thomas Wilder,G,32,31.8,18.0,5.4,12.7,42.5,1.4,3.6,39.1,5.9,7.4,79.0,4.2,3.1,,,,,,
87,Rodney Pryor,G,29,32.1,18.0,6.1,14.1,43.4,1.7,5.8,29.0,4.0,4.7,86.0,8.0,1.7,,,,,,
88,Devin Patterson,G,32,32.7,18.0,5.7,13.3,42.7,1.8,5.1,34.8,4.9,6.1,80.4,2.5,3.2,,,,,,
88,Ryan Bowie,G,32,34.6,18.0,5.9,13.3,44.2,2.5,6.3,40.3,3.7,4.8,77.6,6.6,1.6,,,,,,
90,Jeremy Senglin,G,35,35.0,17.9,6.1,12.5,48.7,3.0,7.0,43.3,2.7,4.4,61.7,3.6,2.8,,,,,,
91,Derrick Colter,G,34,35.9,17.9,5.7,14.1,40.3,2.4,6.9,34.3,4.2,5.1,82.7,3.6,4.6,,,,,,
92,David Walker,G,33,38.3,17.9,5.4,12.1,44.9,2.9,7.1,41.3,4.1,4.8,86.6,3.8,4.0,,,,,,
93,Jarelle Reischel,G,30,31.4,17.9,5.5,11.3,48.7,1.3,3.5,38.1,5.6,7.1,78.4,6.8,3.2,,,,,,
93,Jaylen Adams,G,30,37.5,17.9,5.0,11.2,44.5,2.8,6.4,43.8,5.1,5.8,87.4,3.7,5.0,,,,,,
95,Garret Covington,G,27,33.7,17.9,5.9,13.3,44.4,2.9,6.7,42.3,3.3,4.1,79.3,4.1,2.0,,,,,,
96,Juan'ya Green,G,34,37.7,17.8,5.1,12.8,39.8,2.0,5.5,36.2,5.6,7.1,80.0,4.4,7.1,,,,,,
97,Omar Prewitt,F,31,32.2,17.8,6.1,12.3,49.3,1.4,3.8,36.4,4.3,6.1,70.4,5.2,2.5,,,,,,
98,Tookie Brown,G,31,30.8,17.8,5.7,13.2,43.4,1.6,4.3,37.3,4.7,5.8,81.2,3.2,3.4,,,,,,
99,Kory Holden,G,30,36.3,17.7,6.0,15.3,39.4,2.3,5.9,38.8,3.4,4.2,79.5,3.0,4.2,,,,,,
100,Tim Kempton,C,29,29.8,17.7,6.3,11.3,55.5,0.2,0.6,31.3,5.0,6.6,75.5,9.5,1.4,,,,,,
101,Evan Boudreaux,F,27,32.1,17.7,5.7,12.6,45.5,1.0,2.6,40.6,5.2,6.3,82.8,9.4,1.1,,,,,,
102,Evan Bradds,F,32,30.6,17.6,6.6,9.2,71.2,0.1,0.3,37.5,4.4,6.3,70.5,9.2,2.2,,,,,,
102,Jonathan Williams,G,32,30.9,17.6,6.5,14.2,45.6,2.2,5.8,37.6,2.5,3.6,69.6,3.0,2.8,,,,,,
104,Eric Eaves,G,34,28.3,17.6,5.8,11.1,52.1,0.8,2.1,36.1,5.3,6.9,76.3,2.8,1.9,,,,,,
105,Domantas Sabonis,F,36,31.8,17.6,6.6,10.9,61.1,0.1,0.4,35.7,4.2,5.4,76.9,11.8,1.8,Yes,11.0,2016.0,Yes,11.0,2016.0
106,Retin Obasohan,G,33,32.3,17.6,5.8,12.4,47.1,1.5,3.9,37.2,4.4,6.3,69.9,3.8,2.6,,,,,,
107,Michael Gbinije,F,37,37.9,17.5,6.1,13.2,46.1,2.5,6.3,39.1,2.9,4.3,66.3,4.1,4.3,Yes,49.0,2016.0,Yes,49.0,2016.0
108,Anthony Odunsi,G,33,28.8,17.5,4.7,9.8,47.5,0.4,1.2,33.3,7.7,9.2,83.9,4.5,3.7,,,,,,
109,DeAndre' Bembry,F,36,37.3,17.4,6.6,13.8,47.9,0.9,3.6,26.6,3.3,4.9,65.7,7.8,4.5,Yes,21.0,2016.0,Yes,21.0,2016.0
110,Nick Faust,G,35,30.9,17.4,5.9,13.5,43.5,2.5,6.7,36.6,3.2,4.7,68.5,6.1,2.2,,,,,,
111,Melvin Johnson,G,36,31.5,17.4,6.2,14.9,41.7,3.1,8.0,38.1,1.9,2.4,81.4,2.6,2.2,,,,,,
112,Yogi Ferrell,G,35,34.7,17.3,5.6,12.2,45.8,2.3,5.4,42.0,3.9,4.7,82.9,3.8,5.6,,,,,,
113,Brandon Ingram,SF,36,34.6,17.3,5.9,13.4,44.2,2.2,5.4,41.0,3.2,4.7,68.2,6.8,2.0,Yes,2.0,2016.0,Yes,2.0,2016.0
114,Tyler Ulis,G,35,36.8,17.3,5.5,12.6,43.4,1.6,4.6,34.4,4.8,5.6,85.6,3.0,7.0,Yes,34.0,2016.0,Yes,34.0,2016.0
115,Carrington Love,G,36,32.6,17.3,5.7,13.5,42.1,2.4,6.8,34.7,3.6,6.1,59.6,2.7,3.6,,,,,,
116,Devin Carter,G,31,35.7,17.3,5.9,12.9,45.8,2.8,6.8,41.7,2.6,3.8,70.1,4.4,1.9,,,,,,
117,Ron Curry,G,31,33.4,17.3,5.4,12.2,44.2,2.3,6.3,37.1,4.2,5.6,74.6,4.1,3.6,,,,,,
118,Jake White,F,32,25.9,17.3,6.2,10.8,56.8,0.7,1.3,51.2,4.3,5.3,81.0,6.2,0.3,,,,,,
118,Terry Allen,F,32,33.3,17.3,6.0,12.3,49.2,0.8,2.4,30.8,4.4,6.1,72.8,7.7,2.2,,,,,,
120,Chris Hass,G,30,31.5,17.2,5.4,12.8,42.3,2.0,6.1,33.0,4.4,5.3,82.9,4.0,1.6,,,,,,
121,Jakob Poeltl,F,36,30.4,17.2,6.3,9.8,64.6,0.0,0.0,0.0,4.6,6.6,68.9,9.1,1.9,Yes,9.0,2016.0,Yes,9.0,2016.0
122,Shane Richards,F,31,36.3,17.2,5.0,12.8,38.7,2.5,6.9,36.3,4.7,5.5,85.9,3.8,1.7,,,,,,
123,Joel Bolomboy,F,33,31.6,17.1,5.8,10.2,57.3,0.6,1.7,36.4,4.8,6.9,69.7,12.6,1.1,Yes,52.0,2016.0,Yes,52.0,2016.0
124,Antonio Campbell,F,35,28.9,17.1,6.8,12.1,56.0,1.2,3.3,36.8,2.3,3.2,73.0,10.2,0.7,,,,,,
125,Robert Hatter,G,24,28.2,17.1,6.0,14.5,41.4,1.7,5.0,33.1,3.4,4.8,70.7,3.2,3.5,,,,,,
126,Stephen Croone,G,33,30.3,17.1,4.9,11.4,42.8,1.4,5.2,27.3,5.9,7.7,76.7,3.5,2.5,,,,,,
127,Marc-Eddy Norelia,F,35,32.8,17.1,6.7,12.3,54.5,0.0,0.1,0.0,3.7,5.5,67.2,9.3,1.3,,,,,,
128,Quinton Chievous,G,27,34.1,17.0,6.9,12.0,56.9,0.7,2.2,30.5,2.7,5.5,48.3,10.7,2.0,,,,,,
129,Javontae Hawkins,G,30,28.9,17.0,6.1,12.1,50.1,1.1,3.3,33.3,3.8,5.0,76.5,4.8,2.1,,,,,,
130,Mike Brown,G,34,34.4,17.0,5.5,13.7,40.3,1.3,4.1,31.9,4.7,5.8,80.3,5.9,3.2,,,,,,
131,Henry Ellenson,F,33,33.5,17.0,5.9,13.2,44.6,0.9,3.2,28.8,4.3,5.8,74.9,9.7,1.8,Yes,18.0,2016.0,Yes,18.0,2016.0
132,Brice Johnson,F,40,28.0,17.0,6.7,10.9,61.4,0.0,0.0,0.0,3.6,4.6,78.3,10.4,1.5,Yes,25.0,2016.0,Yes,25.0,2016.0
133,Marcus Colbert,G,31,33.5,16.9,6.1,14.4,42.2,1.7,4.9,35.1,3.1,4.2,73.1,3.1,5.1,,,,,,
134,Tim Derksen,G,30,32.6,16.9,5.9,11.9,49.4,1.7,3.8,44.2,3.4,4.7,73.0,6.9,2.0,,,,,,
135,Josh Robinson,G,36,34.1,16.9,5.1,12.8,40.1,2.0,5.9,34.1,4.6,5.5,83.4,3.1,2.6,,,,,,
136,Maodo Lo,G,35,32.7,16.9,6.1,13.3,45.4,2.7,7.3,37.4,2.0,2.9,70.3,3.9,2.9,,,,,,
137,Perry Ellis,F,38,30.3,16.9,6.2,11.7,53.1,0.7,1.7,43.8,3.7,4.7,78.5,5.8,1.3,,,,,,
138,J.J. Frazier,G,34,32.1,16.9,5.0,12.1,41.0,2.2,5.8,38.6,4.7,5.7,82.4,4.6,4.4,,,,,,
139,Tim Williams,F,32,33.7,16.8,6.7,11.1,60.4,0.0,0.0,0.0,3.4,5.1,66.9,7.4,1.0,,,,,,
140,Devin Martin,G,30,32.9,16.8,5.8,13.7,42.4,2.2,6.2,36.0,3.0,4.0,75.6,4.6,2.1,,,,,,
141,Isaac Hamilton,G,32,35.3,16.8,6.4,13.6,47.2,1.9,5.0,37.7,2.1,2.6,80.5,4.2,3.3,,,,,,
142,Wesley Person,G,31,35.1,16.8,5.5,13.0,42.4,3.1,8.3,37.4,2.7,3.5,76.1,3.5,1.5,,,,,,
143,Tyler Cavanaugh,F,38,30.4,16.8,5.5,10.9,50.5,1.4,3.3,41.7,4.4,5.3,82.7,7.6,1.2,,,,,,
144,Reed Timmer,G,31,33.1,16.8,5.4,11.6,46.2,1.3,3.2,40.4,4.8,5.9,81.3,3.6,2.5,,,,,,
145,Shavon Shields,F,30,30.7,16.8,6.0,12.8,47.0,0.9,2.6,36.4,3.8,4.9,76.9,5.1,2.7,,,,,,
146,Dion Wright,F,31,37.1,16.7,6.4,13.7,46.7,0.8,2.5,31.6,3.1,3.9,79.5,9.1,1.2,,,,,,
146,Marcus Gilbert,F,31,32.9,16.7,5.3,12.4,42.9,2.5,6.7,37.3,3.6,4.6,78.2,5.2,1.5,,,,,,
148,Egor Koulechov,G,32,34.4,16.7,5.5,13.1,41.7,2.5,7.3,34.2,3.3,3.8,86.1,7.0,1.4,,,,,,
149,Dillon Brooks,SF,38,32.8,16.7,6.1,12.9,47.0,1.3,3.7,33.8,3.3,4.1,80.6,5.4,3.1,Yes,45.0,2017.0,,,
150,Marcus Georges-Hunt,G,36,32.4,16.7,4.9,10.9,45.4,1.1,3.3,34.2,5.7,6.9,82.3,3.4,3.3,,,,,,
151,Rashawn Thomas,F,33,26.4,16.6,6.2,11.3,55.2,0.1,0.5,25.0,4.0,5.8,69.1,8.0,1.1,,,,,,
152,Jerome Frink,F,31,33.0,16.6,6.4,12.6,50.3,1.2,3.2,37.8,2.7,4.0,66.9,8.9,1.3,,,,,,
153,Adrian Rodgers,G,35,32.3,16.6,5.7,14.1,40.9,2.3,6.2,36.7,2.8,3.5,79.0,5.4,1.3,,,,,,
154,Lamond Murray Jr,G,32,31.7,16.6,6.5,13.8,46.8,1.0,2.5,39.2,2.7,3.5,75.9,5.4,0.9,,,,,,
155,Adom Jacko,F,25,27.3,16.6,6.8,12.2,55.7,0.0,0.1,50.0,2.9,4.0,73.0,6.4,0.6,,,,,,
156,Andrew White,G,34,29.7,16.6,5.7,11.9,48.1,2.6,6.2,41.2,2.5,3.3,77.5,5.9,0.6,,,,,,
157,Keron Deshields,G,30,32.8,16.5,5.5,12.8,43.3,1.6,4.4,36.1,3.9,5.2,74.4,3.3,3.0,,,,,,
158,Dusty Hannahs,G,32,27.1,16.5,5.4,11.9,45.8,2.5,5.8,43.3,3.1,3.6,87.0,2.4,0.9,,,,,,
159,Joshua Braun,G,34,30.7,16.5,4.2,9.6,43.6,2.1,5.5,39.2,6.0,6.9,86.8,5.2,1.1,,,,,,
159,Yante Maten,F,34,30.1,16.5,6.2,12.6,49.6,0.2,0.4,53.3,3.8,4.9,78.3,8.0,0.8,,,,,,
161,Chris Fowler,G,26,36.3,16.5,5.5,12.0,46.0,0.8,2.7,31.4,4.6,5.8,80.0,4.0,5.9,,,,,,
162,Quincy Ford,F,29,34.8,16.4,5.4,13.3,40.9,2.2,6.4,34.8,3.3,4.4,74.4,7.0,2.6,,,,,,
163,Craig Bradshaw,G,32,32.3,16.4,5.5,12.5,44.1,2.7,7.3,37.0,2.7,3.7,73.7,3.9,3.2,,,,,,
164,Kris Dunn,G,33,33.0,16.4,5.6,12.5,44.8,1.3,3.4,37.2,4.0,5.8,69.5,5.3,6.2,Yes,5.0,2016.0,Yes,5.0,2016.0
165,Venky Jois,F,32,33.1,16.4,6.9,10.1,67.9,0.0,0.0,0.0,2.7,5.7,47.0,8.7,2.5,,,,,,
166,Antwan Scott,G,33,30.5,16.4,5.2,12.2,42.8,2.9,7.0,41.6,3.0,3.9,76.2,4.3,2.1,,,,,,
167,Jimmy Hall,F,32,30.1,16.4,6.6,13.6,48.8,0.2,0.6,30.0,2.9,4.2,70.1,7.9,2.3,,,,,,
168,Josh Scott,F,32,30.6,16.3,5.8,11.0,53.1,0.1,0.3,33.3,4.6,6.1,74.9,8.8,1.8,,,,,,
169,Braylon Rayson,G,32,32.0,16.3,5.7,13.5,41.8,2.5,6.6,38.4,2.5,3.0,82.3,3.7,1.7,,,,,,
170,Darell Combs,G,31,30.5,16.3,5.3,12.5,42.7,1.9,4.5,41.7,3.8,5.0,75.5,2.3,2.2,,,,,,
171,Sheldon Mac,G,35,32.9,16.3,5.1,10.0,50.4,1.6,3.9,40.6,4.6,5.5,83.8,3.2,1.6,,,,,,
172,Derick Newton,F,34,31.3,16.3,5.0,11.3,44.5,1.7,3.6,46.7,4.5,5.5,82.8,5.9,1.4,,,,,,
173,Brandon Taylor,F,32,32.3,16.3,5.9,13.6,43.3,1.6,4.4,35.9,2.9,4.0,72.7,6.5,1.6,,,,,,
173,Nick Emery,G,36,31.4,16.3,5.6,13.3,42.5,2.7,7.0,38.3,2.3,2.7,85.4,3.5,2.5,,,,,,
175,Kellen Dunham,G,33,32.4,16.2,5.0,11.5,43.8,2.6,6.2,42.9,3.5,4.2,84.1,2.5,1.5,,,,,,
176,Kyle Hittle,F,29,33.4,16.2,5.4,11.3,48.2,2.5,5.9,42.1,2.8,3.9,73.2,5.9,2.3,,,,,,
177,Erik McCree,F,30,31.8,16.2,5.5,12.4,44.2,1.6,4.6,34.8,3.6,5.0,71.5,7.4,1.3,,,,,,
177,Jaylen Franklin,G,30,29.4,16.2,5.9,11.4,51.3,0.3,0.9,28.6,4.2,6.9,61.2,3.8,2.7,,,,,,
179,Martin Hermannsson,G,31,36.2,16.2,5.0,10.8,45.8,1.2,3.2,36.0,5.1,5.7,88.2,4.4,4.7,,,,,,
180,Derrick Henry,G,32,26.2,16.2,4.8,11.2,42.5,1.3,4.4,29.3,5.4,6.8,78.9,4.1,1.3,,,,,,
181,D'Vauntes Smith-Rivera,G,33,35.4,16.2,5.2,12.6,41.3,2.2,6.7,33.0,3.5,4.3,81.1,3.6,4.5,,,,,,
181,Chris Flemmings,G,33,31.9,16.2,5.5,10.7,51.0,1.7,4.8,36.3,3.5,4.3,81.1,5.8,1.6,,,,,,
183,Dejounte Murray,G,34,33.5,16.1,5.9,14.3,41.6,1.0,3.5,28.8,3.2,4.9,66.3,6.0,4.4,Yes,29.0,2016.0,Yes,29.0,2016.0
