RK,NAME,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,Unnamed: 17,Unnamed: 18,2007,Drafted?,Draft Pick,Draft Year
480,Ernest Little,F,22,28.6,13.0,5.1,9.6,53.3,0.0,0.0,0.0,2.7,4.9,55.1,9.4,0.6,,,,,,
481,Carl Elliott,G,32,34.5,12.9,4.5,11.0,40.6,0.7,2.6,27.4,3.3,4.2,78.4,5.0,4.8,,,,,,
482,Majak Kou,G,31,29.4,12.9,4.8,10.4,46.4,1.3,4.1,31.5,2.0,2.8,71.6,4.0,1.3,,,,,,
482,Gerald Robinson,F,31,24.4,12.9,4.3,10.2,42.3,1.5,4.1,35.9,2.8,4.5,63.0,6.1,0.7,,,,,,
484,Reggie McIntyre,F,30,30.8,12.9,4.4,9.6,45.5,0.2,0.9,23.1,4.0,5.6,71.9,6.2,1.5,,,,,,
485,Johwen Villegas,G,29,30.7,12.9,4.8,11.4,41.9,1.9,5.7,32.5,1.5,2.4,62.3,4.7,1.4,,,,,,
486,Lorenzo Miles,G,34,34.3,12.9,4.1,10.5,38.8,1.8,5.3,34.1,3.0,4.2,70.8,3.5,3.5,,,,,,
487,J.R. Blount,G,32,31.8,12.9,4.0,9.7,40.8,1.0,3.0,34.7,3.9,5.5,72.0,3.6,2.2,,,,,,
488,Steve Barnes,G,30,36.2,12.9,4.4,9.9,44.6,1.7,4.5,38.1,2.3,2.6,88.6,3.1,5.7,,,,,,
488,Chad McKenzie,F,30,34.1,12.9,4.9,12.1,40.2,0.4,1.9,20.7,2.8,3.7,75.5,7.0,2.4,,,,,,
490,Roy Hibbert,C,37,26.4,12.9,5.0,7.5,67.1,0.0,0.0,0.0,2.8,4.1,68.6,6.9,1.1,Yes,17.0,2008.0,,,
491,James Parlow,G,27,32.3,12.9,4.5,9.9,45.5,3.1,6.7,47.2,0.7,1.1,63.3,4.3,1.0,,,,,,
492,Erik Kangas,G,33,30.4,12.9,4.4,10.0,44.1,3.3,7.7,43.1,0.8,0.9,83.9,2.4,1.4,,,,,,
493,Calvin Brown,C,30,32.1,12.9,5.1,7.8,65.2,0.0,0.0,0.0,2.7,4.7,58.6,7.6,1.2,,,,,,
494,Melvin Smith,G,29,33.2,12.9,5.1,12.4,41.3,0.5,1.7,31.3,2.1,3.2,65.2,3.2,2.3,,,,,,
495,McHugh Mattis,F,30,32.9,12.8,5.0,9.1,55.3,0.0,0.0,0.0,2.8,4.6,60.6,7.2,1.7,,,,,,
495,Dee Ayuba,F,24,27.1,12.8,5.0,10.4,48.6,0.0,0.3,0.0,2.8,4.0,68.0,5.0,1.9,,,,,,
497,Michael Lee,F,29,30.6,12.8,4.7,10.6,44.1,0.3,1.1,27.3,3.2,4.7,68.4,6.2,1.1,,,,,,
498,Tyrone Brazelton,G,33,26.1,12.8,4.0,9.2,43.9,1.2,3.0,39.8,3.6,5.2,69.4,2.3,4.0,,,,,,
499,Antonio McMillion,F,31,35.2,12.8,4.7,11.3,41.8,0.0,0.4,0.0,3.4,5.7,59.7,6.5,1.5,,,,,,
