RK,Unnamed: 1,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,Unnamed: 17,Unnamed: 18,2020,Drafted?,Draft Pick,Draft Year
22,Colbey Ross,G,32,37.7,20.5,6.3,15.8,40.2,2.3,6.6,34.9,5.5,6.4,85.4,4.7,7.2,,,,,,
23,Payton Pritchard,G,31,36.6,20.5,7.0,14.9,46.8,2.8,6.8,41.5,3.7,4.5,82.1,4.3,5.5,Yes,26.0,2020.0,Yes,26.0,2020.0
24,Eugene German,G,31,32.7,20.5,7.3,17.5,41.5,2.4,7.2,33.3,3.5,4.9,71.9,4.1,2.7,,,,,,
25,Quintin Dove,F,29,33.7,20.2,7.3,13.0,56.5,0.7,2.1,32.3,4.8,6.2,78.2,7.9,1.0,,,,,,
26,Daniel Oturu,C,31,33.9,20.1,7.7,13.6,56.3,0.6,1.7,36.5,4.1,5.8,70.7,11.3,1.1,Yes,33.0,2020.0,Yes,33.0,2020.0
27,Obi Toppin,F,31,31.6,20.0,7.9,12.5,63.3,1.0,2.6,39.0,3.2,4.5,70.2,7.5,2.2,Yes,8.0,2020.0,Yes,8.0,2020.0
28,Carlik Jones,G,32,33.0,20.0,6.8,14.0,48.8,1.5,3.6,40.9,4.9,6.1,81.4,5.1,5.5,,,,,,
29,Andrew Kostecka,G,29,31.5,19.9,6.6,13.1,50.4,1.6,4.6,34.8,5.0,6.1,82.5,5.2,2.6,,,,,,
30,Marreon Jackson,G,32,35.3,19.8,6.1,14.9,40.9,3.1,8.4,36.9,4.6,5.6,81.6,4.3,5.4,,,,,,
31,Loren Cristian Jackson,G,31,34.2,19.8,6.3,13.5,46.5,3.0,6.9,42.8,4.4,5.0,87.7,2.7,4.5,,,,,,
32,Terrell Gomez,G,32,37.1,19.8,6.5,14.8,43.9,3.5,7.9,44.0,3.4,3.6,94.8,2.5,2.3,,,,,,
33,Sayeed Pridgett,G,31,36.2,19.8,8.1,15.8,51.1,0.4,1.6,24.5,3.3,4.7,68.7,7.2,3.9,,,,,,
34,Zach Cooks,G,30,37.6,19.7,6.8,16.8,40.5,1.8,5.8,30.5,4.3,5.6,77.8,5.2,2.2,,,,,,
35,John Crosby,G,32,35.2,19.7,6.9,16.1,42.9,1.8,5.7,31.7,4.1,5.3,77.4,5.2,3.3,,,,,,
36,Breein Tyree,G,31,34.6,19.7,6.4,15.0,42.7,2.1,5.7,36.0,4.8,5.8,82.2,3.7,2.5,,,,,,
36,Jayden Gardner,F,31,34.3,19.7,7.2,13.8,52.1,0.1,0.6,20.0,5.2,7.0,73.4,9.2,2.2,,,,,,
36,AJ Green,G,31,34.8,19.7,6.6,15.8,41.6,2.9,7.5,39.1,3.6,3.9,91.7,3.0,3.0,,,,,,
39,Sam Merrill,G,32,35.0,19.7,6.1,13.2,46.1,2.8,6.8,41.0,4.7,5.3,89.3,4.1,3.9,Yes,60.0,2020.0,Yes,60.0,2020.0
40,Raiquan Clark,G,32,35.3,19.5,7.1,14.1,50.1,0.8,2.5,32.1,4.6,6.9,66.4,7.3,1.7,,,,,,
41,Sam Sessoms,G,29,35.7,19.4,7.2,17.3,41.5,2.2,7.0,31.5,2.9,3.5,81.4,5.0,4.8,,,,,,
42,Nijal Pearson,G,31,34.9,19.4,6.5,15.4,42.3,2.3,6.6,35.3,4.0,5.2,77.2,5.4,2.5,,,,,,
43,Christian Lutete,G,32,33.7,19.3,6.9,13.3,51.6,2.0,5.4,37.4,3.6,5.2,69.1,7.0,1.6,,,,,,
44,Parker Stewart,G,25,36.2,19.2,6.3,15.2,41.2,2.8,8.2,34.8,3.8,5.0,76.6,4.6,3.8,,,,,,
45,Jibri Blount,F,31,36.8,19.1,7.0,13.3,52.5,0.7,2.3,31.9,4.4,6.2,71.2,9.3,1.6,,,,,,
45,Remy Martin,G,31,33.8,19.1,6.6,15.2,43.2,2.0,6.1,33.5,3.9,5.1,77.2,3.1,4.1,,,,,,
47,Anthony Edwards,SG,32,33.0,19.1,6.3,15.8,40.2,2.3,7.7,29.4,4.1,5.3,77.2,5.2,2.8,Yes,1.0,2020.0,Yes,1.0,2020.0
48,Elijah Hughes,F,32,36.7,19.0,6.2,14.5,42.6,2.4,7.2,34.1,4.2,5.2,81.3,4.9,3.4,Yes,39.0,2020.0,Yes,39.0,2020.0
49,Javon Freeman-Liberty,G,33,33.2,19.0,6.9,15.8,43.6,1.5,5.4,28.7,3.7,5.0,75.0,6.1,3.2,,,,,,
50,Matt Lewis,G,30,35.6,19.0,6.0,14.6,41.0,2.7,7.2,37.3,4.3,6.0,71.5,5.5,3.4,,,,,,
51,Ian DuBose,C,29,33.2,19.0,6.0,13.8,43.9,1.6,4.8,32.6,5.3,6.9,77.5,7.3,3.8,,,,,,
52,Fatts Russell,G,30,35.7,18.8,6.0,15.5,38.8,2.0,5.6,35.7,4.8,5.9,82.4,3.4,4.6,,,,,,
53,Isaiah Blackmon,G,30,34.0,18.8,6.3,14.0,44.9,2.7,6.6,41.2,3.5,4.2,83.2,5.3,1.5,,,,,,
54,Justin Turner,G,25,32.3,18.8,6.3,14.8,42.7,1.6,4.3,36.1,4.6,5.4,85.1,4.6,2.5,,,,,,
55,E.J. Crawford,G,28,36.9,18.8,6.2,13.3,46.6,1.2,3.8,31.1,5.2,6.2,83.9,5.3,1.8,,,,,,
55,Keaton Wallace,G,32,34.8,18.8,6.4,16.2,39.5,2.9,8.2,35.1,3.1,3.9,80.6,4.5,3.1,,,,,,
57,Marlon Stewart,G,33,34.2,18.6,5.7,13.2,43.2,1.9,5.4,35.6,5.2,6.7,78.3,5.5,5.1,,,,,,
58,Cassius Winston,G,30,32.7,18.6,6.2,13.8,44.8,2.4,5.6,43.2,3.8,4.5,85.2,2.5,5.9,Yes,53.0,2020.0,Yes,53.0,2020.0
59,Ade Murkey,G,31,32.3,18.6,6.6,13.7,48.1,1.0,2.4,40.0,4.4,6.0,73.1,6.3,2.1,,,,,,
59,Ahsan Asadullah,C,31,29.8,18.6,8.1,15.6,52.0,0.1,0.5,20.0,2.2,4.3,51.9,10.1,3.9,,,,,,
59,Sha'markus Kennedy,ATH,31,31.8,18.6,7.3,10.7,67.9,0.0,0.1,25.0,4.0,5.1,77.8,10.9,1.5,,,,,,
62,Saben Lee,G,32,32.9,18.6,6.3,12.9,48.3,1.2,3.8,32.2,4.8,6.4,75.2,3.5,4.2,Yes,38.0,2020.0,Yes,38.0,2020.0
63,Douglas Wilson,F,29,29.7,18.6,7.7,12.2,62.8,0.0,0.2,0.0,3.2,4.8,66.7,6.4,1.8,,,,,,
64,Charles Williams,G,33,34.2,18.5,6.5,15.7,41.4,1.5,4.8,30.0,4.1,5.8,70.2,4.3,1.2,,,,,,
65,Kira Lewis Jr,G,31,37.6,18.5,6.6,14.5,45.9,1.8,4.9,36.6,3.4,4.2,80.2,4.8,5.2,,,,,,
66,Sa'eed Nelson,G,29,36.2,18.5,7.1,14.6,48.8,0.5,2.3,21.2,3.7,5.7,65.5,5.1,4.7,,,,,,
67,Tres Tinkle,F,31,34.5,18.5,6.1,13.8,44.0,1.6,4.8,34.5,4.7,5.8,81.0,6.8,3.2,,,,,,
68,Marcus Sheffield,G,34,33.3,18.4,6.3,15.0,41.7,2.1,5.2,40.4,3.8,4.6,81.6,5.2,2.8,,,,,,
69,Vinnie Shahid,G,33,33.0,18.4,5.8,13.3,43.3,2.5,6.8,36.7,4.4,5.0,88.4,3.3,3.0,,,,,,
70,Jacob Davison,G,31,31.5,18.4,6.8,15.0,45.4,1.5,4.7,32.7,3.3,4.6,71.1,4.2,2.8,,,,,,
71,CJ Elleby,F,32,33.4,18.4,6.2,15.6,39.6,2.3,6.8,33.9,3.8,4.6,82.3,7.8,1.9,Yes,46.0,2020.0,Yes,46.0,2020.0
71,Jomaru Brown,G,32,29.5,18.4,6.2,16.0,38.6,1.4,4.5,31.5,4.6,6.2,75.1,3.9,2.7,,,,,,
73,Desure Buie,G,34,37.3,18.2,6.2,13.8,44.8,2.2,5.3,41.7,3.6,4.3,84.8,3.7,5.9,,,,,,
74,Obadiah Noel,G,32,35.1,18.2,6.1,12.5,48.6,1.5,3.8,40.0,4.5,6.7,67.4,5.2,2.7,,,,,,
75,Devon Dotson,G,30,34.9,18.1,6.1,13.0,46.8,1.3,4.1,30.9,4.7,5.7,83.0,4.1,4.0,,,,,,
76,Milan Acquaah,G,31,32.6,18.1,5.8,15.5,37.6,2.0,6.3,31.8,4.5,5.3,83.6,4.9,5.8,,,,,,
77,Tyler Hagedorn,F,32,29.8,18.1,6.0,11.1,54.4,2.3,4.4,51.4,3.8,4.6,82.3,6.9,1.7,,,,,,
78,Josh Sharkey,G,30,34.1,18.0,5.6,12.5,44.9,1.4,3.9,34.7,5.4,7.0,77.3,3.7,7.2,,,,,,
78,Jordan Nwora,F,31,33.1,18.0,6.1,13.9,44.0,2.5,6.1,40.2,3.4,4.1,81.3,7.7,1.3,Yes,45.0,2020.0,Yes,45.0,2020.0
78,Elijah Olaniyi,G,28,32.6,18.0,6.1,14.1,43.5,1.9,5.3,36.1,3.8,5.4,70.9,6.5,2.1,,,,,,
81,Bryson Robinson,G,30,33.9,17.9,5.4,13.4,40.4,2.9,8.1,35.8,4.2,4.8,87.4,4.1,2.6,,,,,,
82,Tevin Brown,G,32,37.4,17.9,5.4,12.0,44.7,2.7,6.3,41.9,4.5,6.1,73.7,4.6,3.7,,,,,,
83,Bryson Williams,F,32,31.8,17.8,6.6,13.3,49.9,1.0,2.7,35.6,3.6,4.5,81.1,7.2,0.9,,,,,,
84,Vernon Carey Jr,C,31,24.9,17.8,6.4,11.1,57.7,0.3,0.7,38.1,4.7,7.0,67.0,8.8,1.0,,,,,,
85,Isaiah Miller,G,32,28.4,17.8,7.3,17.3,42.2,0.9,3.7,23.5,2.3,4.2,54.1,5.0,3.1,,,,,,
86,Mason Faulkner,G,31,33.6,17.7,5.3,13.1,40.2,2.0,6.4,31.3,5.2,6.7,78.3,6.0,6.1,,,,,,
87,Brandon Anderson,G,25,35.1,17.7,5.6,15.4,36.4,1.9,6.4,30.0,4.6,5.6,82.1,3.8,3.0,,,,,,
88,Blake Francis,G,25,32.7,17.7,6.1,14.7,41.7,2.6,7.3,36.3,2.8,3.5,80.5,2.2,2.0,,,,,,
89,Tre Mitchell,F,31,30.8,17.7,6.6,13.8,48.1,1.2,3.6,33.0,3.2,4.4,72.8,7.2,1.9,,,,,,
90,Holland Woods,G,32,34.1,17.7,5.7,13.6,41.5,1.5,4.9,30.4,4.8,5.8,84.2,2.5,5.2,,,,,,
90,Phlandrous Fleming Jr,G,32,35.4,17.7,6.5,14.9,43.4,1.4,5.4,25.9,3.3,4.3,77.9,8.7,3.8,,,,,,
92,Lamar Stevens,F,31,31.1,17.6,6.2,14.6,42.3,0.8,3.1,26.3,4.5,6.2,71.9,6.9,2.2,,,,,,
93,Michael Green,G,28,30.8,17.6,6.8,17.1,40.0,1.8,5.6,31.4,2.3,2.9,76.8,2.7,1.7,,,,,,
94,Malachi Flynn,G,32,33.4,17.6,5.8,13.0,44.1,2.4,6.4,37.3,3.8,4.4,85.7,4.5,5.1,Yes,29.0,2020.0,Yes,29.0,2020.0
95,Elijah Pemberton,G,34,36.3,17.6,6.0,13.5,44.8,1.8,4.6,38.0,3.8,4.4,85.4,5.6,1.9,,,,,,
96,Paul Atkinson Jr,F,30,31.8,17.6,6.9,10.9,63.0,0.1,0.4,30.8,3.7,5.6,67.1,7.3,1.5,,,,,,
97,Keith Braxton,G,32,36.1,17.6,6.1,13.2,46.4,1.2,3.7,31.6,4.2,5.0,83.2,7.5,3.8,,,,,,
98,Tommy Funk,G,30,37.1,17.5,6.4,14.3,44.8,2.0,5.7,34.5,2.8,4.1,67.5,4.4,7.1,,,,,,
99,Matt Bradley,G,32,33.2,17.5,5.7,12.9,43.7,2.1,5.4,38.4,4.1,4.7,86.8,4.9,1.5,,,,,,
100,Filip Petrusev,F,33,26.0,17.5,6.3,11.3,56.2,0.1,0.3,18.2,4.7,7.2,65.5,7.9,1.5,,,,,,
101,Kevon Harris,G,31,29.3,17.5,5.4,11.5,46.8,1.9,4.6,41.3,4.8,6.2,77.1,5.7,2.1,,,,,,
102,DeVante' Jones,G,32,32.8,17.4,5.8,11.8,48.8,1.2,3.9,29.6,4.7,5.4,86.7,5.8,5.7,,,,,,
103,Jordyn Adams,G,33,33.2,17.4,5.8,13.9,42.0,1.8,4.8,37.7,3.9,4.9,79.0,3.2,2.1,,,,,,
104,Joe Pridgen,G,30,35.2,17.4,6.9,12.4,55.8,0.4,0.9,42.9,3.1,5.3,58.1,6.8,2.2,,,,,,
105,Reggie Perry,F,31,31.1,17.4,5.9,11.8,50.0,0.7,2.3,32.4,4.8,6.3,76.8,10.1,2.3,Yes,57.0,2020.0,Yes,57.0,2020.0
106,Timmy Allen,F,31,35.6,17.3,6.1,13.8,44.1,0.3,1.2,21.1,4.9,6.7,72.2,7.3,3.0,,,,,,
107,Derrick Alston Jr,G,32,33.0,17.3,5.5,13.4,41.3,2.0,6.1,33.5,4.2,5.2,80.8,5.2,3.1,,,,,,
108,AJ Brodeur,F,27,34.6,17.3,6.9,13.7,50.4,0.6,2.3,27.4,2.9,4.0,71.6,8.9,5.2,,,,,,
109,Justin Forrest,G,32,31.6,17.3,5.4,14.0,38.6,2.1,6.7,31.0,4.4,5.9,74.6,3.2,2.8,,,,,,
110,Mason Peatling,F,31,30.8,17.2,6.7,12.2,55.4,0.7,2.1,32.3,3.1,4.7,64.6,9.1,3.2,,,,,,
111,Markquis Nowell,G,28,33.5,17.2,5.4,12.6,42.7,2.8,7.0,39.1,3.6,4.1,87.9,3.0,4.9,,,,,,
112,Kellan Grady,G,30,35.8,17.2,6.2,13.3,46.3,1.7,4.6,37.0,3.1,3.9,79.7,4.2,2.5,,,,,,
113,JayQuan McCloud,G,33,33.7,17.1,5.2,13.5,38.7,2.2,6.5,33.5,4.5,5.3,85.6,5.1,4.5,,,,,,
114,Kobe Webster,G,26,33.7,17.1,6.7,16.0,41.7,1.9,5.7,33.3,1.9,2.5,78.1,3.2,3.6,,,,,,
115,Seneca Knight,G,31,32.3,17.1,5.2,13.0,40.3,1.6,5.5,29.4,5.0,6.5,77.2,5.7,2.4,,,,,,
116,Jayvon Graves,G,32,34.4,17.1,6.4,15.0,42.6,2.3,6.3,36.0,2.1,3.2,64.7,5.4,2.5,,,,,,
117,Justin Jaworski,G,24,32.3,17.1,5.8,13.0,44.2,2.6,7.2,36.0,3.0,3.5,86.7,2.7,2.8,,,,,,
118,Isaiah Stewart,F,32,32.2,17.0,6.0,10.5,57.0,0.2,0.6,25.0,4.8,6.2,77.4,8.8,0.8,Yes,16.0,2020.0,Yes,16.0,2020.0
119,Tyson Ward,G,33,31.0,16.9,6.2,11.6,53.0,1.0,2.5,41.0,3.6,4.6,77.8,7.2,2.8,,,,,,
120,Michael Flowers,G,32,32.2,16.9,5.4,12.6,42.8,2.1,5.8,36.8,4.1,4.8,84.4,2.9,3.3,,,,,,
121,Ty-Shon Alexander,G,31,34.7,16.9,5.3,12.2,43.1,2.6,6.5,39.9,3.8,4.4,86.0,5.0,2.3,,,,,,
121,Jase Townsend,G,31,33.5,16.9,6.1,13.7,44.1,2.0,5.4,36.9,2.8,3.5,79.6,5.3,2.2,,,,,,
123,Isaiah Joe,G,26,36.2,16.9,5.1,13.8,36.7,3.6,10.6,34.2,3.1,3.5,89.0,4.1,1.7,Yes,49.0,2020.0,Yes,49.0,2020.0
124,Xavier Hill-Mais,F,33,32.0,16.9,6.6,12.8,51.8,0.5,1.8,26.7,3.2,4.6,69.1,8.1,1.9,,,,,,
125,T.J. Atwood,G,32,34.9,16.8,6.6,13.0,50.8,0.6,1.6,37.3,3.0,3.9,76.2,7.0,1.8,,,,,,
125,Garrison Brooks,F,32,34.9,16.8,6.5,12.1,53.5,0.1,0.2,28.6,3.8,6.0,64.1,8.5,2.0,,,,,,
125,Tristan Jarrett,G,32,27.9,16.8,6.1,15.7,38.9,1.5,5.5,26.9,3.2,4.6,69.9,3.3,1.9,,,,,,
128,Naji Marshall,F,31,35.7,16.8,6.1,13.8,44.5,1.4,5.0,28.6,3.2,4.5,71.0,6.3,4.0,,,,,,
129,Jason Preston,G,32,38.1,16.8,6.3,12.3,51.5,1.2,2.8,40.7,3.0,4.1,72.5,6.4,7.4,Yes,33.0,2021.0,,,
130,Djordje Dimitrijevic,G,30,34.3,16.8,5.5,12.9,42.5,2.2,6.1,36.8,3.5,4.2,84.8,4.1,3.7,,,,,,
131,Ahmad Clark,G,32,32.2,16.7,5.4,13.7,39.2,1.5,5.0,30.6,4.4,5.5,81.1,4.9,4.2,,,,,,
132,Samir Doughty,G,31,33.3,16.7,5.0,12.1,41.2,2.0,5.9,33.5,4.8,6.2,76.7,3.9,2.7,,,,,,
132,Skylar Mays,G,31,34.4,16.7,5.5,11.1,49.1,1.6,4.1,39.4,4.2,4.9,85.4,5.0,3.2,Yes,50.0,2020.0,Yes,50.0,2020.0
134,Anthony Lamb,F,33,31.0,16.7,5.6,13.6,41.1,1.6,5.6,29.3,3.9,4.8,81.0,7.1,2.5,,,,,,
134,Jimmy Boeheim,F,21,30.6,16.7,6.1,14.2,43.0,1.5,5.0,29.5,3.0,4.2,71.6,5.6,1.9,,,,,,
134,Rich Kelly,G,30,34.3,16.7,5.3,12.6,42.3,2.7,6.9,39.6,3.3,3.7,89.1,2.5,4.5,,,,,,
137,Stanley Umude,G,32,30.5,16.7,5.9,12.9,45.9,1.1,3.4,33.3,3.7,4.9,74.5,6.3,2.1,,,,,,
138,Harald Frey,G,31,36.1,16.6,4.8,11.7,40.7,2.0,5.8,33.7,5.1,5.9,87.4,4.3,4.6,,,,,,
139,Darius Quisenberry,G,33,31.5,16.6,5.6,13.4,42.2,1.5,5.0,31.1,3.8,4.8,79.2,3.6,4.2,,,,,,
140,Jaylen Minnett,G,32,35.3,16.6,5.5,15.1,36.3,3.6,9.8,36.5,2.1,2.7,77.0,3.1,3.4,,,,,,
141,Taveion Hollingsworth,G,30,34.9,16.6,5.5,11.6,47.1,0.7,2.2,30.8,5.0,5.9,84.3,4.2,2.7,,,,,,
141,Ayo Dosunmu,G,30,33.5,16.6,6.5,13.5,48.4,1.0,3.3,29.6,2.6,3.4,75.5,4.3,3.3,Yes,38.0,2021.0,,,
143,Desmond Bane,G,32,36.0,16.6,6.2,13.6,45.2,2.9,6.5,44.2,1.4,1.8,78.9,6.4,3.9,Yes,30.0,2020.0,Yes,30.0,2020.0
144,Adam Kunkel,G,33,29.8,16.5,5.7,13.2,43.3,2.5,6.5,39.0,2.6,3.2,82.1,2.8,2.6,,,,,,
145,DeVon Baker,G,31,33.0,16.5,6.0,13.2,45.1,1.5,4.5,34.1,3.1,4.0,76.6,2.6,1.5,,,,,,
146,Malik Fitts,F,34,34.2,16.5,5.6,11.9,47.2,1.9,4.6,40.8,3.4,4.2,79.9,7.1,1.2,,,,,,
147,Jonah Radebaugh,G,31,37.7,16.5,6.3,12.6,49.5,1.6,3.7,44.3,2.3,2.9,78.9,6.3,6.5,,,,,,
148,Matt Wilson,F,30,30.8,16.4,7.3,11.8,62.1,0.0,0.0,0.0,1.7,3.2,54.2,8.3,0.8,,,,,,
149,Jordan Lyons,G,32,33.4,16.4,5.1,11.7,43.2,2.4,7.2,33.6,3.8,4.7,82.6,2.7,1.9,,,,,,
149,Taevion Kinsey,G,32,36.0,16.4,6.3,12.8,49.0,0.6,2.3,26.4,3.2,4.7,68.2,5.0,4.2,,,,,,
151,Christian Vital,G,31,32.2,16.4,5.0,12.5,39.8,2.1,6.2,34.6,4.3,4.8,89.9,6.3,2.6,,,,,,
151,Quinton Rose,G,31,33.4,16.4,5.4,14.5,36.8,1.1,4.1,27.0,4.5,5.7,79.2,5.0,3.5,,,,,,
153,Anthony Cowan Jr,G,31,34.7,16.3,4.5,11.5,39.0,1.8,5.6,32.2,5.5,6.8,81.1,3.6,4.7,,,,,,
153,Deion Hammond,G,31,30.0,16.3,5.6,13.6,41.3,2.6,7.4,35.7,2.5,3.1,80.0,2.9,0.9,,,,,,
155,Emmanuel Nzekwesi,F,25,29.4,16.3,6.5,11.7,55.5,0.2,0.6,40.0,3.1,4.3,72.9,9.9,0.8,,,,,,
156,Brian Fobbs,G,32,32.1,16.3,5.6,12.9,43.2,1.7,4.9,34.2,3.4,4.1,83.3,4.9,1.7,,,,,,
157,Cam Davis,G,30,34.7,16.3,5.6,13.7,40.8,2.1,6.4,33.2,2.9,3.9,75.2,2.6,2.5,,,,,,
158,Adam Grant,G,32,33.0,16.3,5.5,13.9,39.4,3.2,8.6,36.7,2.2,3.2,67.0,3.1,2.2,,,,,,
159,Tre Jones,G,29,35.4,16.2,5.6,13.2,42.3,1.3,3.7,36.1,3.7,4.8,77.1,4.2,6.4,Yes,41.0,2020.0,Yes,41.0,2020.0
160,Curtis Cobb,G,25,32.0,16.2,5.8,14.4,40.4,2.9,7.6,37.9,1.8,2.1,84.6,3.3,1.6,,,,,,
161,Kamar Baldwin,G,31,31.6,16.2,6.0,14.4,41.9,1.4,4.3,33.1,2.7,3.2,85.0,4.6,3.3,,,,,,
162,Onyeka Okongwu,C,28,30.6,16.2,6.3,10.1,61.6,0.0,0.1,25.0,3.7,5.1,72.0,8.6,1.1,Yes,6.0,2020.0,Yes,6.0,2020.0
163,Jahlil Tripp,G,33,30.7,16.2,5.8,11.2,51.2,0.2,1.4,15.6,4.5,6.3,71.2,8.9,2.0,,,,,,
164,Michael Ertel,G,29,37.9,16.2,5.7,14.1,40.0,2.0,6.1,33.3,2.9,3.6,79.8,3.3,2.8,,,,,,
165,Kameron Edwards,F,30,32.5,16.2,6.0,13.6,43.8,1.0,3.1,30.9,3.3,4.5,73.9,7.4,1.2,,,,,,
166,John Mooney,F,31,32.7,16.2,6.4,14.0,46.0,1.0,3.4,29.5,2.4,3.7,63.5,12.7,1.7,,,,,,
167,C.J. Jones,G,30,34.3,16.2,5.7,13.2,42.9,2.6,6.5,40.0,2.2,2.6,87.0,2.8,1.1,,,,,,
168,Marcus Zegarowski,G,31,34.6,16.1,5.9,12.0,48.8,2.4,5.7,42.4,2.0,2.6,76.2,3.8,5.0,Yes,49.0,2021.0,,,
169,Saddiq Bey,F,31,33.9,16.1,5.6,11.8,47.7,2.5,5.6,45.1,2.3,2.9,76.9,4.7,2.4,Yes,19.0,2020.0,Yes,19.0,2020.0
170,Zeke Nnaji,F,32,30.7,16.1,5.6,9.8,57.0,0.2,0.5,29.4,4.8,6.3,76.0,8.6,0.8,Yes,22.0,2020.0,Yes,22.0,2020.0
171,Immanuel Quickley,G,30,33.0,16.1,4.6,11.1,41.6,2.1,4.8,42.8,4.8,5.2,92.3,4.2,1.9,Yes,25.0,2020.0,Yes,25.0,2020.0
172,Azar Swain,G,29,33.5,16.0,5.4,13.7,39.3,3.2,8.3,38.7,2.1,2.5,82.2,4.0,1.7,,,,,,
173,Bryce Hamilton,G,32,27.2,16.0,6.0,13.3,45.3,1.2,3.5,33.9,2.8,4.2,67.9,5.5,1.4,,,,,,
174,Justinian Jessup,G,32,36.0,16.0,5.4,12.7,42.5,3.1,7.8,39.5,2.2,2.3,95.9,4.4,2.1,Yes,51.0,2020.0,Yes,51.0,2020.0
174,Jahlil Jenkins,G,28,36.7,16.0,5.2,12.2,42.8,1.9,4.8,39.8,3.7,4.5,82.4,3.0,3.9,,,,,,
174,Michael Devoe,G,28,35.1,16.0,5.6,11.8,47.6,1.9,4.4,42.7,2.9,3.9,75.0,3.9,3.4,,,,,,
174,Jared Butler,G,30,30.4,16.0,5.6,13.2,42.1,2.6,6.7,38.1,2.3,3.0,77.5,3.2,3.1,Yes,40.0,2021.0,,,
178,Teshaun Hightower,G,30,34.2,15.9,5.1,12.4,41.2,1.2,4.2,29.6,4.5,5.9,75.8,4.6,2.4,,,,,,
179,Jazz Johnson,G,29,33.8,15.9,5.2,12.7,40.9,3.1,7.5,41.7,2.4,2.9,83.3,3.3,2.0,,,,,,
180,Loudon Love,C,27,26.5,15.9,6.2,12.7,48.8,0.0,0.0,0.0,3.4,6.1,56.4,9.7,1.4,,,,,,
181,Amari Davis,G,33,28.7,15.9,6.5,12.7,51.4,0.0,0.2,0.0,2.8,4.0,70.7,4.0,1.5,,,,,,
