RK,Unnamed: 1,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,Unnamed: 17,Unnamed: 18,2019,Drafted?,Draft Pick,Draft Year
66,Milan Acquaah,G,31,32.1,19.0,6.2,14.8,41.5,2.5,6.5,37.4,4.2,4.9,85.0,5.0,3.4,,,,,,
66,Tyler Hooker,G,31,36.2,19.0,6.5,16.4,39.3,1.1,4.0,28.0,4.9,5.9,83.2,4.7,3.0,,,,,,
68,Raiquan Clark,G,32,32.3,18.9,6.9,13.7,50.3,0.6,2.6,24.4,4.5,6.4,69.9,6.8,2.0,,,,,,
69,Deishuan Booker,G,33,32.1,18.8,5.0,11.0,45.5,1.3,3.5,36.2,7.6,8.3,91.2,3.5,4.4,,,,,,
70,Grant Williams,F,37,31.9,18.8,6.3,11.2,56.5,0.4,1.2,32.6,5.8,7.0,81.9,7.5,3.2,Yes,22.0,2019.0,Yes,22.0,2019.0
71,Isaiah Pineiro,F,36,34.7,18.8,6.4,13.2,48.7,1.1,3.3,33.6,4.8,5.9,82.0,9.4,2.1,,,,,,
72,Cassius Winston,G,39,33.5,18.8,6.2,13.5,46.0,2.2,5.4,39.8,4.2,5.0,84.0,3.0,7.5,Yes,53.0,2020.0,,,
73,Jarron Cumberland,G,35,32.5,18.8,5.9,14.6,40.4,2.3,5.9,38.8,4.7,6.0,77.3,4.4,3.6,,,,,,
74,Marial Shayok,G,34,32.9,18.7,6.7,13.6,49.6,2.1,5.4,38.6,3.2,3.6,87.8,4.9,2.0,Yes,54.0,2019.0,Yes,54.0,2019.0
75,Christian Lutete,G,32,33.9,18.7,6.7,12.5,53.4,2.2,5.5,39.5,3.2,4.4,71.8,7.6,1.4,,,,,,
76,Drew McDonald,F,34,30.6,18.7,6.2,13.1,47.2,2.0,5.0,39.4,4.3,5.4,79.8,9.4,2.8,,,,,,
76,Christian Keeling,G,34,32.2,18.7,6.3,13.5,46.5,2.4,6.3,38.0,3.7,4.8,77.8,6.9,2.8,,,,,,
78,Camron Justice,G,33,32.7,18.6,5.9,13.9,42.5,2.7,7.8,35.2,4.1,4.8,85.4,3.2,2.9,,,,,,
79,Phil Booth,G,36,35.1,18.6,6.1,13.9,43.4,2.6,7.2,36.7,3.8,5.1,74.9,3.9,3.8,,,,,,
80,Jarrett Culver,G,38,32.5,18.5,6.7,14.5,46.1,1.3,4.2,30.4,3.9,5.5,70.7,6.4,3.7,Yes,6.0,2019.0,Yes,6.0,2019.0
81,Quinndary Weatherspoon,G,34,34.1,18.5,6.3,12.3,50.8,1.6,4.1,39.6,4.4,5.4,80.9,4.7,2.8,Yes,49.0,2019.0,Yes,49.0,2019.0
82,Braxton Huggins,G,31,29.8,18.5,6.1,14.4,42.5,3.3,8.5,38.5,3.0,3.7,79.3,4.3,1.7,,,,,,
83,D'Marcus Simonds,G,34,35.7,18.4,6.4,15.6,41.3,1.7,5.9,28.2,3.8,5.8,66.0,5.0,3.6,,,,,,
84,Ronshad Shabazz,G,32,32.2,18.3,6.3,14.4,44.1,2.5,6.6,37.6,3.2,3.9,81.5,3.3,2.3,,,,,,
85,Xavier Hill-Mais,F,33,31.1,18.3,7.1,13.3,53.5,1.0,3.1,33.7,3.0,4.3,69.9,7.2,2.5,,,,,,
86,David Efianayi,G,35,33.4,18.2,5.7,11.8,48.7,2.0,4.8,42.0,4.7,6.3,74.3,3.7,2.9,,,,,,
87,Khalil Ahmad,G,34,31.4,18.2,6.1,14.0,43.6,1.6,5.2,31.8,4.4,5.4,81.4,4.0,1.3,,,,,,
87,Justin Turner,G,34,32.2,18.2,6.7,14.4,46.8,1.8,4.8,37.2,2.9,4.1,70.9,3.7,3.1,,,,,,
89,Bennie Boatwright,F,31,33.5,18.2,6.4,13.4,47.4,2.9,6.8,42.9,2.6,3.7,70.2,6.6,2.5,,,,,,
90,Zac Cuthbertson,F,34,32.1,18.2,5.9,12.1,48.8,1.3,3.5,36.7,5.1,6.7,76.3,8.1,2.4,,,,,,
91,CJ Massinburg,G,35,32.4,18.2,5.7,12.3,46.3,2.7,6.7,39.9,4.1,5.3,78.0,6.5,3.0,,,,,,
92,Markis McDuffie,F,37,33.4,18.2,5.8,14.2,40.8,2.3,6.6,34.1,4.3,5.3,81.6,5.0,1.0,,,,,,
93,Jahmal McMurray,G,32,32.7,18.1,6.4,14.3,44.9,3.2,8.0,39.5,2.1,2.5,82.7,2.3,2.6,,,,,,
94,Zach Jackson,G,32,34.2,18.1,6.4,12.9,49.5,1.9,4.3,43.2,3.4,4.5,75.9,4.3,1.9,,,,,,
95,Deshon Taylor,G,28,35.6,17.9,5.4,12.2,44.6,2.4,6.0,40.1,4.7,6.0,78.4,3.7,5.0,,,,,,
96,Breein Tyree,G,33,33.8,17.9,6.0,13.0,45.9,2.1,5.6,37.5,3.9,4.7,83.1,2.9,2.8,,,,,,
97,Antonio Green,G,32,35.3,17.9,6.1,16.3,37.6,3.3,9.5,34.5,2.4,2.7,87.4,4.0,1.6,,,,,,
97,Sean Hoehn,G,32,31.7,17.9,5.7,12.0,47.4,2.0,5.0,40.6,4.5,5.3,84.7,3.3,2.6,,,,,,
99,Charles Williams,G,33,31.1,17.9,6.3,14.2,44.6,1.8,4.9,37.3,3.4,4.0,85.5,2.7,0.7,,,,,,
100,Shannon Bogues,G,30,36.1,17.9,5.9,14.1,42.0,2.2,6.0,36.9,3.8,4.8,78.6,3.0,3.6,,,,,,
101,Sam Sessoms,G,33,34.3,17.8,6.8,15.2,44.8,2.1,5.8,36.6,2.1,3.2,66.0,3.3,3.5,,,,,,
102,TJ Haws,G,32,33.4,17.8,5.4,11.8,46.3,1.8,5.1,35.2,5.2,5.9,86.8,3.5,5.1,,,,,,
103,Kevon Harris,G,30,34.9,17.8,5.9,11.3,52.1,1.7,4.4,37.9,4.4,5.9,73.6,6.5,2.0,,,,,,
104,C.J. Burks,G,37,33.5,17.7,6.7,14.0,47.8,1.8,5.0,35.7,2.5,3.3,77.0,3.9,2.9,,,,,,
105,E.J. Crawford,G,33,35.6,17.7,6.2,12.3,50.4,1.6,4.2,37.9,3.6,4.5,81.6,5.1,1.8,,,,,,
106,AJ Brodeur,F,31,32.5,17.6,7.2,13.7,52.8,0.5,1.5,34.0,2.7,4.6,57.6,8.3,3.6,,,,,,
107,Kimbal Mackenzie,G,33,34.3,17.6,5.4,12.7,42.5,2.5,6.7,37.6,4.3,5.1,85.6,2.8,3.0,,,,,,
108,Zach Cooks,G,35,37.3,17.6,6.2,13.7,45.1,2.1,6.0,34.9,3.2,4.4,73.2,4.8,2.1,,,,,,
109,Francis Alonso,G,36,28.7,17.6,5.4,12.9,41.9,2.7,7.3,37.1,4.1,4.6,88.0,2.3,2.5,,,,,,
110,Jeremy Combs,F,38,31.7,17.6,6.4,10.6,60.2,0.1,0.6,23.8,4.7,8.0,59.0,9.3,1.5,,,,,,
111,Jessie Govan,C,33,30.3,17.5,6.4,12.9,49.6,1.4,3.5,41.2,3.3,4.3,76.6,7.5,1.2,,,,,,
112,Brian Fobbs,G,32,32.8,17.5,6.5,14.3,45.3,2.0,5.5,36.7,2.6,3.2,80.4,5.9,1.3,,,,,,
113,Sandy Cohen,G,38,34.1,17.5,5.8,12.1,47.5,1.5,4.5,33.7,4.5,5.8,77.3,6.4,4.7,,,,,,
114,Kyle Allman Jr,G,33,35.2,17.5,5.7,13.7,41.4,1.8,5.2,34.9,4.4,5.8,75.0,3.0,2.0,,,,,,
115,Tyler Kohl,F,28,33.0,17.5,5.5,14.0,39.4,1.5,4.4,33.1,5.0,5.9,84.8,6.7,4.4,,,,,,
116,Matt Rafferty,F,33,33.4,17.5,6.6,10.7,61.5,0.2,0.8,32.0,4.1,5.3,76.7,9.0,4.3,,,,,,
117,Larry Austin Jr,G,35,34.0,17.5,6.7,13.5,49.7,0.1,0.5,26.3,3.9,7.1,54.8,6.3,6.0,,,,,,
118,Vasa Pusica,G,27,34.8,17.4,5.6,11.6,48.2,2.2,5.5,39.9,4.0,4.8,83.7,3.8,4.1,,,,,,
119,Kris Wilkes,G,33,31.7,17.4,6.2,14.3,43.3,2.1,6.2,33.7,2.9,4.3,67.1,4.8,1.7,,,,,,
120,Ross Cummings,G,31,33.3,17.4,5.2,12.2,42.7,3.3,8.2,39.9,3.6,4.5,80.1,2.9,1.9,,,,,,
120,Tyreke Key,G,31,34.3,17.4,5.8,11.1,52.5,1.4,3.1,44.8,4.3,5.5,78.7,3.5,1.7,,,,,,
122,Tookie Brown,G,33,35.1,17.3,6.0,12.1,49.6,1.2,3.6,33.9,4.1,5.4,76.4,4.2,4.7,,,,,,
123,Ethan Happ,F,34,32.0,17.3,7.6,14.3,53.0,0.0,0.1,0.0,2.2,4.7,46.6,10.1,4.5,,,,,,
124,Brian Beard Jr,G,34,32.1,17.3,5.4,13.8,39.4,1.6,5.5,28.9,4.8,6.8,71.3,3.3,6.0,,,,,,
125,Kellan Grady,G,30,37.6,17.3,6.5,14.3,45.1,1.9,5.7,34.1,2.4,3.3,73.5,4.5,1.9,,,,,,
126,Moses Greenwood,F,33,29.8,17.2,6.8,11.2,60.1,0.5,1.2,40.0,3.2,4.6,70.2,7.5,0.8,,,,,,
127,Tyree Appleby,G,29,30.5,17.2,5.1,12.1,42.0,2.6,6.6,38.9,4.5,5.8,78.0,3.7,5.6,,,,,,
128,Jason Burnell,F,32,33.8,17.2,6.1,12.0,50.7,0.9,2.8,31.9,4.2,5.2,80.1,9.6,3.1,,,,,,
128,Tyus Battle,G,32,36.3,17.2,5.9,13.6,43.1,1.3,4.1,32.1,4.1,5.4,76.3,3.3,2.5,,,,,,
128,Harald Frey,G,32,33.0,17.2,5.3,12.0,44.0,2.3,6.1,38.7,4.3,5.1,84.6,4.5,5.0,,,,,,
131,Grant Golden,F,33,31.4,17.2,6.7,13.3,50.3,0.5,1.6,29.6,3.3,5.0,65.7,7.1,3.5,,,,,,
132,Jaevin Cumberland,G,33,37.1,17.2,5.2,12.3,42.5,3.3,8.3,39.9,3.4,3.9,85.4,2.9,3.5,,,,,,
133,Miye Oni,G,29,30.9,17.1,5.8,13.1,44.1,1.9,5.2,37.1,3.7,4.7,79.3,6.3,3.6,Yes,58.0,2019.0,Yes,58.0,2019.0
134,Jeremiah Jefferson,G,30,34.8,17.1,6.3,14.6,43.2,3.1,8.1,38.8,1.4,2.0,70.0,3.0,2.0,,,,,,
135,Marcus Graves,G,31,34.7,17.0,5.9,13.9,42.2,1.6,4.2,38.8,3.7,4.6,79.2,4.7,5.4,,,,,,
136,Jordan Caroline,F,33,35.5,17.0,5.8,12.9,45.2,1.4,3.8,36.8,3.9,6.3,62.8,9.6,1.9,,,,,,
137,Donovan Fields,G,29,33.7,17.0,6.5,16.4,39.7,1.4,4.5,30.5,2.6,3.1,83.3,2.5,4.1,,,,,,
137,Ian DuBose,C,30,30.3,17.0,5.8,11.9,48.6,1.8,4.0,43.8,3.7,5.2,70.7,5.9,3.4,,,,,,
139,Corey Davis Jr,G,37,33.1,17.0,5.5,13.0,42.0,3.0,8.0,37.5,3.1,3.5,86.9,3.3,2.8,,,,,,
140,Jordan Nwora,F,34,31.9,17.0,5.8,13.1,44.6,2.3,6.1,37.4,3.1,4.0,76.5,7.6,1.3,Yes,45.0,2020.0,,,
141,Kamar Baldwin,G,33,34.2,17.0,6.4,14.3,44.7,1.3,4.1,31.1,2.9,3.4,85.0,4.9,3.1,,,,,,
142,Kobe Webster,G,31,34.0,17.0,6.3,14.7,42.9,2.5,5.9,41.3,1.9,2.7,70.6,4.4,3.1,,,,,,
143,Brandon Clarke,F,37,28.1,16.9,6.9,10.1,68.7,0.1,0.4,26.7,2.9,4.2,69.4,8.6,1.9,Yes,21.0,2019.0,Yes,21.0,2019.0
144,Daniel Gafford,F,32,28.7,16.9,6.7,10.1,66.0,0.0,0.0,0.0,3.6,6.0,59.1,8.7,0.7,Yes,38.0,2019.0,Yes,38.0,2019.0
144,Takal Molson,G,32,32.6,16.9,5.5,13.0,42.2,1.7,6.4,26.8,4.2,5.6,75.4,5.4,2.0,,,,,,
146,Jon Axel Gudmundsson,G,34,36.8,16.9,5.2,11.3,46.0,1.8,5.0,35.3,4.7,5.7,82.6,7.3,4.8,,,,,,
147,Caleb Daniels,G,30,33.9,16.9,5.8,13.0,44.5,1.6,4.5,34.6,3.7,5.4,68.7,5.3,3.3,,,,,,
148,Cameron Johnson,SF,36,29.9,16.9,5.9,11.6,50.6,2.7,5.8,45.7,2.5,3.1,81.8,5.8,2.4,Yes,11.0,2019.0,Yes,11.0,2019.0
149,Jalen Adams,G,26,30.0,16.9,6.5,13.3,48.7,1.7,4.7,35.5,2.2,2.7,82.9,4.0,3.4,,,,,,
150,KZ Okpala,F,29,32.7,16.8,5.9,12.7,46.3,1.1,3.0,36.8,4.0,6.0,67.1,5.7,2.0,Yes,32.0,2019.0,Yes,32.0,2019.0
151,Sedrick Barefield,G,31,32.3,16.8,5.4,13.2,40.8,3.0,7.7,38.7,3.0,3.7,82.5,2.1,3.8,,,,,,
152,Nych Smith,G,28,27.5,16.8,6.0,13.3,44.8,1.8,5.3,33.3,3.1,4.1,75.7,2.6,3.7,,,,,,
153,Davauhnte Turner,G,32,35.9,16.8,5.7,13.9,41.1,2.2,6.3,35.1,3.1,3.9,79.4,3.3,2.4,,,,,,
154,B.J. Stith,G,35,34.5,16.8,5.9,14.4,41.0,2.1,5.7,36.9,2.9,3.4,84.7,7.5,1.0,,,,,,
155,Kevin McClain,G,33,33.4,16.8,5.6,12.1,46.4,2.1,5.8,36.6,3.4,4.9,70.2,3.6,3.9,,,,,,
156,Tayler Persons,G,33,32.1,16.7,6.0,13.7,44.1,1.4,4.2,32.1,3.3,4.1,80.0,4.0,4.3,,,,,,
157,Akwasi Yeboah,F,32,31.8,16.7,5.7,13.8,41.3,2.1,6.5,31.6,3.2,4.1,78.5,7.7,1.4,,,,,,
158,Milik Yarbrough,G,33,29.3,16.7,6.1,13.3,46.1,1.0,2.9,34.0,3.4,4.4,77.9,6.9,3.1,,,,,,
159,Nick Garth,G,31,31.1,16.6,5.4,12.7,42.4,2.6,7.1,37.3,3.2,3.8,84.0,2.4,2.4,,,,,,
160,Amir Coffey,G,36,35.2,16.6,5.5,12.6,43.6,1.1,3.8,30.4,4.5,6.1,74.0,3.6,3.2,,,,,,
161,Darnell Edge,G,35,37.0,16.6,5.4,11.5,47.3,2.6,5.5,47.7,3.1,3.5,89.4,3.5,2.4,,,,,,
162,Damani Applewhite,F,34,34.0,16.6,5.8,11.5,50.6,0.1,0.5,25.0,4.9,6.9,70.5,7.4,1.1,,,,,,
163,Ahmad Caver,G,35,37.6,16.6,5.6,14.7,38.1,2.0,6.6,30.3,3.4,4.9,69.2,4.3,5.5,,,,,,
164,J.R. Lynch,G,33,38.0,16.6,5.3,11.8,45.2,2.1,5.3,39.7,3.8,4.5,84.0,3.7,3.8,,,,,,
165,Seth Dugan,C,32,33.3,16.6,6.5,11.6,56.2,0.1,0.5,13.3,3.4,5.3,64.3,9.9,1.7,,,,,,
166,Shawn Roundtree,G,34,34.5,16.6,4.9,10.7,45.9,2.2,5.2,42.7,4.5,5.7,78.9,2.7,3.1,,,,,,
167,Eric Paschall,F,36,36.1,16.5,5.4,12.1,44.7,1.9,5.6,34.8,3.8,5.0,74.6,6.1,2.1,Yes,41.0,2019.0,Yes,41.0,2019.0
168,Max Mahoney,F,32,27.0,16.5,6.9,11.0,62.9,0.0,0.0,0.0,2.6,4.1,63.6,6.6,1.7,,,,,,
168,Romeo Langford,G,32,34.1,16.5,5.5,12.3,44.8,1.1,3.9,27.2,4.4,6.1,72.2,5.4,2.3,Yes,14.0,2019.0,Yes,14.0,2019.0
170,Admiral Schofield,G,37,31.7,16.5,6.4,13.6,47.4,2.0,4.8,41.8,1.6,2.3,69.8,6.1,2.0,Yes,42.0,2019.0,Yes,42.0,2019.0
171,Tyler Seibring,F,32,32.6,16.5,6.0,12.4,48.2,2.4,5.8,41.2,2.1,2.7,80.0,5.9,1.5,,,,,,
172,Romone Saunders,G,30,34.6,16.5,4.8,12.9,37.0,2.1,6.6,32.2,4.8,5.7,84.2,7.2,3.6,,,,,,
173,Jason Carter,F,31,31.1,16.5,5.8,12.1,48.1,0.7,2.2,34.3,4.1,5.7,71.8,6.7,2.0,,,,,,
174,Nijal Pearson,G,33,33.3,16.4,5.8,13.8,42.1,2.4,6.3,38.6,2.4,3.4,69.0,5.1,1.4,,,,,,
174,Matt Lewis,G,33,36.3,16.4,5.1,13.2,38.5,1.8,5.6,32.6,4.4,5.5,81.1,4.2,3.0,,,,,,
176,Stuckey Mosley,G,33,35.1,16.4,5.9,14.7,39.9,2.9,7.8,36.8,1.8,2.5,71.6,3.8,2.3,,,,,,
177,James Batemon,G,34,35.3,16.4,5.1,12.1,42.1,1.3,4.4,28.5,4.9,5.9,82.2,3.1,3.6,,,,,,
178,Josh Ajayi,F,33,31.2,16.4,6.0,10.7,56.0,0.5,1.1,44.4,3.9,5.6,70.3,7.4,1.6,,,,,,
179,Josh Sharkey,G,33,35.4,16.3,5.3,11.9,44.4,0.9,2.9,30.9,4.8,6.4,75.0,3.8,7.2,,,,,,
179,Jordan Burns,G,30,32.9,16.3,5.6,12.7,43.8,2.6,6.6,39.4,2.6,3.2,82.1,3.0,5.7,,,,,,
181,Quinton Rose,G,33,34.7,16.3,6.2,15.2,40.8,1.2,4.5,27.5,2.7,3.9,68.5,3.8,2.5,,,,,,
182,Jayden Gardner,F,31,30.5,16.3,5.4,10.9,49.3,0.1,0.3,20.0,5.5,7.4,75.0,8.5,1.3,,,,,,
183,Justin Forrest,G,30,29.0,16.2,5.0,12.3,40.7,2.1,5.9,36.2,4.1,5.7,72.4,3.3,2.5,,,,,,
