RK,NAME,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Unnamed: 20,Unnamed: 21,2024,Drafted?,Draft Pick,Draft Year
12,Jordan Sears,G,7,31.9,22.3,8.3,15.7,52.7,2.3,4.3,53.3,3.4,4.6,75.0,3.6,3.9,1.3,0.1,3.6,,,,,,
13,Jaylin Sellers,G,6,34.3,22.2,8.0,15.5,51.6,1.7,5.5,30.3,4.5,5.5,81.8,6.5,1.8,1.3,0.0,1.7,,,,,,
14,Tyson Walker,G,5,32.8,22.0,8.6,17.0,50.6,1.4,4.6,30.4,3.4,5.6,60.7,2.8,2.6,1.4,0.2,1.6,,,,,,
14,Tyon Grant-Foster,G,5,30.8,22.0,7.2,13.8,52.2,1.6,4.2,38.1,6.0,8.0,75.0,4.8,0.6,2.2,0.8,2.2,,,,,,
14,Dillon Jones,F,5,36.8,22.0,6.8,12.8,53.1,1.2,3.0,40.0,7.2,8.6,83.7,11.6,2.6,1.4,0.0,3.2,,,,,,
17,Jayden Stone,G,6,35.8,21.7,8.0,17.5,45.7,3.0,8.8,34.0,2.7,3.8,69.6,5.8,1.8,1.5,0.0,2.2,,,,,,
18,Issac McBride,G,5,39.4,21.6,6.6,17.0,38.8,2.6,7.0,37.1,5.8,6.4,90.6,4.0,3.2,1.0,0.2,1.0,,,,,,
19,PJ Hall,C,5,28.8,21.4,8.0,14.6,54.8,1.6,4.4,36.4,3.8,4.6,82.6,6.8,2.6,0.8,1.8,1.2,,,,,,
20,Hunter Dickinson,C,6,29.3,21.2,8.3,12.7,65.8,1.3,2.0,66.7,3.2,4.3,73.1,12.7,2.2,1.7,0.8,1.8,,,,,,
21,Malik Mack,G,7,32.4,21.1,6.7,14.1,47.5,2.6,5.9,43.9,5.1,6.1,83.7,3.9,5.1,1.0,0.1,2.1,,,,,,
22,Ajay Mitchell,G,3,25.7,21.0,8.0,12.3,64.9,1.3,2.7,50.0,3.7,4.7,78.6,5.7,4.0,0.3,0.0,2.7,,,,,,
23,Kylen Milton,G,8,30.8,20.9,6.8,11.1,60.7,1.6,3.6,44.8,5.8,8.4,68.7,4.3,3.0,1.6,0.3,2.1,,,,,,
24,James Bishop,G,7,36.0,20.9,6.9,15.1,45.3,1.6,4.6,34.4,5.6,6.0,92.9,3.1,5.1,0.9,0.3,4.0,,,,,,
25,Quinten Post,F,6,31.7,20.8,7.8,15.0,52.2,1.8,3.8,47.8,3.3,3.7,90.9,9.2,2.7,0.5,2.2,2.7,,,,,,
25,Dae Dae Grant,G,6,34.0,20.8,6.0,15.2,39.6,3.0,9.3,32.1,5.8,6.3,92.1,3.2,2.3,0.3,0.2,0.7,,,,,,
27,Hysier Miller,G,5,37.6,20.8,6.8,18.8,36.2,3.2,10.8,29.6,4.0,5.0,80.0,4.4,4.2,1.6,0.0,2.8,,,,,,
28,Clarence Daniels,F,7,28.9,20.6,7.0,14.1,49.5,2.1,4.9,44.1,4.4,5.9,75.6,8.4,0.4,1.7,0.3,2.4,,,,,,
29,Great Osobor,F,6,32.7,20.5,7.3,11.8,62.0,0.0,0.0,0.0,5.8,8.8,66.0,10.0,3.0,1.2,2.3,4.0,,,,,,
30,Jordan King,G,6,30.3,20.3,7.3,14.2,51.8,2.8,6.0,47.2,2.8,3.3,85.0,4.0,2.8,1.5,0.2,1.0,,,,,,
30,Jaylon Tyson,G,6,35.3,20.3,6.7,15.0,44.4,1.7,5.3,31.3,5.3,6.8,78.0,8.2,3.3,1.3,0.7,4.0,,,,,,
30,Mark Sears,G,6,28.5,20.3,6.0,9.8,61.0,2.0,3.7,54.5,6.3,7.3,86.4,5.0,4.2,1.3,0.0,1.8,,,,,,
33,Kino Lilly Jr,G,7,37.9,20.3,7.4,17.7,41.9,3.4,10.0,34.3,2.0,3.0,66.7,2.0,3.3,0.9,0.3,2.4,,,,,,
33,Marcus Hill,G,7,31.9,20.3,7.7,15.1,50.9,0.6,2.4,23.5,4.3,5.9,73.2,3.9,3.0,0.6,0.3,2.9,,,,,,
35,Ayinde Hikim,G,5,32.2,20.2,8.0,16.4,48.8,0.8,2.4,33.3,3.4,3.8,89.5,3.2,4.6,1.2,0.4,4.0,,,,,,
35,Allen Flanigan,G,5,31.6,20.2,6.6,14.8,44.6,0.8,1.6,50.0,6.2,8.0,77.5,7.2,2.2,1.8,1.0,1.6,,,,,,
35,Boogie Ellis,G,5,35.4,20.2,6.4,14.6,43.8,3.2,8.0,40.0,4.2,5.4,77.8,4.4,3.6,1.4,0.0,1.6,,,,,,
38,Tucker DeVries,G,6,33.7,20.2,7.2,14.2,50.6,2.0,6.3,31.6,3.8,5.5,69.7,7.0,3.3,1.8,0.2,2.2,,,,,,
39,Sky Wicks,G,7,31.3,20.1,7.6,16.7,45.3,2.0,5.6,35.9,3.0,4.9,61.8,7.3,2.7,1.1,0.7,3.4,,,,,,
40,Xander Rice,G,7,34.0,20.0,5.4,14.7,36.9,2.3,6.9,33.3,6.9,8.0,85.7,2.6,3.9,1.0,0.1,2.4,,,,,,
40,Wade Taylor,G,7,31.0,20.0,6.7,16.6,40.5,1.7,6.4,26.7,4.9,5.9,82.9,3.3,4.4,2.4,0.1,3.6,,,,,,
42,Jalen Blackmon,G,6,33.8,19.7,6.3,14.2,44.7,3.7,7.5,48.9,3.3,3.7,90.9,3.3,1.8,0.7,0.2,2.2,,,,,,
42,Bryce Pope,G,6,35.3,19.7,6.8,15.3,44.6,2.5,6.5,38.5,3.5,4.2,84.0,4.2,1.2,0.8,0.5,1.5,,,,,,
42,Jayden Epps,G,6,34.8,19.7,6.3,13.8,45.8,3.5,7.7,45.7,3.5,4.3,80.8,2.3,4.8,0.3,0.7,4.0,,,,,,
45,David Coit,G,7,33.9,19.6,6.1,14.7,41.7,3.0,8.6,35.0,4.3,4.6,93.8,4.1,4.3,1.0,0.1,2.3,,,,,,
46,Terrence Shannon Jr,G,6,30.2,19.5,6.2,12.5,49.3,3.0,6.8,43.9,4.2,6.0,69.4,3.5,2.8,1.5,0.5,1.8,,,,,,
46,Terrence Edwards,G,6,34.0,19.5,6.5,14.5,44.8,1.5,3.5,42.9,5.0,6.2,81.1,5.5,3.3,1.3,0.5,2.5,,,,,,
46,BJ Freeman,G,6,31.3,19.5,6.2,16.3,37.8,2.8,7.5,37.8,4.3,4.8,89.7,5.5,2.8,1.7,0.3,2.3,,,,,,
49,Houston Mallette,G,8,30.8,19.4,6.5,14.3,45.6,2.8,5.8,47.8,3.6,4.4,82.9,3.5,1.6,1.1,0.0,2.0,,,,,,
50,Kevin Cross,F,5,34.0,19.2,6.4,11.2,57.1,0.8,2.0,40.0,5.6,6.8,82.4,8.6,3.8,1.4,1.2,2.2,,,,,,
51,Blake Hinson,F,6,27.3,19.2,6.2,14.7,42.0,3.2,8.8,35.8,3.7,5.7,64.7,4.7,1.2,0.7,0.0,0.8,,,,,,
52,Touko Tainamo,F,7,29.6,19.1,5.9,11.9,49.4,1.3,3.3,39.1,6.1,8.0,76.8,9.4,0.7,0.6,0.9,1.6,,,,,,
53,Sam Griffin,G,6,31.0,19.0,6.7,12.5,53.3,2.3,4.8,48.3,3.3,3.8,87.0,1.7,3.2,1.2,0.0,3.0,,,,,,
53,Khalen Robinson,G,5,32.8,19.0,5.6,13.4,41.8,0.4,3.8,10.5,7.4,9.0,82.2,5.4,5.4,1.4,1.0,2.2,,,,,,
53,Antonio Reeves,G,6,31.3,19.0,6.7,13.5,49.4,3.5,7.8,44.7,2.2,2.5,86.7,5.0,2.0,0.3,0.2,1.0,,,,,,
53,Ken Evans Jr,G,7,33.4,19.0,6.1,13.1,46.7,2.3,4.6,50.0,4.4,5.9,75.6,4.7,2.7,1.3,0.1,2.6,,,,,,
53,DeMarcus Sharp,G,7,37.3,19.0,7.7,16.9,45.8,0.0,0.7,0.0,3.6,4.4,80.6,8.0,5.3,3.0,0.7,3.1,,,,,,
53,Vonterius Woolbright,G,5,32.8,19.0,6.0,14.4,41.7,0.2,0.8,25.0,6.8,9.0,75.6,10.6,5.6,0.0,0.0,3.6,,,,,,
53,Ben Humrichous,F,6,31.5,19.0,7.3,11.8,62.0,2.7,5.5,48.5,1.7,2.3,71.4,5.0,2.3,0.3,1.8,1.0,,,,,,
60,Sherif Gross-Bullock,G,8,32.1,18.9,6.3,14.8,42.4,3.6,9.0,40.3,2.8,3.9,71.0,6.0,3.0,1.1,0.4,3.1,,,,,,
60,Wesley Cardet Jr,G,8,35.6,18.9,6.6,13.6,48.6,1.6,4.4,37.1,4.0,6.4,62.7,5.6,2.4,0.6,0.4,2.0,,,,,,
62,Dawson Garcia,F,6,33.8,18.8,6.0,12.7,47.4,1.0,3.3,30.0,5.8,6.8,85.4,8.3,2.8,0.7,1.2,1.8,,,,,,
62,Kyle Filipowski,C,6,26.7,18.8,7.0,12.5,56.0,1.0,3.0,33.3,3.8,5.3,71.9,8.0,2.0,1.2,1.7,1.0,,,,,,
62,Tai'Reon Joseph,G,6,30.7,18.8,7.5,18.0,41.7,1.8,7.7,23.9,2.0,3.3,60.0,2.8,1.8,1.5,0.0,2.7,,,,,,
62,Trazarien White,F,6,26.2,18.8,7.2,11.8,60.6,0.7,1.8,36.4,3.8,5.2,74.2,5.2,1.7,1.5,0.5,1.7,,,,,,
62,Xaivian Lee,G,6,31.7,18.8,6.7,13.3,50.0,2.2,4.8,44.8,3.3,3.8,87.0,4.3,3.3,1.2,0.7,1.8,,,,,,
62,Landon Glasper,G,6,36.7,18.8,5.5,16.0,34.4,3.0,9.7,31.0,4.8,6.3,76.3,2.0,1.7,0.8,0.3,1.8,,,,,,
68,Miles Kelly,G,4,31.3,18.8,6.5,17.8,36.6,1.3,5.8,21.7,4.5,7.0,64.3,5.3,1.8,1.3,0.5,1.3,,,,,,
68,Ethan Taylor,G,8,39.3,18.8,6.0,15.0,40.0,3.6,9.1,39.7,3.1,4.0,78.1,5.8,3.4,1.4,0.9,1.8,,,,,,
70,De'Sean Allen-Eikens,F,6,31.7,18.7,6.7,12.2,54.8,1.0,2.5,40.0,4.3,5.8,74.3,6.3,2.2,1.0,0.0,4.2,,,,,,
71,Kobe Julien,F,7,28.0,18.6,6.4,13.6,47.4,2.3,5.3,43.2,3.4,4.0,85.7,3.4,2.0,2.0,1.0,2.3,,,,,,
71,Duke Miles,G,7,28.1,18.6,7.3,12.1,60.0,1.6,3.7,42.3,2.4,2.7,89.5,2.0,4.0,0.9,0.3,1.4,,,,,,
73,Matt Cross,F,4,25.5,18.5,6.5,10.5,61.9,1.0,2.5,40.0,4.5,6.0,75.0,8.8,2.8,1.8,1.0,1.5,,,,,,
73,Boo Buie,G,6,34.5,18.5,6.5,13.8,47.0,2.3,5.8,40.0,3.2,3.8,82.6,3.0,3.3,1.3,0.0,2.7,,,,,,
73,Donovan Dent,G,6,31.0,18.5,7.3,13.2,55.7,0.7,1.5,44.4,3.2,4.5,70.4,2.5,6.8,1.5,0.5,2.3,,,,,,
73,Max Jones,G,6,29.3,18.5,5.3,13.8,38.6,2.3,6.3,36.8,5.5,7.7,71.7,3.8,2.8,2.0,0.5,3.3,,,,,,
77,Tramon Mark,G,7,29.6,18.4,6.6,11.9,55.4,1.4,3.6,40.0,3.9,5.4,71.1,2.7,1.1,0.9,0.3,1.0,,,,,,
77,Zeke Mayo,G,7,34.6,18.4,6.7,13.7,49.0,2.3,6.9,33.3,2.7,3.4,79.2,7.4,3.4,1.3,0.3,3.7,,,,,,
77,Dug McDaniel,G,7,35.3,18.4,6.7,13.7,49.0,2.0,5.6,35.9,3.0,3.9,77.8,3.4,5.6,1.3,0.0,2.3,,,,,,
80,Mikeal Brown-Jones,F,6,26.5,18.3,6.7,11.0,60.6,0.8,1.3,62.5,4.2,6.2,67.6,7.0,0.8,0.5,0.8,1.2,,,,,,
80,Hunter Sallis,G,6,35.0,18.3,6.8,13.8,49.4,2.8,6.5,43.6,1.8,2.2,84.6,3.0,1.8,1.0,0.5,2.0,,,,,,
80,Ben Krikke,F,6,28.2,18.3,7.7,12.3,62.2,0.2,0.3,50.0,2.8,4.3,65.4,5.0,2.0,1.3,0.5,1.3,,,,,,
80,Darlinstone Dubar,G,6,31.5,18.3,7.0,12.0,58.3,1.7,4.7,35.7,2.7,3.5,76.2,4.3,1.7,0.5,0.8,1.3,,,,,,
80,KJ Simpson,G,6,27.8,18.3,5.8,11.8,49.3,1.5,4.2,36.0,5.2,5.8,88.6,5.0,4.5,1.3,0.0,1.2,,,,,,
80,Judah Mintz,G,6,30.0,18.3,5.5,12.7,43.4,1.2,3.2,36.8,6.2,8.0,77.1,2.7,4.2,2.2,0.2,2.5,,,,,,
80,Isaiah Swope,G,6,29.3,18.3,6.8,12.7,53.9,3.7,7.5,48.9,1.0,2.2,46.2,2.3,1.5,2.7,0.2,1.7,,,,,,
87,Jamal West Jr,F,7,34.6,18.3,6.0,10.6,56.8,0.4,1.0,42.9,5.9,7.9,74.5,7.7,3.9,0.9,1.6,3.7,,,,,,
88,Jarod Lucas,G,4,31.5,18.3,5.0,13.3,37.7,2.5,6.8,37.0,5.8,5.8,100.0,2.8,2.0,0.5,0.0,0.8,,,,,,
89,Jamal Mashburn Jr,G,5,30.6,18.2,5.6,16.2,34.6,1.6,4.2,38.1,5.4,6.8,79.4,2.0,1.6,0.2,0.2,1.6,,,,,,
90,Matt Balanc,G,6,29.5,18.2,5.5,11.5,47.8,3.0,6.3,47.4,4.2,4.8,86.2,4.3,1.3,1.2,0.2,1.2,,,,,,
90,Kevin McCullar Jr,G,6,32.2,18.2,6.5,12.2,53.4,1.3,4.2,32.0,3.8,5.2,74.2,8.0,5.8,1.2,0.8,3.7,,,,,,
90,RJ Davis,G,6,32.2,18.2,6.3,15.0,42.2,2.0,6.3,31.6,3.5,3.8,91.3,3.0,2.7,0.8,0.0,1.8,,,,,,
90,Baylor Scheierman,G,6,30.5,18.2,6.0,12.5,48.0,3.3,8.3,40.0,2.8,3.2,89.5,7.0,4.0,0.5,0.3,2.0,,,,,,
90,Isaiah Collier,G,6,30.8,18.2,6.0,11.3,52.9,1.2,2.8,41.2,5.0,6.5,76.9,3.2,4.0,1.3,0.3,5.3,,,,,,
90,Robert McCray,G,6,28.8,18.2,6.8,12.3,55.4,2.0,5.2,38.7,2.5,4.0,62.5,3.5,3.3,1.7,0.2,1.8,,,,,,
90,Jyare Davis,F,6,32.5,18.2,6.5,12.8,50.6,1.0,3.5,28.6,4.2,5.0,83.3,7.5,2.7,0.8,0.7,1.8,,,,,,
97,RJ Felton,G,7,33.4,18.1,6.0,12.7,47.2,1.9,4.9,38.2,4.3,5.1,83.3,7.4,1.1,2.0,0.6,1.4,,,,,,
98,Rashad Williams,G,8,31.0,18.1,6.3,14.9,42.0,3.3,7.8,41.9,2.4,2.8,86.4,2.6,4.1,1.5,0.0,3.3,,,,,,
99,Marcus Tsohonis,G,8,29.4,18.0,6.9,15.4,44.7,1.4,4.4,31.4,2.9,3.9,74.2,4.0,1.9,1.0,0.0,1.6,,,,,,
99,Josh Cohen,F,4,25.8,18.0,7.0,11.5,60.9,0.8,1.3,60.0,3.3,6.5,50.0,7.5,2.3,1.0,0.3,0.8,,,,,,
99,Wooga Poplar,G,5,29.8,18.0,5.8,11.4,50.9,3.8,6.4,59.4,2.6,2.6,100.0,6.0,1.6,0.6,0.6,3.0,,,,,,
99,Amar'e Marshall,G,6,31.7,18.0,6.0,14.0,42.9,1.3,4.0,33.3,4.7,5.7,82.4,6.2,2.5,1.3,0.5,2.0,,,,,,
99,Markus Burton,G,5,30.4,18.0,6.8,16.8,40.5,0.4,2.8,14.3,4.0,4.4,90.9,4.0,2.8,0.8,0.2,3.2,,,,,,
99,Ryan Forrest,G,6,26.5,18.0,6.5,15.0,43.3,1.3,4.8,27.6,3.7,5.7,64.7,2.8,1.3,1.2,0.7,2.5,,,,,,
99,Cade Tyson,G,6,30.2,18.0,6.5,12.7,51.3,2.7,6.0,44.4,2.3,2.7,87.5,4.0,2.3,1.3,0.2,1.0,,,,,,
106,Michael Ajayi,G,8,34.0,17.9,7.3,14.9,48.7,1.1,2.0,56.3,2.3,2.9,78.3,11.0,2.3,1.0,0.4,1.9,,,,,,
107,Dontrez Styles,G,6,34.2,17.8,6.3,12.5,50.7,2.0,5.0,40.0,3.2,4.3,73.1,7.2,1.0,0.2,1.0,1.2,,,,,,
107,Ja'Kobe Walter,G,6,27.3,17.8,5.0,10.7,46.9,2.5,5.8,42.9,5.3,6.0,88.9,4.8,0.7,1.2,0.2,1.3,,,,,,
107,Cameron Hildreth,G,6,36.3,17.8,6.3,12.0,52.8,1.7,3.7,45.5,3.5,3.7,95.5,4.8,3.0,0.7,0.2,2.2,,,,,,
107,David Jones,F,6,29.2,17.8,5.7,12.2,46.6,2.7,6.0,44.4,3.8,5.0,76.7,6.2,1.3,2.2,0.3,2.5,,,,,,
111,Kenan Blackshear,G,4,28.5,17.8,7.0,12.3,57.1,0.0,0.5,0.0,3.8,5.5,68.2,5.8,6.0,1.3,0.8,2.3,,,,,,
111,Clark Slajchert,G,8,37.1,17.8,6.5,14.5,44.8,2.3,6.0,37.5,2.5,3.3,76.9,2.9,3.9,0.9,0.3,2.5,,,,,,
113,AJ McKee,G,7,32.1,17.7,6.4,15.4,41.7,1.4,5.3,27.0,3.4,5.1,66.7,5.0,2.4,1.9,0.0,2.3,,,,,,
114,Noah Reynolds,G,6,35.2,17.7,6.8,15.2,45.1,0.5,3.8,13.0,3.5,4.8,72.4,4.8,5.0,0.5,0.2,3.0,,,,,,
114,Keyshawn Hall,G,6,33.0,17.7,6.5,13.3,48.8,2.0,6.0,33.3,2.7,3.3,80.0,10.8,2.2,1.0,0.5,2.0,,,,,,
114,Kel'el Ware,C,6,31.7,17.7,6.5,10.2,63.9,0.7,1.3,50.0,4.0,5.7,70.6,8.8,2.0,1.0,1.7,1.3,,,,,,
114,Jordan Pope,G,6,36.8,17.7,6.3,13.5,46.9,2.3,6.2,37.8,2.7,2.7,100.0,3.0,3.0,0.3,0.2,2.0,,,,,,
118,Tristan Enaruna,F,7,29.3,17.6,6.3,11.6,54.3,1.0,2.1,46.7,4.0,6.1,65.1,6.7,3.0,2.0,1.3,2.4,,,,,,
118,Olivier Nkamhoua,F,7,31.9,17.6,7.0,11.4,61.3,1.3,3.1,40.9,2.3,3.4,66.7,7.3,3.1,0.6,0.4,2.6,,,,,,
118,James Dent Jr,G,7,33.0,17.6,5.1,14.1,36.4,2.7,7.3,37.3,4.6,6.0,76.2,5.1,2.4,0.6,0.3,2.9,,,,,,
121,Isaiah Stevens,G,6,32.3,17.5,6.7,11.3,58.8,1.7,3.2,52.6,2.5,3.0,83.3,2.8,7.8,1.5,0.0,2.0,,,,,,
121,Dalton Knecht,G,6,30.0,17.5,6.0,13.3,45.0,1.8,4.8,37.9,3.7,4.5,81.5,4.7,1.7,0.5,0.7,1.7,,,,,,
121,Matt Allocco,G,6,36.8,17.5,6.5,10.2,63.9,1.8,3.5,52.4,2.7,3.0,88.9,4.2,3.2,0.3,0.2,2.5,,,,,,
121,Isaiah Stafford,G,6,31.2,17.5,5.0,14.2,35.3,2.2,5.8,37.1,5.3,6.8,78.0,4.8,2.7,1.3,0.2,0.7,,,,,,
121,Dominique Daniels Jr,G,6,32.3,17.5,5.2,13.5,38.3,2.8,6.8,41.5,4.3,5.3,81.3,1.8,2.7,0.7,0.0,1.7,,,,,,
126,Gabe Dorsey,G,7,30.0,17.4,5.1,10.6,48.6,4.6,9.3,49.2,2.6,2.7,94.7,4.1,0.3,0.1,0.0,0.9,,,,,,
127,Chaunce Jenkins,G,5,32.0,17.4,6.6,14.6,45.2,1.8,3.6,50.0,2.4,3.0,80.0,5.0,2.4,0.6,0.2,2.8,,,,,,
127,Yohan Traore,F,5,25.4,17.4,7.0,10.0,70.0,0.0,0.4,0.0,3.4,6.2,54.8,4.4,0.4,0.0,0.4,1.4,,,,,,
129,Ansley Almonor,F,8,28.8,17.4,6.1,14.4,42.6,3.1,8.3,37.9,2.0,2.8,72.7,5.1,1.3,0.5,0.5,0.9,,,,,,
129,Derrin Boyd,G,8,27.9,17.4,6.1,11.5,53.3,1.4,3.9,35.5,3.8,4.4,85.7,3.9,1.1,1.0,0.1,2.1,,,,,,
131,Branden Carlson,C,6,27.2,17.3,5.3,11.7,45.7,1.5,4.2,36.0,5.2,6.5,79.5,6.3,1.8,0.7,1.2,1.2,,,,,,
131,Kevin Miller,G,6,30.3,17.3,6.2,13.0,47.4,1.0,3.3,30.0,4.0,4.5,88.9,2.7,4.0,1.7,0.2,2.2,,,,,,
131,Jimmy Clark,G,6,26.8,17.3,6.8,14.3,47.7,1.8,5.7,32.4,1.8,2.0,91.7,3.5,3.8,2.7,0.2,2.3,,,,,,
131,Tyler Harris,G,6,32.3,17.3,5.7,9.0,63.0,2.2,3.5,61.9,3.8,4.5,85.2,8.7,1.0,0.8,1.5,2.2,,,,,,
135,Jamarii Thomas,G,7,27.3,17.3,4.6,11.0,41.6,1.7,4.0,42.9,6.4,7.6,84.9,3.1,3.1,2.4,0.1,2.0,,,,,,
136,Sahvir Wheeler,G,4,36.5,17.3,6.8,13.3,50.9,0.8,3.5,21.4,3.0,4.8,63.2,3.3,5.8,1.8,0.8,4.5,,,,,,
137,Drew Pember,F,6,21.7,17.2,4.8,9.3,51.8,1.5,4.2,36.0,6.0,7.2,83.7,6.2,2.8,0.8,1.7,3.2,,,,,,
137,Jaylin Hunter,G,6,34.3,17.2,5.2,12.7,40.8,1.7,5.3,31.3,5.2,6.7,77.5,4.7,4.7,1.5,0.2,2.7,,,,,,
137,Myles Rice,G,6,29.0,17.2,6.3,11.8,53.5,1.7,3.7,45.5,2.8,3.7,77.3,2.8,2.5,1.2,0.2,2.0,,,,,,
137,Bruce Thornton,G,6,31.3,17.2,4.7,11.3,41.2,2.2,5.3,40.6,5.7,6.7,85.0,2.3,4.8,1.8,0.0,1.0,,,,,,
137,Seth Hubbard,G,6,31.5,17.2,6.8,15.8,43.2,3.0,7.5,40.0,0.5,1.0,50.0,3.8,1.7,1.0,0.2,1.2,,,,,,
142,Bryce Harris,G,7,30.0,17.1,6.6,10.7,61.3,0.4,2.0,21.4,3.6,5.4,65.8,6.4,0.7,0.9,1.3,2.3,,,,,,
143,Nana Owusu-Anane,F,8,30.6,17.1,6.0,11.1,53.9,0.8,2.4,31.6,4.4,6.8,64.8,8.6,1.6,1.4,1.4,2.3,,,,,,
144,DeAntoni Gordon,F,6,36.7,17.0,6.7,13.3,50.0,0.3,1.3,25.0,3.3,5.0,66.7,5.2,1.5,0.8,0.8,1.2,,,,,,
144,Idan Tretout,G,6,24.5,17.0,5.7,12.7,44.7,2.2,5.7,38.2,3.5,5.0,70.0,2.2,2.0,1.5,0.2,2.0,,,,,,
144,LJ Cryer,G,7,30.6,17.0,6.0,14.1,42.4,3.1,8.3,37.9,1.9,1.9,100.0,2.6,2.3,1.0,0.0,0.6,,,,,,
144,KJ Johnson,G,6,26.2,17.0,5.0,10.3,48.4,1.2,3.0,38.9,5.8,7.3,79.5,2.0,1.0,0.2,0.2,1.7,,,,,,
144,KyKy Tandy,G,7,28.9,17.0,6.7,15.7,42.7,2.4,7.4,32.7,1.1,1.1,100.0,2.0,1.9,1.0,0.0,1.9,,,,,,
144,Aaron Estrada,G,6,26.8,17.0,6.5,11.8,54.9,2.3,4.5,51.9,1.7,2.2,76.9,3.8,3.3,1.7,0.0,2.3,,,,,,
144,JP Pegues,G,5,33.2,17.0,5.2,13.0,40.0,2.4,7.0,34.3,4.2,5.4,77.8,4.6,5.4,1.4,0.2,2.8,,,,,,
144,Tylor Perry,G,6,34.2,17.0,4.3,11.2,38.8,3.2,8.7,36.5,5.2,5.3,96.9,4.8,5.0,1.2,0.2,1.7,,,,,,
152,Austin Crowley,G,7,33.3,16.9,5.0,14.1,35.4,2.0,5.9,34.1,4.9,6.4,75.6,4.3,3.6,0.9,0.1,1.7,,,,,,
152,Keenon Cole,F,7,32.1,16.9,5.4,13.0,41.8,1.3,4.4,29.0,4.7,5.7,82.5,5.4,1.1,0.6,0.7,2.6,,,,,,
154,Honor Huff,G,6,34.2,16.8,5.5,13.3,41.2,2.8,8.3,34.0,3.0,4.3,69.2,3.7,2.3,1.3,0.0,2.5,,,,,,
154,Skyy Clark,G,6,33.5,16.8,5.2,12.3,41.9,1.3,4.5,29.6,5.2,6.8,75.6,3.0,2.7,1.0,0.2,2.7,,,,,,
154,Treysen Eaglestaff,G,6,30.0,16.8,6.0,12.0,50.0,3.2,7.5,42.2,1.7,2.2,76.9,2.5,3.0,1.0,0.7,1.8,,,,,,
157,Brycen Goodine,G,5,31.8,16.8,6.0,12.6,47.6,3.0,6.6,45.5,1.8,2.6,69.2,4.0,2.6,1.2,0.4,2.2,,,,,,
157,Matthew Cleveland,G,5,32.2,16.8,6.4,10.2,62.7,1.4,2.8,50.0,2.6,3.2,81.3,5.2,2.4,0.8,0.8,1.4,,,,,,
159,Fardaws Aimaq,F,7,31.7,16.7,6.3,11.1,56.4,0.6,1.3,44.4,3.6,5.7,62.5,10.9,1.1,0.9,1.1,3.0,,,,,,
159,Pierre Brooks,G,7,31.1,16.7,5.9,11.9,49.4,2.6,6.3,40.9,2.4,3.3,73.9,3.7,1.4,0.6,0.1,0.9,,,,,,
159,Trey Townsend,F,7,35.7,16.7,6.4,14.7,43.7,0.6,1.1,50.0,3.3,4.3,76.7,8.3,4.0,1.6,0.0,3.0,,,,,,
159,Maximus Edwards,G,7,29.7,16.7,6.1,12.4,49.4,2.9,5.9,48.8,1.6,1.9,84.6,8.1,1.7,1.9,0.3,2.4,,,,,,
