RK,NAME,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,Unnamed: 17,Unnamed: 18,2021,Drafted?,Draft Pick,Draft Year
467,Justin Moore,G,25,32.8,12.9,4.8,10.9,44.1,1.6,5.2,31.0,1.7,2.2,77.8,4.1,3.0,,,,,,
469,Isaac Kante,F,23,31.8,12.9,4.9,8.7,56.2,0.0,0.0,0.0,3.0,4.3,70.7,10.1,0.7,,,,,,
470,Daniel Oladapo,F,30,33.7,12.9,5.3,9.4,56.9,0.0,0.0,0.0,2.2,4.1,53.2,8.8,1.7,,,,,,
471,Jalen Pickett,G,14,36.1,12.9,4.6,11.4,40.3,2.0,5.6,35.9,1.7,2.3,75.0,6.3,4.8,,,,,,
471,Terrence Shannon Jr,G,28,26.7,12.9,4.3,9.6,44.8,1.1,3.0,35.7,3.2,4.3,75.6,4.0,1.4,,,,,,
473,Ben Vander Plas,F,25,33.8,12.8,4.6,10.6,43.2,2.0,5.9,34.7,1.7,2.2,76.4,5.8,3.8,,,,,,
474,Everette Hammond,G,23,30.4,12.8,4.1,12.3,33.3,1.3,4.6,28.6,3.3,4.3,78.6,3.1,2.3,,,,,,
475,Toni Rocak,F,17,19.6,12.8,4.8,9.3,51.9,0.4,1.7,24.1,2.8,4.4,63.5,5.3,1.2,,,,,,
476,JD Notae,G,32,22.6,12.8,4.1,10.7,38.2,1.8,5.2,33.5,2.9,3.8,76.0,3.1,1.9,,,,,,
477,Joseph Yesufu,G,31,22.7,12.8,4.5,10.2,44.2,1.5,4.0,38.4,2.2,2.7,81.2,1.8,1.8,,,,,,
478,James Butler,F,20,28.9,12.8,5.0,8.7,56.9,0.2,0.4,57.1,2.7,3.6,75.0,9.2,1.8,,,,,,
478,Garrett Hicks,G,15,34.4,12.8,4.6,11.5,39.9,1.7,5.4,30.9,1.9,2.9,67.4,3.8,1.9,,,,,,
480,Mekhi Lairy,G,23,30.8,12.8,4.2,9.2,45.5,1.4,3.3,41.6,3.0,3.8,80.5,2.7,3.3,,,,,,
481,Toumani Camara,F,25,28.4,12.8,4.8,9.9,48.6,0.6,2.3,26.3,2.6,4.1,62.1,7.7,1.6,,,,,,
482,Tommy Kuhse,G,24,35.7,12.8,4.7,11.5,40.7,0.8,2.9,27.5,2.6,3.3,79.7,3.7,5.0,,,,,,
483,Jarod Lucas,G,33,29.3,12.7,3.6,9.6,38.0,2.3,6.0,38.9,3.1,3.5,89.6,2.3,1.2,,,,,,
484,Grant Golden,F,21,27.3,12.7,5.4,9.6,56.2,0.4,0.9,50.0,1.5,2.3,66.7,6.0,3.5,,,,,,
484,Hunter Schofield,F,21,25.0,12.7,5.0,10.2,48.4,0.5,1.8,28.9,2.3,3.2,70.6,5.9,1.1,,,,,,
486,Nijel Pack,G,24,33.5,12.7,4.5,10.9,41.8,2.5,6.2,40.5,1.1,1.4,79.4,3.7,3.8,,,,,,
487,Luke Smith,G,30,31.1,12.7,4.3,9.5,45.3,2.6,6.6,39.4,1.5,1.8,81.8,2.2,2.9,,,,,,
488,Qudus Wahab,F,26,27.7,12.7,4.9,8.3,59.1,0.0,0.0,0.0,2.9,4.3,67.3,8.2,0.2,,,,,,
489,Kamdyn Curfman,G,25,34.1,12.7,4.3,9.6,44.6,2.8,6.9,40.7,1.3,1.5,86.8,2.1,2.2,,,,,,
490,Carl Pierre,G,15,33.8,12.7,4.1,11.4,36.3,2.5,7.4,33.3,1.9,2.7,70.7,3.8,1.6,,,,,,
490,Xavier Cork,F,27,27.3,12.7,5.3,8.3,64.1,0.0,0.0,0.0,2.1,2.7,75.7,6.1,1.8,,,,,,
492,Michael Almonacy,G,29,31.5,12.7,4.1,10.4,39.7,2.4,7.1,34.5,1.9,2.5,77.8,4.3,2.8,,,,,,
493,Chico Carter Jr,G,26,24.1,12.7,4.7,9.2,50.8,1.8,4.0,44.2,1.5,1.8,81.3,1.7,1.9,,,,,,
494,Marcus Hammond,G,20,34.5,12.7,4.2,12.4,33.6,1.8,6.0,29.2,2.6,3.4,76.5,5.8,3.0,,,,,,
495,David Johnson,G,19,35.1,12.6,4.7,11.5,41.1,1.7,4.4,38.6,1.5,2.1,70.0,5.8,3.2,Yes,47.0,2021.0,Yes,47.0,2021.0
496,D.J. Funderburk,F,21,26.2,12.6,4.3,7.7,56.2,0.1,0.7,20.0,3.8,4.8,79.2,5.6,0.3,,,,,,
497,Izaiah Brockington,G,25,29.7,12.6,4.7,10.9,43.0,0.5,1.7,27.9,2.8,3.3,84.1,4.9,1.7,,,,,,
498,Josh Caldwell,G,22,29.5,12.6,4.9,9.6,50.7,0.6,1.8,35.0,2.2,3.5,63.6,4.5,1.5,,,,,,
499,Tolu Smith,F,30,30.7,12.6,4.8,8.4,56.9,0.0,0.0,0.0,3.0,5.0,58.9,8.5,1.2,,,,,,
