RK,NAME,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Unnamed: 20,Unnamed: 21,2009,Drafted?,Draft Pick,Draft Year
39,Jack McClinton,G,32,32.2,19.3,6.3,13.9,44.9,3.2,7.0,45.3,3.6,4.1,88.5,3.1,2.8,0.8,0.0,2.6,Yes,51.0,2009.0,Yes,51.0,2009.0
40,Kevyn Green,F,14,28.4,19.2,6.8,14.2,47.7,3.1,7.2,42.6,2.6,3.4,75.0,3.2,1.3,0.6,0.2,1.4,,,,,,
41,Sam Young,F,36,31.8,19.2,7.3,14.4,50.2,1.5,4.0,37.2,3.2,4.3,74.0,6.3,1.1,1.0,0.8,2.4,Yes,36.0,2009.0,Yes,36.0,2009.0
42,Ahmad Nivins,F,32,39.3,19.2,6.4,10.5,61.2,0.0,0.0,0.0,6.3,8.1,78.7,11.8,1.0,0.8,1.8,2.7,,,,,,
43,Travis Holmes,G,27,31.5,19.1,6.3,12.8,49.6,1.3,4.4,30.3,5.1,6.4,78.7,6.1,4.3,3.2,0.6,3.0,,,,,,
44,A.D. Vassallo,G-F,34,36.7,19.1,6.8,15.2,45.0,2.4,6.6,36.7,3.0,3.6,83.5,6.2,2.6,0.8,0.9,2.5,,,,,,
45,Kenard Moore,G,30,36.2,19.0,6.7,16.1,41.6,3.2,9.5,34.0,2.4,3.0,78.0,2.2,1.6,1.2,0.1,2.8,,,,,,
46,Shy Ely,G-F,31,35.1,18.9,6.6,14.3,45.9,0.4,1.6,26.5,5.4,7.0,76.9,5.8,1.7,0.8,0.3,2.1,,,,,,
47,Erik Kangas,G,35,36.0,18.9,6.3,14.4,44.0,3.9,9.3,41.7,2.4,2.7,88.3,2.9,1.7,1.1,0.2,1.9,,,,,,
48,Sherron Collins,G,35,35.1,18.9,6.5,14.9,43.4,2.2,5.9,37.6,3.8,4.7,79.5,2.9,5.0,1.1,0.0,3.3,,,,,,
49,Jeff Teague,G,31,32.0,18.8,5.8,12.0,48.5,1.5,3.3,44.1,5.8,7.1,81.7,3.3,3.5,1.9,0.6,3.4,Yes,19.0,2009.0,Yes,19.0,2009.0
50,Brett Winkelman,F,33,33.0,18.6,6.7,13.3,50.2,1.3,3.2,39.6,4.0,4.9,80.9,7.5,1.8,1.5,0.4,1.8,,,,,,
51,Paul Graham,G,31,34.5,18.5,6.3,16.2,39.0,2.1,6.4,33.5,3.8,4.5,83.0,3.9,2.0,0.6,0.1,2.1,,,,,,
52,Brandon Ewing,G,33,38.3,18.5,5.0,11.3,44.2,1.5,4.4,33.6,7.1,8.5,83.2,3.3,5.0,1.0,0.2,2.7,,,,,,
53,Dar Tucker,F,32,32.4,18.5,6.3,16.3,39.0,1.8,6.4,28.4,4.0,5.7,70.3,5.4,1.5,1.4,0.4,2.8,,,,,,
54,Ryan Wittman,F,31,34.1,18.5,6.4,14.1,45.2,3.1,7.5,41.6,2.6,3.2,81.8,3.6,2.6,0.9,0.2,1.8,,,,,,
55,Tywain McKee,G,32,36.8,18.4,6.1,15.0,40.4,2.1,5.8,36.0,4.2,5.2,80.8,5.7,4.1,2.8,0.1,3.0,,,,,,
56,Patty Mills,PG,26,33.3,18.4,6.3,15.6,40.2,2.6,7.6,33.8,3.3,3.8,85.9,2.4,3.9,2.2,0.2,2.9,Yes,55.0,2009.0,Yes,55.0,2009.0
57,Wesley Matthews,G,35,34.0,18.3,5.5,11.6,47.5,1.2,3.3,36.8,6.1,7.3,82.9,5.7,2.5,1.2,0.5,2.3,,,,,,
58,Jerome Randle,G,33,35.3,18.3,5.8,11.5,50.1,2.5,5.4,46.3,4.2,4.9,86.3,3.0,5.0,0.7,0.0,2.9,,,,,,
59,Jordan Hill,F,34,35.7,18.3,7.4,13.8,53.7,0.0,0.0,0.0,3.4,5.3,65.4,11.0,1.5,0.9,1.7,2.9,Yes,8.0,2009.0,Yes,8.0,2009.0
60,James Anderson,G,35,33.5,18.2,6.0,12.4,48.2,2.4,5.9,40.8,3.9,4.7,82.9,5.7,1.4,1.1,0.7,2.0,Yes,20.0,2010.0,,,
61,Ricky Harris,G,30,32.4,18.2,5.8,13.9,41.6,2.9,7.5,38.7,3.8,4.8,79.0,2.9,1.5,1.3,0.2,2.6,,,,,,
62,Kevin Palmer,G-F,33,29.9,18.2,5.8,13.5,42.7,1.6,5.3,31.0,5.0,6.2,80.9,5.2,2.8,2.6,0.5,3.4,,,,,,
63,John Holland,F,30,35.5,18.1,6.2,13.3,46.4,2.7,6.7,39.6,3.1,4.0,76.9,5.5,1.1,1.8,0.3,1.7,,,,,,
64,Jamal Barney,G,31,28.6,18.1,6.7,16.1,41.6,0.9,3.3,28.2,3.8,4.8,79.7,5.5,1.3,1.4,0.5,2.5,,,,,,
64,Dominique Jones,G,31,37.5,18.1,6.2,14.9,41.9,1.7,5.6,30.9,3.9,5.5,70.8,5.6,3.9,1.3,0.4,2.6,Yes,25.0,2010.0,,,
66,Malcolm Delaney,G,34,36.9,18.1,4.7,12.2,38.5,2.1,5.8,35.4,6.6,7.6,86.9,4.0,4.5,1.5,0.3,2.9,,,,,,
67,Stephen McDowell,G,35,33.6,18.1,5.8,13.3,43.5,3.9,9.1,42.5,2.7,3.4,79.7,3.3,1.5,0.9,0.0,1.7,,,,,,
68,David Huertas,G,30,31.7,18.1,5.5,13.3,41.7,2.6,7.2,35.5,4.4,5.5,80.6,4.5,2.3,0.9,0.2,2.4,,,,,,
69,John Bryant,C,33,31.0,18.1,6.8,11.5,59.6,0.0,0.0,0.0,4.4,5.5,78.7,14.2,1.1,0.5,2.5,2.5,,,,,,
70,Kaleo Kina,G,30,32.6,18.0,6.2,15.3,40.4,1.2,4.8,24.5,4.5,6.2,72.7,5.6,3.8,1.4,0.1,3.1,,,,,,
71,Kelvin Lewis,G,33,36.9,18.0,5.9,14.3,41.2,2.8,7.6,36.9,3.4,4.0,83.5,3.3,1.3,1.5,0.2,1.4,,,,,,
71,Chase Budinger,F,35,37.6,18.0,6.3,13.0,48.0,1.9,4.8,39.9,3.6,4.5,80.1,6.2,3.4,1.4,0.5,2.4,Yes,44.0,2009.0,Yes,44.0,2009.0
71,Ryan Thompson,G,32,38.3,18.0,6.2,12.1,50.9,1.4,3.4,42.2,4.3,5.5,77.3,6.5,3.2,1.8,0.4,2.7,,,,,,
74,Patrick Patterson,F,34,33.7,17.9,7.1,11.7,60.3,0.0,0.0,0.0,3.8,4.9,76.8,9.3,1.9,0.6,2.1,1.9,Yes,14.0,2010.0,,,
75,Garrison Carr,G,32,36.0,17.9,5.9,14.7,40.1,3.6,9.2,38.9,2.5,3.3,77.1,3.1,1.7,1.0,0.1,2.6,,,,,,
75,Jahmar Young,G,32,33.9,17.9,5.7,12.4,45.7,2.2,5.1,42.1,4.4,5.3,82.4,4.0,3.3,1.4,0.2,2.2,,,,,,
77,David Kool,G,31,34.1,17.9,5.4,13.8,39.2,1.9,6.3,29.7,5.2,5.8,89.4,4.1,2.0,1.4,0.0,2.7,,,,,,
78,Michael Bramos,G-F,30,35.2,17.9,5.8,14.3,40.2,2.4,6.6,35.7,4.0,4.8,83.3,4.1,1.7,1.0,1.1,2.0,,,,,,
79,David Dubois,G,27,36.1,17.9,7.4,15.3,48.4,0.6,1.5,42.5,2.4,3.4,69.9,5.9,1.2,1.3,0.5,2.0,,,,,,
80,Gerald Robinson,G,30,33.0,17.8,5.9,13.4,44.2,1.0,3.6,27.8,5.0,6.4,77.2,3.9,3.9,2.0,0.1,3.6,,,,,,
80,Jamar Briscoe,G,30,33.3,17.8,5.7,14.7,39.1,2.0,5.7,35.3,4.4,5.7,77.1,2.4,2.6,1.8,0.0,4.1,,,,,,
82,Jamarco Warren,G,29,33.1,17.8,5.8,14.1,41.2,3.4,8.6,39.8,2.8,3.6,77.1,2.8,2.8,0.9,0.1,2.3,,,,,,
82,Noah Dahlman,F,29,30.1,17.8,6.7,11.1,60.1,0.0,0.1,0.0,4.5,6.3,71.4,6.4,0.5,0.7,0.3,1.3,,,,,,
84,Rodney Green,G,31,35.3,17.8,6.4,13.5,47.6,0.9,2.7,34.5,4.0,5.7,70.5,5.0,3.4,1.9,0.2,3.2,,,,,,
85,Jeremy Lin,G,28,34.8,17.8,5.9,11.8,50.2,1.4,3.6,40.0,4.5,6.0,74.4,5.5,4.3,2.4,0.6,3.8,,,,,,
86,Anthony Vereen,F,30,29.6,17.7,5.9,10.1,58.1,0.3,0.9,35.7,5.7,7.2,78.3,6.5,2.2,0.8,0.1,1.6,,,,,,
87,Emmanuel Jones,F,26,30.4,17.7,7.1,12.8,55.7,0.0,0.2,25.0,3.4,5.2,65.9,8.0,1.1,0.8,0.9,2.5,,,,,,
88,Jerome Tillman,F,32,32.7,17.7,5.7,11.3,50.7,0.8,2.6,32.9,5.4,7.3,73.6,8.1,1.2,1.1,0.5,2.3,,,,,,
89,Robert Vaden,G-F,34,36.5,17.6,6.1,15.4,39.7,3.3,9.5,34.6,2.2,2.9,74.0,4.9,2.1,1.0,0.6,2.5,Yes,54.0,2009.0,Yes,54.0,2009.0
90,Courtney Pigram,G,34,34.8,17.6,6.3,16.2,38.9,2.2,6.9,32.6,2.8,3.9,71.8,3.4,4.1,1.7,0.2,3.3,,,,,,
91,Anthony Smith,G,35,36.3,17.6,6.2,12.5,49.8,2.1,5.8,37.1,3.0,4.6,65.8,6.5,2.1,1.2,0.2,2.2,,,,,,
92,Anthony Johnson,G,29,31.3,17.6,5.7,11.2,50.3,0.7,1.9,34.5,5.6,6.4,87.1,2.8,3.1,0.7,0.2,2.9,,,,,,
93,Greivis Vasquez,G,35,34.6,17.5,6.2,15.4,40.5,1.9,5.8,32.7,3.2,3.7,86.7,5.4,5.0,1.4,0.4,2.8,,,,,,
94,Randy Culpepper,G,37,30.2,17.5,5.7,13.9,41.0,2.4,6.9,34.6,3.7,5.0,74.5,2.9,1.8,1.8,0.3,2.3,,,,,,
95,Jonny Flynn,G,38,37.3,17.4,5.8,12.5,46.0,1.2,3.7,31.7,4.7,6.0,78.6,2.7,6.7,1.4,0.2,3.4,Yes,6.0,2009.0,Yes,6.0,2009.0
96,Davis Baker,G,31,35.0,17.4,6.5,13.7,46.9,1.5,3.7,40.9,3.0,3.4,87.7,4.5,1.4,1.0,0.2,2.3,,,,,,
97,Jimmy Baron,G,34,32.5,17.4,5.9,12.6,46.5,3.5,7.6,45.4,2.2,2.4,89.2,2.7,1.9,0.7,0.1,1.3,,,,,,
98,Cory Higgins,G,31,37.0,17.4,5.3,11.2,47.6,1.0,2.9,36.0,5.7,6.8,83.0,5.4,2.6,1.9,0.4,2.8,,,,,,
99,Tyler Smith,G-F,34,32.6,17.4,5.8,13.1,43.9,0.8,2.8,29.2,5.0,6.5,76.6,5.8,3.4,0.7,0.2,2.1,,,,,,
100,Evan Turner,G-F,33,36.4,17.3,5.8,11.6,50.3,0.3,0.8,44.0,5.3,6.7,78.8,7.1,4.0,1.8,0.8,3.5,Yes,2.0,2010.0,,,
101,Kyndall Dykes,F,26,35.4,17.3,6.7,13.7,48.7,0.1,0.6,12.5,3.8,5.7,67.1,5.1,1.7,1.4,0.2,2.5,,,,,,
102,Garfield Blair,G,30,32.9,17.3,6.2,14.4,43.3,1.3,3.7,35.5,3.5,4.9,71.4,7.7,2.1,1.1,0.6,3.1,,,,,,
103,Robert Jarvis,G,31,35.0,17.2,5.8,15.1,38.8,2.7,8.1,33.5,2.8,3.6,77.7,2.6,2.0,0.9,0.1,2.6,,,,,,
104,Desmond Yates,F,32,30.1,17.2,7.1,12.3,57.9,0.6,1.9,33.3,2.3,2.9,78.7,4.5,0.3,0.6,0.4,1.8,,,,,,
105,Corey Lowe,G,29,36.6,17.2,6.0,14.0,43.0,2.9,7.9,37.3,2.2,3.7,61.3,4.0,4.1,1.2,0.1,3.3,,,,,,
106,Gordon Watt,F,30,32.4,17.2,6.1,13.7,44.6,1.5,4.7,31.9,3.5,5.6,61.9,8.8,1.7,1.6,0.6,3.4,,,,,,
106,Nick Calathes,G,36,33.3,17.2,5.7,11.8,48.2,2.0,5.2,39.0,3.8,5.3,70.7,5.3,6.4,1.9,0.2,3.3,Yes,45.0,2009.0,Yes,45.0,2009.0
108,Ryan Tillema,G,26,27.0,17.2,5.3,11.4,46.5,2.8,6.3,45.4,3.7,4.8,76.2,4.5,1.5,0.8,0.5,1.3,,,,,,
109,Da'Sean Butler,F,35,33.1,17.1,6.1,14.1,42.9,1.8,5.1,35.0,3.3,4.3,76.0,5.9,1.7,1.3,0.3,2.3,Yes,42.0,2010.0,,,
110,Adrian Oliver,G,18,31.8,17.1,6.1,14.0,43.3,0.9,3.6,26.2,4.1,5.4,75.3,2.3,2.2,0.7,0.5,3.7,,,,,,
110,Marcus Walker,G,27,32.1,17.1,6.0,14.7,41.1,1.9,5.6,34.2,3.1,4.0,78.5,2.6,2.1,1.1,0.0,2.3,,,,,,
112,Adnan Hodzic,F,30,27.0,17.1,7.0,11.9,58.7,0.0,0.0,0.0,3.1,4.2,74.4,7.1,0.7,0.3,0.3,2.9,,,,,,
113,Gary Wilkinson,F,35,32.1,17.1,6.1,10.5,58.0,0.2,0.5,31.6,4.7,5.7,82.6,6.8,1.3,0.5,0.4,1.5,,,,,,
114,Tyreke Evans,G,37,29.0,17.1,6.2,13.6,45.5,0.9,3.4,27.4,3.7,5.2,71.1,5.4,3.9,2.1,0.8,3.6,Yes,4.0,2009.0,Yes,4.0,2009.0
115,Josh Mayo,G,30,35.4,17.0,5.3,13.6,39.3,2.4,6.2,38.7,4.0,4.6,86.2,2.7,3.4,1.1,0.0,2.4,,,,,,
116,Jesse Becker,G,3,27.3,17.0,5.7,10.7,53.1,4.3,8.0,54.2,1.3,1.7,80.0,3.7,2.7,0.7,0.0,3.0,,,,,,
117,James Feldeine,G,31,34.1,17.0,6.1,14.6,41.6,1.5,4.4,33.8,3.3,4.4,74.5,6.0,2.4,1.7,0.4,3.2,,,,,,
118,Darion 'Jake' Anderson,G,29,31.5,16.9,5.5,13.2,41.5,1.6,4.3,37.1,4.4,6.5,67.2,5.4,2.4,1.6,0.1,3.2,,,,,,
119,Tyrese Rice,G,33,33.4,16.9,4.9,11.9,41.3,1.8,5.3,34.7,5.2,6.1,85.6,3.8,5.3,1.4,0.2,3.8,,,,,,
120,Ben Smith,G,32,36.3,16.9,5.3,12.5,42.1,2.1,5.6,36.9,4.3,5.5,78.9,3.3,4.0,2.2,0.0,2.3,,,,,,
121,Manny Harris,G,35,32.9,16.9,5.2,12.5,41.5,1.5,4.5,32.7,5.0,5.8,86.3,6.8,4.4,1.2,0.5,3.1,,,,,,
122,Luke Babbitt,F,34,32.6,16.9,5.7,12.5,45.6,1.0,2.3,42.9,4.5,5.2,86.4,7.4,1.4,0.7,0.7,1.9,Yes,16.0,2010.0,,,
123,Lee Cummard,G,33,32.8,16.8,6.0,11.7,51.7,1.1,2.8,38.7,3.7,4.2,87.1,6.2,3.4,0.9,0.9,1.6,,,,,,
124,Luke Nevill,C,34,31.9,16.8,5.9,9.7,60.7,0.0,0.0,0.0,5.0,6.3,78.6,9.0,1.3,0.4,2.7,2.4,,,,,,
125,Reggie Holmes,G,35,31.3,16.8,5.1,13.7,37.2,2.8,7.7,36.9,3.8,5.1,74.2,5.5,0.5,1.2,0.3,1.3,,,,,,
126,Andrew Goudelock,G,36,31.1,16.7,6.1,13.4,45.9,2.6,6.0,44.0,1.8,2.1,86.7,2.5,1.9,0.7,0.3,1.9,Yes,46.0,2011.0,,,
127,Jeremy Chappell,G,35,32.7,16.7,6.1,12.9,47.0,2.4,6.1,39.6,2.1,2.5,84.3,6.3,3.2,2.5,0.6,2.9,,,,,,
128,Talor Battle,G,38,37.4,16.7,5.2,13.0,40.2,2.4,7.1,33.9,3.9,5.5,70.0,5.3,5.0,1.2,0.1,2.4,,,,,,
129,Jeremy Wise,G,32,35.7,16.7,5.2,11.5,44.7,0.8,3.3,24.5,5.5,6.8,81.9,3.5,4.7,1.3,0.3,3.2,,,,,,
130,Kevin Anderson,G,36,36.8,16.6,6.0,13.0,45.8,0.9,3.3,28.8,3.7,5.0,74.9,2.9,2.8,1.3,0.1,2.3,,,,,,
131,Roderick Flemings,G,30,36.0,16.6,5.5,11.9,46.6,0.7,2.4,31.0,4.8,6.6,72.7,5.8,1.9,1.2,0.4,2.6,,,,,,
131,Ty Lawson,G,35,29.9,16.6,5.2,9.8,53.2,1.5,3.1,47.2,4.7,5.9,79.8,3.0,6.6,2.1,0.1,1.9,Yes,18.0,2009.0,Yes,18.0,2009.0
133,A.J. Abrams,G,35,37.7,16.6,5.5,13.8,39.9,3.0,7.6,39.6,2.5,3.0,84.8,2.2,1.3,1.3,0.1,1.4,,,,,,
133,Sylven Landesberg,G,28,34.2,16.6,5.4,12.3,43.6,0.6,1.8,31.4,5.3,6.6,80.0,6.0,2.8,1.0,0.1,2.8,,,,,,
135,Jaycen Herring,F,30,36.8,16.6,5.9,13.5,43.6,1.0,2.8,36.5,3.8,5.7,66.3,4.1,2.6,0.8,0.8,3.0,,,,,,
136,DeMarre Carroll,F,38,28.0,16.6,6.5,11.6,55.8,0.4,1.2,36.4,3.2,5.0,63.4,7.2,2.2,1.6,0.7,1.5,Yes,27.0,2009.0,Yes,27.0,2009.0
137,Wesley Channels,G,33,32.9,16.5,5.2,12.5,42.0,2.4,6.2,38.9,3.7,4.7,77.6,3.8,3.1,1.3,0.1,3.0,,,,,,
138,Marquez Haynes,G,30,32.2,16.5,5.5,11.7,47.4,1.2,3.5,34.6,4.3,5.4,79.0,5.1,3.4,1.2,0.2,3.1,,,,,,
139,Calvin Williams,F,19,29.7,16.5,5.7,10.7,53.4,0.1,0.2,33.3,5.0,7.0,71.4,8.0,1.2,0.7,2.1,2.8,,,,,,
140,Gerald Henderson,G-F,37,29.7,16.5,5.8,12.8,45.0,1.1,3.3,33.6,3.9,5.1,76.1,4.9,2.5,1.2,0.8,2.2,Yes,12.0,2009.0,Yes,12.0,2009.0
141,Ken Horton,F,28,34.1,16.5,6.0,11.9,50.3,1.1,3.2,35.6,3.3,4.1,80.2,5.8,1.5,0.6,1.6,2.0,,,,,,
142,Kyle Singler,F,37,32.2,16.5,5.6,12.8,44.1,1.9,4.9,38.3,3.4,4.7,71.3,7.7,2.4,1.5,1.0,2.5,Yes,33.0,2011.0,,,
143,Grant Maxey,F,33,31.1,16.4,6.0,13.2,45.5,1.3,3.8,33.3,3.1,4.0,78.0,6.7,2.3,1.6,0.9,3.0,,,,,,
144,Demetrius Nelson,F-C,33,28.7,16.4,5.5,9.3,59.6,0.0,0.0,0.0,5.3,6.8,77.3,6.5,0.8,0.5,0.5,2.1,,,,,,
144,Mac Hopson,G,33,34.3,16.4,5.5,12.0,46.1,1.4,3.2,43.0,3.9,5.7,67.7,5.0,5.9,1.7,0.2,2.9,,,,,,
146,Domonic Tilford,G,31,34.7,16.3,5.4,13.2,41.0,2.7,6.6,40.5,2.8,3.4,83.7,2.7,3.0,0.9,0.0,2.6,,,,,,
147,Sean Baptiste,G,27,35.8,16.3,5.7,13.4,42.7,1.8,5.2,34.3,3.1,4.4,70.0,5.9,1.1,1.7,0.1,2.1,,,,,,
148,Lazar Hayward,F,35,31.7,16.3,5.8,12.4,46.9,1.5,4.2,35.8,3.1,3.8,82.0,8.6,1.1,1.0,0.3,1.9,Yes,30.0,2010.0,,,
149,Curtis Jerrells,G,39,34.6,16.3,5.1,11.8,42.7,1.9,5.3,36.7,4.2,5.5,77.1,4.5,4.9,1.5,0.3,3.1,,,,,,
150,Austin Kenon,G,32,31.8,16.3,5.3,12.4,43.0,3.7,9.5,39.0,1.9,2.6,71.4,3.3,2.4,1.4,0.0,1.7,,,,,,
151,Devin Sweetney,G-F,23,32.8,16.3,5.7,12.8,44.6,0.7,3.3,22.1,4.1,6.0,68.3,7.9,1.1,1.3,0.4,3.0,,,,,,
152,Tasmin Mitchell,F,35,32.5,16.3,6.4,12.3,52.2,0.3,0.5,52.6,3.2,4.4,72.5,7.2,1.9,1.6,0.7,2.0,,,,,,
153,Jimmer Fredette,G,33,33.0,16.2,5.6,11.6,48.0,1.6,4.1,38.2,3.5,4.2,84.7,3.0,4.1,1.5,0.1,2.6,Yes,10.0,2011.0,,,
154,Tyrone Lewis,G,35,34.8,16.2,5.0,14.8,33.7,2.8,8.5,33.1,3.4,4.3,79.9,4.6,2.0,2.6,0.8,2.1,,,,,,
155,Brandon Hazzard,G,32,29.8,16.2,5.7,11.8,47.9,2.6,5.8,44.9,2.3,3.0,77.1,2.3,1.7,0.8,0.0,1.5,,,,,,
